gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human	expmean	expsd	zscore	other.x	zmean	tiss	gen	other.y	pval_t	pval_w	fc_med	fc_mean
Nrg4mix	4w	WT gWAT	S	219	0.587148701160621	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.5538456400544136	WT gWAT	-0.48186861506409534	gWAT	WT	NA	NA	NA	NA	NA
Nrg4mix	4w	WT gWAT	S	221	0.559380697908938	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.5976769498941914	WT gWAT	-0.48186861506409534	gWAT	WT	NA	NA	NA	NA	NA
Nrg4mix	4w	TG ScW	T	4	0.571741290309091	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.578165969922613	WT ScW	-0.6919499155419977	ScW	TG	WT ScW	0.009493013633188182	0.015873015873015872	1.9270719162036631	1.7403881329407798
Nrg4mix	4w	TG ScW	T	6	0.586658977328097	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.5546186606005699	WT ScW	-0.6919499155419977	ScW	TG	WT ScW	0.009493013633188182	0.015873015873015872	1.9270719162036631	1.7403881329407798
Nrg4mix	4w	TG ScW	T	8	0.40024400550375	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.8488714491337588	WT ScW	-0.6919499155419977	ScW	TG	WT ScW	0.009493013633188182	0.015873015873015872	1.9270719162036631	1.7403881329407798
Nrg4mix	4w	TG ScW	T	10	0.583490531466621	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.5596199972471471	WT ScW	-0.6919499155419977	ScW	TG	WT ScW	0.009493013633188182	0.015873015873015872	1.9270719162036631	1.7403881329407798
Nrg4mix	4w	TG ScW	T	12	0.356149726682955	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.9184735008058996	WT ScW	-0.6919499155419977	ScW	TG	WT ScW	0.009493013633188182	0.015873015873015872	1.9270719162036631	1.7403881329407798
Nrg4mix	4w	TG gWAT	W	211	1.02723083272047	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	0.1408163451274139	WT gWAT	-0.3770613053498992	gWAT	TG	WT gWAT	0.6398956216491536	0.6904761904761905	1.341369831442895	1.1049352225350961
Nrg4mix	4w	TG gWAT	W	213	0.400747161484876	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.8480772261748166	WT gWAT	-0.3770613053498992	gWAT	TG	WT gWAT	0.6398956216491536	0.6904761904761905	1.341369831442895	1.1049352225350961
Nrg4mix	4w	TG gWAT	W	215	0.871042483109854	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.10572424632586268	WT gWAT	-0.3770613053498992	gWAT	TG	WT gWAT	0.6398956216491536	0.6904761904761905	1.341369831442895	1.1049352225350961
Nrg4mix	4w	TG gWAT	W	217	0.787583554307737	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.23746271286467738	WT gWAT	-0.3770613053498992	gWAT	TG	WT gWAT	0.6398956216491536	0.6904761904761905	1.341369831442895	1.1049352225350961
Nrg4mix	4w	TG gWAT	W	219	0.409121368272073	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	-0.8348586865115531	WT gWAT	-0.3770613053498992	gWAT	TG	WT gWAT	0.6398956216491536	0.6904761904761905	1.341369831442895	1.1049352225350961
Trka	4w	WT BAT	P	6	0.0827426458840646	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-1.022330589122127	WT BAT	-1.0033066019791066	BAT	WT	NA	NA	NA	NA	NA
Trka	4w	WT BAT	P	8	0.0112376633843333	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-1.1078448950630897	WT BAT	-1.0033066019791066	BAT	WT	NA	NA	NA	NA	NA
Trka	4w	WT BAT	P	10	0.28153378417973	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-0.7845921039944421	WT BAT	-1.0033066019791066	BAT	WT	NA	NA	NA	NA	NA
Trka	4w	WT BAT	P	12	0.0983591109781417	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-1.0036545314952856	WT BAT	-1.0033066019791066	BAT	WT	NA	NA	NA	NA	NA
Trka	4w	WT BAT	P	14	0.0193770014548065	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-1.0981108902205883	WT BAT	-1.0033066019791066	BAT	WT	NA	NA	NA	NA	NA
Trka	4w	WT ScW	R	6	2.21811015076714	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	1.5314001262115569	WT ScW	1.1935099342298914	ScW	WT	NA	NA	NA	NA	NA
Trka	4w	WT ScW	R	8	1.61136607914643	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	0.8057821852710955	WT ScW	1.1935099342298914	ScW	WT	NA	NA	NA	NA	NA
Trka	4w	WT ScW	R	10	1.65296776425472	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	0.8555345116635015	WT ScW	1.1935099342298914	ScW	WT	NA	NA	NA	NA	NA
Trka	4w	WT ScW	R	14	2.25985437135887	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	1.581322913773412	WT ScW	1.1935099342298914	ScW	WT	NA	NA	NA	NA	NA
Trka	4w	TG BAT	S	6	0.127885058510368	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-0.9683438325453614	WT BAT	-0.695881895814979	BAT	TG	WT BAT	0.29108692468413405	0.14285714285714285	2.703046458626266	3.605787672767971
Trka	4w	TG BAT	S	8	0.715591032729093	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-0.2654939509603906	WT BAT	-0.695881895814979	BAT	TG	WT BAT	0.29108692468413405	0.14285714285714285	2.703046458626266	3.605787672767971
Trka	4w	TG BAT	S	10	0.223657215934288	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	-0.8538079039391848	WT BAT	-0.695881895814979	BAT	TG	WT BAT	0.29108692468413405	0.14285714285714285	2.703046458626266	3.605787672767971
Trka	4w	TG ScW	T	4	1.88838810591154	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	1.1370786281345866	WT ScW	0.582534740105226	ScW	TG	WT ScW	0.09096866854599621	0.11428571428571428	-1.378240726348448	-1.3585916091703363
Trka	4w	TG ScW	T	6	1.47068053139504	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	0.6375333926512318	WT ScW	0.582534740105226	ScW	TG	WT ScW	0.09096866854599621	0.11428571428571428	-1.378240726348448	-1.3585916091703363
Trka	4w	TG ScW	T	10	1.00167031004088	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	0.07663424749768996	WT ScW	0.582534740105226	ScW	TG	WT ScW	0.09096866854599621	0.11428571428571428	-1.378240726348448	-1.3585916091703363
Trka	4w	TG ScW	T	12	1.3380290365467	Q3UFB7	P04629	0.937590616404759	0.8361756750864223	0.4788926921373956	WT ScW	0.582534740105226	ScW	TG	WT ScW	0.09096866854599621	0.11428571428571428	-1.378240726348448	-1.3585916091703363
Fgfr3	4w	WT BAT	P	4	0.370485381220167	Q61851	P22607	0.593152526085025	0.20764426374134332	-1.07234912659195	WT BAT	-0.3810687674782415	BAT	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT BAT	P	6	0.54019967937418	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.25501714209070026	WT BAT	-0.3810687674782415	BAT	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT BAT	P	8	0.43119873465577	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.7799579362856675	WT BAT	-0.3810687674782415	BAT	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT BAT	P	12	0.689223799920762	Q61851	P22607	0.593152526085025	0.20764426374134332	0.46267241918808943	WT BAT	-0.3810687674782415	BAT	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT BAT	P	14	0.539021316965043	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.26069205161097914	WT BAT	-0.3810687674782415	BAT	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT ScW	R	6	0.486464527465701	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.5138018103511025	WT ScW	-0.01884292870387257	ScW	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT ScW	R	8	0.581502236203471	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.056106967135227365	WT ScW	-0.01884292870387257	ScW	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT ScW	R	10	0.584166873778428	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.043274262166905594	WT ScW	-0.01884292870387257	ScW	WT	NA	NA	NA	NA	NA
Fgfr3	4w	WT ScW	R	12	0.704825962662715	Q61851	P22607	0.593152526085025	0.20764426374134332	0.5378113248377452	WT ScW	-0.01884292870387257	ScW	WT	NA	NA	NA	NA	NA
Fgfr3	4w	TG BAT	S	4	0.643046336301248	Q61851	P22607	0.593152526085025	0.20764426374134332	0.24028503998730394	WT BAT	1.184862155304356	BAT	TG	WT BAT	0.010818782979137449	0.031746031746031744	1.608370863993516	1.6325686077372112
Fgfr3	4w	TG BAT	S	6	0.866946181277989	Q61851	P22607	0.593152526085025	0.20764426374134332	1.318570762609754	WT BAT	1.184862155304356	BAT	TG	WT BAT	0.010818782979137449	0.031746031746031744	1.608370863993516	1.6325686077372112
Fgfr3	4w	TG BAT	S	8	0.68776411144318494	Q61851	P22607	0.593152526085025	0.20764426374134332	0.45564266333894476	WT BAT	1.184862155304356	BAT	TG	WT BAT	0.010818782979137449	0.031746031746031744	1.608370863993516	1.6325686077372112
Fgfr3	4w	TG BAT	S	10	0.934289593333144	Q61851	P22607	0.593152526085025	0.20764426374134332	1.6428918434899022	WT BAT	1.184862155304356	BAT	TG	WT BAT	0.010818782979137449	0.031746031746031744	1.608370863993516	1.6325686077372112
Fgfr3	4w	TG BAT	S	12	1.06386555743533	Q61851	P22607	0.593152526085025	0.20764426374134332	2.2669204670958747	WT BAT	1.184862155304356	BAT	TG	WT BAT	0.010818782979137449	0.031746031746031744	1.608370863993516	1.6325686077372112
Fgfr3	4w	TG ScW	T	4	0.454361036761899	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.6684099373725764	WT ScW	-0.9858988060787708	ScW	TG	WT ScW	0.02100514438737294	0.02857142857142857	-1.4016487273508542	-1.5169537670989506
Fgfr3	4w	TG ScW	T	6	0.377280363280634	Q61851	P22607	0.593152526085025	0.20764426374134332	-1.0396249764611698	WT ScW	-0.9858988060787708	ScW	TG	WT ScW	0.02100514438737294	0.02857142857142857	-1.4016487273508542	-1.5169537670989506
Fgfr3	4w	TG ScW	T	8	0.461492945996766	Q61851	P22607	0.593152526085025	0.20764426374134332	-0.6340631699427233	WT ScW	-0.9858988060787708	ScW	TG	WT ScW	0.02100514438737294	0.02857142857142857	-1.4016487273508542	-1.5169537670989506
Fgfr3	4w	TG ScW	T	12	0.260610831454018	Q61851	P22607	0.593152526085025	0.20764426374134332	-1.6014971405386136	WT ScW	-0.9858988060787708	ScW	TG	WT ScW	0.02100514438737294	0.02857142857142857	-1.4016487273508542	-1.5169537670989506
Fgfr4	4w	WT BAT	P	4	0.541254851338362	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.46261024588658944	WT BAT	0.014010073277954494	BAT	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT BAT	P	6	1.18713934383144	Q03142	P22455	0.7274458995605415	0.4024793006158901	1.142154251330334	WT BAT	0.014010073277954494	BAT	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT BAT	P	8	0.481304432670423	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.6115630456360436	WT BAT	0.014010073277954494	BAT	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT BAT	P	12	0.538200342335108	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.47019947842247356	WT BAT	0.014010073277954494	BAT	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT BAT	P	14	0.917524350099817	Q03142	P22455	0.7274458995605415	0.4024793006158901	0.47226888500454506	WT BAT	0.014010073277954494	BAT	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT ScW	R	6	0.861595829335275	Q03142	P22455	0.7274458995605415	0.4024793006158901	0.33330889208327447	WT ScW	0.9216041888382361	ScW	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT ScW	R	8	0.894076338844632	Q03142	P22455	0.7274458995605415	0.4024793006158901	0.4140099603361113	WT ScW	0.9216041888382361	ScW	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT ScW	R	10	1.84236937859001	Q03142	P22455	0.7274458995605415	0.4024793006158901	2.7701386812275004	WT ScW	0.9216041888382361	ScW	WT	NA	NA	NA	NA	NA
Fgfr4	4w	WT ScW	R	14	0.795448488945401	Q03142	P22455	0.7274458995605415	0.4024793006158901	0.16895922170605834	WT ScW	0.9216041888382361	ScW	WT	NA	NA	NA	NA	NA
Fgfr4	4w	TG BAT	S	4	0.372480891431243	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.8819459971882199	WT BAT	-0.4400973470692563	BAT	TG	WT BAT	0.28098533181199226	0.5476190476190477	1.016710608989322	-1.3321162647745635
Fgfr4	4w	TG BAT	S	6	0.754036547143774	Q03142	P22455	0.7274458995605415	0.4024793006158901	0.06606711834010445	WT BAT	-0.4400973470692563	BAT	TG	WT BAT	0.28098533181199226	0.5476190476190477	1.016710608989322	-1.3321162647745635
Fgfr4	4w	TG BAT	S	8	0.430230175258932	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.7384621366783286	WT BAT	-0.4400973470692563	BAT	TG	WT BAT	0.28098533181199226	0.5476190476190477	1.016710608989322	-1.3321162647745635
Fgfr4	4w	TG BAT	S	10	0.550299549522651	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.44013779035794875	WT BAT	-0.4400973470692563	BAT	TG	WT BAT	0.28098533181199226	0.5476190476190477	1.016710608989322	-1.3321162647745635
Fgfr4	4w	TG BAT	S	12	0.644531972189393	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.20600792946188862	WT BAT	-0.4400973470692563	BAT	TG	WT BAT	0.28098533181199226	0.5476190476190477	1.016710608989322	-1.3321162647745635
Fgfr4	4w	TG ScW	T	6	1.2479675446088	Q03142	P22455	0.7274458995605415	0.4024793006158901	1.2932879883555137	WT ScW	-0.38899509659910836	ScW	TG	WT ScW	0.18296737233011434	0.2	-1.9840457280795643	-1.9239873861510344
Fgfr4	4w	TG ScW	T	8	0.619235300450913	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.26886003564416916	WT ScW	-0.38899509659910836	ScW	TG	WT ScW	0.18296737233011434	0.2	-1.9840457280795643	-1.9239873861510344
Fgfr4	4w	TG ScW	T	10	0.150671144034005	Q03142	P22455	0.7274458995605415	0.4024793006158901	-1.4330544568228292	WT ScW	-0.38899509659910836	ScW	TG	WT ScW	0.18296737233011434	0.2	-1.9840457280795643	-1.9239873861510344
Fgfr4	4w	TG ScW	T	12	0.265659711459569	Q03142	P22455	0.7274458995605415	0.4024793006158901	-1.1473538822849487	WT ScW	-0.38899509659910836	ScW	TG	WT ScW	0.18296737233011434	0.2	-1.9840457280795643	-1.9239873861510344
Pdgfa	4w	WT BAT	P	87	0.597618577744356	P20033	P04085	0.554352685252513	0.2761580152288775	0.15667078305145177	WT BAT	-0.15743697752825647	BAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT BAT	P	89	0.501206173224322	P20033	P04085	0.554352685252513	0.2761580152288775	-0.19244964512126722	WT BAT	-0.15743697752825647	BAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT BAT	P	91	0.452510508857749	P20033	P04085	0.554352685252513	0.2761580152288775	-0.3687822579053447	WT BAT	-0.15743697752825647	BAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT BAT	P	93	0.581003570422355	P20033	P04085	0.554352685252513	0.2761580152288775	0.09650592668025186	WT BAT	-0.15743697752825647	BAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT BAT	P	95	0.511155348788261	P20033	P04085	0.554352685252513	0.2761580152288775	-0.15642253377455098	WT BAT	-0.15743697752825647	BAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT BAT	P	97	0.421757033051015	P20033	P04085	0.554352685252513	0.2761580152288775	-0.4801441381000796	WT BAT	-0.15743697752825647	BAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT ScW	R	87	0.261744322041987	P20033	P04085	0.554352685252513	0.2761580152288775	-1.059568605923006	WT ScW	-1.0668576103300833	ScW	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT ScW	R	91	0.244947724770305	P20033	P04085	0.554352685252513	0.2761580152288775	-1.120391020430009	WT ScW	-1.0668576103300833	ScW	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT ScW	R	93	0.225896363371962	P20033	P04085	0.554352685252513	0.2761580152288775	-1.1893781956983183	WT ScW	-1.0668576103300833	ScW	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT ScW	R	95	0.266773084836372	P20033	P04085	0.554352685252513	0.2761580152288775	-1.0413588762860906	WT ScW	-1.0668576103300833	ScW	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT ScW	R	97	0.299295530239044	P20033	P04085	0.554352685252513	0.2761580152288775	-0.9235913533129928	WT ScW	-1.0668576103300833	ScW	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT gWAT	S	89	0.728122577826548	P20033	P04085	0.554352685252513	0.2761580152288775	0.6292408077673063	WT gWAT	0.5614398739997959	gWAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT gWAT	S	93	0.77570394636496	P20033	P04085	0.554352685252513	0.2761580152288775	0.801538426936451	WT gWAT	0.5614398739997959	gWAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT gWAT	S	95	0.70431536367568	P20033	P04085	0.554352685252513	0.2761580152288775	0.5430321415761884	WT gWAT	0.5614398739997959	gWAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	WT gWAT	S	97	0.629453338239403	P20033	P04085	0.554352685252513	0.2761580152288775	0.27194811971923805	WT gWAT	0.5614398739997959	gWAT	WT	NA	NA	NA	NA	NA
Pdgfa	4w	TG BAT	U	87	0.5046643516202	P20033	P04085	0.554352685252513	0.2761580152288775	-0.17992718259917886	WT BAT	-0.3728356322762869	BAT	TG	WT BAT	0.133115550169402	0.2571428571428571	-1.1327151000522486	-1.1317794260842513
Pdgfa	4w	TG BAT	U	89	0.426837373668745	P20033	P04085	0.554352685252513	0.2761580152288775	-0.46174763922055406	WT BAT	-0.3728356322762869	BAT	TG	WT BAT	0.133115550169402	0.2571428571428571	-1.1327151000522486	-1.1317794260842513
Pdgfa	4w	TG BAT	U	91	0.466910332145264	P20033	P04085	0.554352685252513	0.2761580152288775	-0.316638838220131	WT BAT	-0.3728356322762869	BAT	TG	WT BAT	0.133115550169402	0.2571428571428571	-1.1327151000522486	-1.1317794260842513
Pdgfa	4w	TG BAT	U	95	0.407152490711751	P20033	P04085	0.554352685252513	0.2761580152288775	-0.5330288690652838	WT BAT	-0.3728356322762869	BAT	TG	WT BAT	0.133115550169402	0.2571428571428571	-1.1327151000522486	-1.1317794260842513
Pdgfa	4w	TG ScW	V	87	0.389566207886079	P20033	P04085	0.554352685252513	0.2761580152288775	-0.5967108259735295	WT ScW	-0.7440968602518497	ScW	TG	WT ScW	0.012008472269742968	0.015873015873015872	1.329071103439219	1.3431736262989316
Pdgfa	4w	TG ScW	V	89	0.310137655032624	P20033	P04085	0.554352685252513	0.2761580152288775	-0.8843307698944952	WT ScW	-0.7440968602518497	ScW	TG	WT ScW	0.012008472269742968	0.015873015873015872	1.329071103439219	1.3431736262989316
Pdgfa	4w	TG ScW	V	91	0.319268050262969	P20033	P04085	0.554352685252513	0.2761580152288775	-0.8512685564991036	WT ScW	-0.7440968602518497	ScW	TG	WT ScW	0.012008472269742968	0.015873015873015872	1.329071103439219	1.3431736262989316
Pdgfa	4w	TG ScW	V	93	0.376485579567619	P20033	P04085	0.554352685252513	0.2761580152288775	-0.6440772886402707	WT ScW	-0.7440968602518497	ScW	TG	WT ScW	0.012008472269742968	0.015873015873015872	1.329071103439219	1.3431736262989316
Pdgfa	4w	TG gWAT	W	87	0.841818774112502	P20033	P04085	0.554352685252513	0.2761580152288775	1.0409478378592034	WT gWAT	1.7001760781866644	gWAT	TG	WT gWAT	0.02040011323634576	0.015873015873015872	1.5643249696934773	1.4432924430155476
Pdgfa	4w	TG gWAT	W	89	1.12039921971413	P20033	P04085	0.554352685252513	0.2761580152288775	2.0497197374209186	WT gWAT	1.7001760781866644	gWAT	TG	WT gWAT	0.02040011323634576	0.015873015873015872	1.5643249696934773	1.4432924430155476
Pdgfa	4w	TG gWAT	W	91	0.789318867704264	P20033	P04085	0.554352685252513	0.2761580152288775	0.8508396262082522	WT gWAT	1.7001760781866644	gWAT	TG	WT gWAT	0.02040011323634576	0.015873015873015872	1.5643249696934773	1.4432924430155476
Pdgfa	4w	TG gWAT	W	93	1.12517434104301	P20033	P04085	0.554352685252513	0.2761580152288775	2.0670110020793877	WT gWAT	1.7001760781866644	gWAT	TG	WT gWAT	0.02040011323634576	0.015873015873015872	1.5643249696934773	1.4432924430155476
Pdgfa	4w	TG gWAT	W	95	1.24263848014689	P20033	P04085	0.554352685252513	0.2761580152288775	2.4923621873655604	WT gWAT	1.7001760781866644	gWAT	TG	WT gWAT	0.02040011323634576	0.015873015873015872	1.5643249696934773	1.4432924430155476
Cxcl10	4w	WT BAT	P	87	0.46643847188843	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.9285364991587957	WT BAT	-1.1171316076226814	BAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT BAT	P	89	0.291450382233259	P17515	P02778	0.9196462815673618	0.4880883089566364	-1.2870537724555784	WT BAT	-1.1171316076226814	BAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT BAT	P	91	0.440885734168192	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.9808891928237206	WT BAT	-1.1171316076226814	BAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT BAT	P	95	0.236244653268731	P17515	P02778	0.9196462815673618	0.4880883089566364	-1.4001597984584113	WT BAT	-1.1171316076226814	BAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT BAT	P	97	0.436917780045381	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.9890187752169008	WT BAT	-1.1171316076226814	BAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT ScW	R	87	0.682315510691945	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.4862455554052253	WT ScW	0.06262779600444092	ScW	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT ScW	R	91	0.918339663623802	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.0026770113513943654	WT ScW	0.06262779600444092	ScW	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT ScW	R	93	1.40225079066914	P17515	P02778	0.9196462815673618	0.4880883089566364	0.9887647383593744	WT ScW	0.06262779600444092	ScW	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT ScW	R	95	0.721154672492406	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.4066715088899837	WT ScW	0.06262779600444092	ScW	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT ScW	R	97	1.02701024558696	P17515	P02778	0.9196462815673618	0.4880883089566364	0.2199683173094336	WT ScW	0.06262779600444092	ScW	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT gWAT	S	89	0.917412569503674	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.0045764506600511155	WT gWAT	0.6845429356761369	gWAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT gWAT	S	91	1.32607346473332	P17515	P02778	0.9196462815673618	0.4880883089566364	0.8326919037146345	WT gWAT	0.6845429356761369	gWAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT gWAT	S	95	0.991149050880242	P17515	P02778	0.9196462815673618	0.4880883089566364	0.14649555828478716	WT gWAT	0.6845429356761369	gWAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	WT gWAT	S	97	1.78041965668172	P17515	P02778	0.9196462815673618	0.4880883089566364	1.763560731365177	WT gWAT	0.6845429356761369	gWAT	WT	NA	NA	NA	NA	NA
Cxcl10	4w	TG BAT	U	87	0.330763161187133	P17515	P02778	0.9196462815673618	0.4880883089566364	-1.2065093745823512	WT BAT	-1.0038589210579523	BAT	TG	WT BAT	0.5819007796742461	0.7857142857142857	-1.1697087119041283	1.1476734350522655
Cxcl10	4w	TG BAT	U	89	0.373526994882459	P17515	P02778	0.9196462815673618	0.4880883089566364	-1.1188944227168984	WT BAT	-1.0038589210579523	BAT	TG	WT BAT	0.5819007796742461	0.7857142857142857	-1.1697087119041283	1.1476734350522655
Cxcl10	4w	TG BAT	U	93	0.584733279001865	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.6861729658746073	WT BAT	-1.0038589210579523	BAT	TG	WT BAT	0.5819007796742461	0.7857142857142857	-1.1697087119041283	1.1476734350522655
Cxcl10	4w	TG ScW	V	87	0.931006302246561	P17515	P02778	0.9196462815673618	0.4880883089566364	0.02327451912028574	WT ScW	0.2552415445481682	ScW	TG	WT ScW	0.6575937067434738	0.7301587301587302	-1.0100155848961982	1.0989382405802715
Cxcl10	4w	TG ScW	V	89	1.50758849834296	P17515	P02778	0.9196462815673618	0.4880883089566364	1.2045816422696431	WT ScW	0.2552415445481682	ScW	TG	WT ScW	0.6575937067434738	0.7301587301587302	-1.0100155848961982	1.0989382405802715
Cxcl10	4w	TG ScW	V	93	0.887460021158106	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.06594351845480369	WT ScW	0.2552415445481682	ScW	TG	WT ScW	0.6575937067434738	0.7301587301587302	-1.0100155848961982	1.0989382405802715
Cxcl10	4w	TG ScW	V	95	0.850851959937802	P17515	P02778	0.9196462815673618	0.4880883089566364	-0.14094646474245243	WT ScW	0.2552415445481682	ScW	TG	WT ScW	0.6575937067434738	0.7301587301587302	-1.0100155848961982	1.0989382405802715
Cxcl10	4w	TG gWAT	W	87	2.02984177415827	P17515	P02778	0.9196462815673618	0.4880883089566364	2.27457915344074	WT gWAT	1.1312394750919603	gWAT	TG	WT gWAT	0.4939244571996949	0.6857142857142857	1.2474494752001244	1.1738982880669748
Cxcl10	4w	TG gWAT	W	89	1.30271203230609	P17515	P02778	0.9196462815673618	0.4880883089566364	0.7848287773120193	WT gWAT	1.1312394750919603	gWAT	TG	WT gWAT	0.4939244571996949	0.6857142857142857	1.2474494752001244	1.1738982880669748
Cxcl10	4w	TG gWAT	W	91	0.966704390777639	P17515	P02778	0.9196462815673618	0.4880883089566364	0.09641310465081845	WT gWAT	1.1312394750919603	gWAT	TG	WT gWAT	0.4939244571996949	0.6857142857142857	1.2474494752001244	1.1738982880669748
Cxcl10	4w	TG gWAT	W	95	1.58790597871796	P17515	P02778	0.9196462815673618	0.4880883089566364	1.3691368649642637	WT gWAT	1.1312394750919603	gWAT	TG	WT gWAT	0.4939244571996949	0.6857142857142857	1.2474494752001244	1.1738982880669748
Vegfd	4w	WT BAT	P	87	0.191271557957262	P97946	O43915	0.32748153469174823	0.18918142830789073	-0.7199965554378095	WT BAT	-0.594770163954652	BAT	WT	NA	NA	NA	NA	NA
Vegfd	4w	WT BAT	P	89	0.257960273054488	P97946	O43915	0.32748153469174823	0.18918142830789073	-0.3674846006771613	WT BAT	-0.594770163954652	BAT	WT	NA	NA	NA	NA	NA
Vegfd	4w	WT BAT	P	91	0.168991520530676	P97946	O43915	0.32748153469174823	0.18918142830789073	-0.837767298717776	WT BAT	-0.594770163954652	BAT	WT	NA	NA	NA	NA	NA
