gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human	expmean	expsd	zscore	other.x	zmean	tiss	gen	other.y	pval_t	pval_w	fc_med	fc_mean
Betaact	4w	WT ScW	R	89	75.4358172467615	P60710	P60709	59.74995213479402	40.847730176991405	0.3840082433956874	WT ScW	0.21367390093459032	ScW	WT	NA	NA	NA	NA	NA
Betaact	4w	WT ScW	R	91	60.678574412884	P60710	P60709	59.74995213479402	40.847730176991405	0.022733754704760724	WT ScW	0.21367390093459032	ScW	WT	NA	NA	NA	NA	NA
Betaact	4w	WT ScW	R	93	80.9261334134605	P60710	P60709	59.74995213479402	40.847730176991405	0.518417576372323	WT ScW	0.21367390093459032	ScW	WT	NA	NA	NA	NA	NA
Betaact	4w	WT ScW	R	95	58.3271029775107	P60710	P60709	59.74995213479402	40.847730176991405	-0.03483300421145021	WT ScW	0.21367390093459032	ScW	WT	NA	NA	NA	NA	NA
Betaact	4w	WT ScW	R	97	72.6107446052377	P60710	P60709	59.74995213479402	40.847730176991405	0.3148471754665053	WT ScW	0.21367390093459032	ScW	WT	NA	NA	NA	NA	NA
Betaact	4w	TG BAT	S	4	61.448467440179	P60710	P60709	59.74995213479402	40.847730176991405	0.041581632517287706	WT BAT	-0.23699815067105673	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	S	6	46.0782249277847	P60710	P60709	59.74995213479402	40.847730176991405	-0.3346998021131243	WT BAT	-0.23699815067105673	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	S	8	66.0681555730635	P60710	P60709	59.74995213479402	40.847730176991405	0.1546769774206055	WT BAT	-0.23699815067105673	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	S	10	50.6078767439366	P60710	P60709	59.74995213479402	40.847730176991405	-0.22380865108649156	WT BAT	-0.23699815067105673	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	S	12	26.1428534337199	P60710	P60709	59.74995213479402	40.847730176991405	-0.822740910093561	WT BAT	-0.23699815067105673	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	WT gWAT	S	87	0.0219119627470465	P60710	P60709	59.74995213479402	40.847730176991405	-1.4622119739150259	WT gWAT	1.0025050023990292	gWAT	WT	NA	NA	NA	NA	NA
Betaact	4w	WT gWAT	S	89	118.688845250429	P60710	P60709	59.74995213479402	40.847730176991405	1.4428927350493006	WT gWAT	1.0025050023990292	gWAT	WT	NA	NA	NA	NA	NA
Betaact	4w	WT gWAT	S	91	141.307338653937	P60710	P60709	59.74995213479402	40.847730176991405	1.9966197917426114	WT gWAT	1.0025050023990292	gWAT	WT	NA	NA	NA	NA	NA
Betaact	4w	WT gWAT	S	93	138.450802560432	P60710	P60709	59.74995213479402	40.847730176991405	1.926688461871215	WT gWAT	1.0025050023990292	gWAT	WT	NA	NA	NA	NA	NA
Betaact	4w	WT gWAT	S	95	111.013931449052	P60710	P60709	59.74995213479402	40.847730176991405	1.2550019081141943	WT gWAT	1.0025050023990292	gWAT	WT	NA	NA	NA	NA	NA
Betaact	4w	WT gWAT	S	97	94.7172059666451	P60710	P60709	59.74995213479402	40.847730176991405	0.8560390915318798	WT gWAT	1.0025050023990292	gWAT	WT	NA	NA	NA	NA	NA
Betaact	4w	TG ScW	T	4	51.7809218194184	P60710	P60709	59.74995213479402	40.847730176991405	-0.19509114168268749	WT ScW	0.3591751338298116	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	T	6	110.411528463156	P60710	P60709	59.74995213479402	40.847730176991405	1.2402543815494182	WT ScW	0.3591751338298116	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	T	8	83.1793103781994	P60710	P60709	59.74995213479402	40.847730176991405	0.5735779721880998	WT ScW	0.3591751338298116	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	T	10	62.310940835237	P60710	P60709	59.74995213479402	40.847730176991405	0.06269598553815171	WT ScW	0.3591751338298116	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	T	12	64.4245039427839	P60710	P60709	59.74995213479402	40.847730176991405	0.11443847155607552	WT ScW	0.3591751338298116	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	WT SKM	T	87	0.161658175899176	P60710	P60709	59.74995213479402	40.847730176991405	-1.4587908238891465	WT SKM	-1.4580105821638685	SKM	WT	NA	NA	NA	NA	NA
Betaact	4w	WT SKM	T	89	0.230003814702227	P60710	P60709	59.74995213479402	40.847730176991405	-1.4571176430659547	WT SKM	-1.4580105821638685	SKM	WT	NA	NA	NA	NA	NA
Betaact	4w	WT SKM	T	91	0.168989259731026	P60710	P60709	59.74995213479402	40.847730176991405	-1.4586113504202394	WT SKM	-1.4580105821638685	SKM	WT	NA	NA	NA	NA	NA
Betaact	4w	WT SKM	T	93	0.217291334852314	P60710	P60709	59.74995213479402	40.847730176991405	-1.4574288593757676	WT SKM	-1.4580105821638685	SKM	WT	NA	NA	NA	NA	NA
Betaact	4w	WT SKM	T	95	0.210329158372173	P60710	P60709	59.74995213479402	40.847730176991405	-1.4575993015631297	WT SKM	-1.4580105821638685	SKM	WT	NA	NA	NA	NA	NA
Betaact	4w	WT SKM	T	97	0.17290393264003	P60710	P60709	59.74995213479402	40.847730176991405	-1.4585155146689737	WT SKM	-1.4580105821638685	SKM	WT	NA	NA	NA	NA	NA
Betaact	4w	TG BAT	U	87	50.7829013383143	P60710	P60709	59.74995213479402	40.847730176991405	-0.21952384520818866	WT BAT	-0.13538419561127682	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	U	89	41.0444488978137	P60710	P60709	59.74995213479402	40.847730176991405	-0.4579325009230673	WT BAT	-0.13538419561127682	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	U	91	72.0182410682855	P60710	P60709	59.74995213479402	40.847730176991405	0.30034199893931757	WT BAT	-0.13538419561127682	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	U	93	60.0325237809024	P60710	P60709	59.74995213479402	40.847730176991405	0.0069176829381708506	WT BAT	-0.13538419561127682	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG BAT	U	95	47.2209601258619	P60710	P60709	59.74995213479402	40.847730176991405	-0.30672431380261655	WT BAT	-0.13538419561127682	BAT	TG	WT BAT	0.5166489855885074	0.34627910788901506	1.1191739073465519	1.070159775202856
Betaact	4w	TG ScW	V	87	69.9312815142411	P60710	P60709	59.74995213479402	40.847730176991405	0.2492507988897262	WT ScW	0.07852389032383897	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	V	89	60.7036739457062	P60710	P60709	59.74995213479402	40.847730176991405	0.023348220495477807	WT ScW	0.07852389032383897	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	V	91	62.3485751206037	P60710	P60709	59.74995213479402	40.847730176991405	0.06361731666728991	WT ScW	0.07852389032383897	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	V	93	65.8011602298274	P60710	P60709	59.74995213479402	40.847730176991405	0.1481406205146226	WT ScW	0.07852389032383897	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG ScW	V	95	56.0026832855709	P60710	P60709	59.74995213479402	40.847730176991405	-0.09173750494792167	WT ScW	0.07852389032383897	ScW	TG	WT ScW	0.979190165664206	0.9742362900257637	-1.0392368024553729	1.0030872955615902
Betaact	4w	TG gWAT	W	87	133.936115903692	P60710	P60709	59.74995213479402	40.847730176991405	1.8161636753732122	WT gWAT	1.783592926300738	gWAT	TG	WT gWAT	0.2934845231835252	0.32900432900432897	1.1661688885800452	1.3168387970932318
Betaact	4w	TG gWAT	W	89	144.912258192966	P60710	P60709	59.74995213479402	40.847730176991405	2.084872419817881	WT gWAT	1.783592926300738	gWAT	TG	WT gWAT	0.2934845231835252	0.32900432900432897	1.1661688885800452	1.3168387970932318
Betaact	4w	TG gWAT	W	91	70.0166131391154	P60710	P60709	59.74995213479402	40.847730176991405	0.25133981643132675	WT gWAT	1.783592926300738	gWAT	TG	WT gWAT	0.2934845231835252	0.32900432900432897	1.1661688885800452	1.3168387970932318
Betaact	4w	TG gWAT	W	93	125.681257309996	P60710	P60709	59.74995213479402	40.847730176991405	1.6140751246036082	WT gWAT	1.783592926300738	gWAT	TG	WT gWAT	0.2934845231835252	0.32900432900432897	1.1661688885800452	1.3168387970932318
Betaact	4w	TG gWAT	W	95	188.482129123816	P60710	P60709	59.74995213479402	40.847730176991405	3.151513595277661	WT gWAT	1.783592926300738	gWAT	TG	WT gWAT	0.2934845231835252	0.32900432900432897	1.1661688885800452	1.3168387970932318
Betaact	4w	TG SKM	X	87	0.150356419058361	P60710	P60709	59.74995213479402	40.847730176991405	-1.4590675040569758	WT SKM	-1.4592531836494622	SKM	TG	WT SKM	0.10115765512561714	0.06666666666666667	-1.4379003113364701	-1.355514463167308
Betaact	4w	TG SKM	X	89	0.201647482614372	P60710	P60709	59.74995213479402	40.847730176991405	-1.4578118390950852	WT SKM	-1.4592531836494622	SKM	TG	WT SKM	0.10115765512561714	0.06666666666666667	-1.4379003113364701	-1.355514463167308
Betaact	4w	TG SKM	X	91	0.116166293254013	P60710	P60709	59.74995213479402	40.847730176991405	-1.4599045181494654	WT SKM	-1.4592531836494622	SKM	TG	WT SKM	0.10115765512561714	0.06666666666666667	-1.4379003113364701	-1.355514463167308
Betaact	4w	TG SKM	X	93	0.102917121733691	P60710	P60709	59.74995213479402	40.847730176991405	-1.460228873296322	WT SKM	-1.4592531836494622	SKM	TG	WT SKM	0.10115765512561714	0.06666666666666667	-1.4379003113364701	-1.355514463167308
B2m	4w	WT BAT	P	4	34.1160027208327	P01887	P61769	66.07189542956226	62.080195530002065	-0.5147518050790602	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	6	43.1254874494465	P01887	P61769	66.07189542956226	62.080195530002065	-0.36962525301690197	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	8	32.9909924971993	P01887	P61769	66.07189542956226	62.080195530002065	-0.5328736910368727	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	10	34.2784044754147	P01887	P61769	66.07189542956226	62.080195530002065	-0.5121358056738469	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	12	32.5334368843546	P01887	P61769	66.07189542956226	62.080195530002065	-0.5402440868440761	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	14	29.3246179715771	P01887	P61769	66.07189542956226	62.080195530002065	-0.5919323730258866	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	87	22.5582334689786	P01887	P61769	66.07189542956226	62.080195530002065	-0.7009266254574603	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	89	30.7260649776653	P01887	P61769	66.07189542956226	62.080195530002065	-0.5693575890046135	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	91	17.6188850657531	P01887	P61769	66.07189542956226	62.080195530002065	-0.7804906210450453	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	93	28.6134569343576	P01887	P61769	66.07189542956226	62.080195530002065	-0.6033878948899537	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	95	15.3771018680923	P01887	P61769	66.07189542956226	62.080195530002065	-0.8166017057238524	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT BAT	P	97	29.3629632897488	P01887	P61769	66.07189542956226	62.080195530002065	-0.5913146990987294	WT BAT	-0.5936368458246916	BAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	4	94.7284483017468	P01887	P61769	66.07189542956226	62.080195530002065	0.46160539005286183	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	6	153.732859297812	P01887	P61769	66.07189542956226	62.080195530002065	1.4120600478116252	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	8	114.487849382796	P01887	P61769	66.07189542956226	62.080195530002065	0.7798937090949611	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	10	82.7592131594272	P01887	P61769	66.07189542956226	62.080195530002065	0.26880259618061786	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	12	46.847917786323	P01887	P61769	66.07189542956226	62.080195530002065	-0.30966361299472245	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	14	86.5341248824685	P01887	P61769	66.07189542956226	62.080195530002065	0.3296096166935762	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	87	109.585638067517	P01887	P61769	66.07189542956226	62.080195530002065	0.7009279250244218	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	89	68.0937308562641	P01887	P61769	66.07189542956226	62.080195530002065	0.03256812272320776	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	91	68.9581176466169	P01887	P61769	66.07189542956226	62.080195530002065	0.04649183515634686	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	93	60.9157969945172	P01887	P61769	66.07189542956226	62.080195530002065	-0.08305544773217127	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	95	39.0735913432653	P01887	P61769	66.07189542956226	62.080195530002065	-0.43489399245286275	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	WT ScW	R	97	68.9836511608038	P01887	P61769	66.07189542956226	62.080195530002065	0.04690313402499434	WT ScW	0.2709374436319047	ScW	WT	NA	NA	NA	NA	NA
B2m	4w	TG BAT	S	4	57.2775327930127	P01887	P61769	66.07189542956226	62.080195530002065	-0.14166132309134602	WT BAT	-0.5486243266268482	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	S	6	27.0101056263225	P01887	P61769	66.07189542956226	62.080195530002065	-0.6292149931190538	WT BAT	-0.5486243266268482	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	S	8	48.1253943057795	P01887	P61769	66.07189542956226	62.080195530002065	-0.2890857699555664	WT BAT	-0.5486243266268482	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	S	10	20.8878985499829	P01887	P61769	66.07189542956226	62.080195530002065	-0.7278327088667573	WT BAT	-0.5486243266268482	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	S	12	6.76501852516143	P01887	P61769	66.07189542956226	62.080195530002065	-0.9553268381015174	WT BAT	-0.5486243266268482	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	WT gWAT	S	87	9.55309780348954e-4	P01887	P61769	66.07189542956226	62.080195530002065	-1.0642836987820246	WT gWAT	1.3960095947291324	gWAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT gWAT	S	89	181.346106351324	P01887	P61769	66.07189542956226	62.080195530002065	1.8568596625320248	WT gWAT	1.3960095947291324	gWAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT gWAT	S	91	245.964857034575	P01887	P61769	66.07189542956226	62.080195530002065	2.8977512082428	WT gWAT	1.3960095947291324	gWAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT gWAT	S	93	297.204294204954	P01887	P61769	66.07189542956226	62.080195530002065	3.7231261403435862	WT gWAT	1.3960095947291324	gWAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT gWAT	S	95	92.1604230642385	P01887	P61769	66.07189542956226	62.080195530002065	0.4202391344284378	WT gWAT	1.3960095947291324	gWAT	WT	NA	NA	NA	NA	NA
B2m	4w	WT gWAT	S	97	99.7420282277626	P01887	P61769	66.07189542956226	62.080195530002065	0.5423651216099709	WT gWAT	1.3960095947291324	gWAT	WT	NA	NA	NA	NA	NA
B2m	4w	TG ScW	T	4	119.071389505693	P01887	P61769	66.07189542956226	62.080195530002065	0.8537262749199492	WT ScW	0.6372936253042275	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	T	6	156.484505488625	P01887	P61769	66.07189542956226	62.080195530002065	1.45638410586784	WT ScW	0.6372936253042275	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	T	8	128.303738078524	P01887	P61769	66.07189542956226	62.080195530002065	1.0024427616193055	WT ScW	0.6372936253042275	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	T	10	73.2146166473382	P01887	P61769	66.07189542956226	62.080195530002065	0.11505635826040551	WT ScW	0.6372936253042275	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	T	12	51.1017917721827	P01887	P61769	66.07189542956226	62.080195530002065	-0.24114137414636236	WT ScW	0.6372936253042275	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	WT SKM	T	87	18.3433965721897	P01887	P61769	66.07189542956226	62.080195530002065	-0.7688200471969578	WT SKM	-0.7728721476427476	SKM	WT	NA	NA	NA	NA	NA
B2m	4w	WT SKM	T	89	21.6089022906421	P01887	P61769	66.07189542956226	62.080195530002065	-0.7162186387997461	WT SKM	-0.7728721476427476	SKM	WT	NA	NA	NA	NA	NA
B2m	4w	WT SKM	T	91	11.179777933306699	P01887	P61769	66.07189542956226	62.080195530002065	-0.8842130252268189	WT SKM	-0.7728721476427476	SKM	WT	NA	NA	NA	NA	NA
B2m	4w	WT SKM	T	93	21.019168588286	P01887	P61769	66.07189542956226	62.080195530002065	-0.7257181852705863	WT SKM	-0.7728721476427476	SKM	WT	NA	NA	NA	NA	NA
B2m	4w	WT SKM	T	95	17.8713197899915	P01887	P61769	66.07189542956226	62.080195530002065	-0.776424352856241	WT SKM	-0.7728721476427476	SKM	WT	NA	NA	NA	NA	NA
B2m	4w	WT SKM	T	97	18.5284831308312	P01887	P61769	66.07189542956226	62.080195530002065	-0.7658386365061353	WT SKM	-0.7728721476427476	SKM	WT	NA	NA	NA	NA	NA
B2m	4w	TG BAT	U	87	17.0685437695818	P01887	P61769	66.07189542956226	62.080195530002065	-0.7893556268890641	WT BAT	-0.7670707557389193	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	U	89	15.2182882954036	P01887	P61769	66.07189542956226	62.080195530002065	-0.8191599059893775	WT BAT	-0.7670707557389193	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	U	91	33.1310665051365	P01887	P61769	66.07189542956226	62.080195530002065	-0.5306173513662041	WT BAT	-0.7670707557389193	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	U	93	15.5369855251526	P01887	P61769	66.07189542956226	62.080195530002065	-0.8140262683287972	WT BAT	-0.7670707557389193	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG BAT	U	95	11.305080544444	P01887	P61769	66.07189542956226	62.080195530002065	-0.8821946261211533	WT BAT	-0.7670707557389193	BAT	TG	WT BAT	0.49340716252103245	0.20296731132644447	-1.5831048590252392	-1.1579787209649524
B2m	4w	TG ScW	V	87	78.4137780600981	P01887	P61769	66.07189542956226	62.080195530002065	0.1988054729075597	WT ScW	-0.10042433758080907	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	V	89	75.4821419505253	P01887	P61769	66.07189542956226	62.080195530002065	0.1515821018381823	WT ScW	-0.10042433758080907	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	V	91	58.5115557190617	P01887	P61769	66.07189542956226	62.080195530002065	-0.12178343908157972	WT ScW	-0.10042433758080907	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	V	93	55.3764369930467	P01887	P61769	66.07189542956226	62.080195530002065	-0.17228454815910924	WT ScW	-0.10042433758080907	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG ScW	V	95	31.4037518601417	P01887	P61769	66.07189542956226	62.080195530002065	-0.5584412754090984	WT ScW	-0.10042433758080907	ScW	TG	WT ScW	0.9921124692033276	0.9228696999594833	-1.0204853538913072	-1.001877944342558
B2m	4w	TG gWAT	W	87	228.004713710099	P01887	P61769	66.07189542956226	62.080195530002065	2.608445687035215	WT gWAT	1.4281761598061022	gWAT	TG	WT gWAT	0.969609195524469	0.9307359307359306	1.0039553654264641	1.0130741989062353
B2m	4w	TG gWAT	W	89	124.040861690504	P01887	P61769	66.07189542956226	62.080195530002065	0.9337755103062868	WT gWAT	1.4281761598061022	gWAT	TG	WT gWAT	0.969609195524469	0.9307359307359306	1.0039553654264641	1.0130741989062353
B2m	4w	TG gWAT	W	91	93.6187791074518	P01887	P61769	66.07189542956226	62.080195530002065	0.44373062041302214	WT gWAT	1.4281761598061022	gWAT	TG	WT gWAT	0.969609195524469	0.9307359307359306	1.0039553654264641	1.0130741989062353
B2m	4w	TG gWAT	W	93	186.902428465813	P01887	P61769	66.07189542956226	62.080195530002065	1.9463619920117012	WT gWAT	1.4281761598061022	gWAT	TG	WT gWAT	0.969609195524469	0.9307359307359306	1.0039553654264641	1.0130741989062353
B2m	4w	TG gWAT	W	95	141.099970434195	P01887	P61769	66.07189542956226	62.080195530002065	1.2085669892642854	WT gWAT	1.4281761598061022	gWAT	TG	WT gWAT	0.969609195524469	0.9307359307359306	1.0039553654264641	1.0130741989062353
B2m	4w	TG SKM	X	87	16.1936892445719	P01887	P61769	66.07189542956226	62.080195530002065	-0.8034479556509332	WT SKM	-0.7782959205059095	SKM	TG	WT SKM	0.9458111239532832	0.47619047619047616	-1.196689806818079	-1.018964030810408
