phos	tf	splen
P60484	P08047	1.0
P60484	Q9Y618	3.0
P60484	O75444	3.0
P60484	Q03164	4.0
P60484	O60675	3.0
P60484	P35638	3.0
P60484	Q02078	3.0
P60484	P36956	2.0
P60484	Q02447	4.0
P60484	Q16236	2.0
P60484	P25208	3.0
P60484	Q99801	3.0
P60484	P04198	3.0
P60484	Q9UM63	3.0
P60484	Q02962	3.0
P60484	P51692	2.0
P60484	Q16665	2.0
P60484	P26358	2.0
P60484	P03372	2.0
P60484	Q15596	3.0
P60484	Q01543	3.0
P60484	P61244	3.0
P60484	Q15672	2.0
P60484	P48436	2.0
P60484	Q99583	4.0
P60484	Q9Y5W3	inf
P60484	Q06330	3.0
P60484	Q99717	3.0
P60484	Q13950	2.0
P60484	P05412	2.0
P60484	O15525	3.0
P60484	O14770	inf
P60484	P08151	3.0
P60484	Q15233	3.0
P60484	P23511	3.0
P60484	P21675	3.0
P60484	P19793	3.0
P60484	Q13568	3.0
P60484	P10914	3.0
P60484	P25490	3.0
P60484	Q99612	inf
P60484	P10244	2.0
P60484	P06401	3.0
P60484	P49715	3.0
P60484	P25963	2.0
P60484	Q01201	2.0
P60484	O00327	3.0
P60484	P15172	2.0
P60484	P98177	2.0
P60484	P01100	3.0
P60484	Q00613	3.0
P60484	O75469	3.0
P60484	P10071	3.0
P60484	P10242	3.0
P60484	Q13562	3.0
P60484	P18846	3.0
P60484	O15350	2.0
P60484	Q15796	2.0
P60484	P18847	2.0
P60484	Q99814	3.0
P60484	P10275	2.0
P60484	P27540	3.0
P60484	P16220	2.0
P60484	Q13127	6.0
P60484	P19838	2.0
P60484	O94776	3.0
P60484	Q08945	3.0
P60484	P17535	3.0
P60484	Q15329	4.0
P60484	Q9UGL1	4.0
P60484	O43474	3.0
P60484	Q9UJU2	2.0
P60484	P15336	3.0
P60484	P42229	1.0
P60484	Q5VTD9	4.0
P60484	P31269	4.0
P60484	Q15797	2.0
P60484	O75626	3.0
P60484	P26367	3.0
P60484	P15407	3.0
P60484	P20823	2.0
P60484	P22736	2.0
P60484	Q06546	4.0
P60484	P15923	2.0
P60484	P52630	3.0
P60484	P23771	3.0
P60484	O75461	2.0
P60484	P10070	3.0
P60484	Q9UL17	2.0
P60484	P20226	3.0
P60484	P04150	2.0
P60484	O75376	2.0
P60484	P17676	3.0
P60484	O94916	3.0
P60484	Q08050	3.0
P60484	P36402	2.0
P60484	Q9UKL0	5.0
P60484	P67809	2.0
P60484	P32243	3.0
P60484	Q02535	3.0
P60484	Q16656	2.0
P60484	Q01196	3.0
P60484	P10276	2.0
P60484	Q15788	3.0
P60484	O75030	3.0
P60484	Q00653	3.0
P60484	Q12778	2.0
P60484	Q16254	3.0
P60484	Q02548	inf
P60484	Q9BQA5	4.0
P60484	P35398	3.0
P60484	P11831	3.0
P60484	P18146	3.0
P60484	O14867	inf
P60484	Q92786	inf
P60484	Q9NQB0	2.0
P60484	P84022	2.0
P60484	Q8TAQ2	2.0
P60484	P18848	3.0
P60484	Q14653	2.0
P60484	Q9UIS9	inf
P60484	P37231	3.0
P60484	O00716	3.0
P60484	Q13761	3.0
P60484	Q14469	3.0
P60484	P17861	3.0
P60484	P49116	3.0
P60484	O43524	2.0
P60484	P40763	2.0
P60484	P42224	2.0
P60484	Q96AV8	inf
P60484	P15976	2.0
P60484	P23246	3.0
P60484	Q01094	1.0
P60484	Q06710	3.0
P60484	P01106	2.0
P60484	Q9Y6Q9	3.0
P60484	P17275	3.0
P60484	Q92985	3.0
P60484	P48431	2.0
P60484	Q9UBC3	4.0
P60484	Q04206	2.0
P60484	P14859	2.0
P60484	O60381	3.0
P60484	Q14526	2.0
P60484	P11473	3.0
P60484	P20749	3.0
P60484	Q92922	2.0
P60484	P17947	3.0
P60484	P22415	3.0
P60484	Q13485	3.0
P60484	Q9H3D4	3.0
P60484	Q14209	3.0
P60484	Q99856	3.0
P60484	Q04864	3.0
P60484	Q12772	4.0
P60484	P55347	inf
P60484	P04637	2.0
P60484	Q00978	3.0
P60484	Q13469	3.0
P60484	O43889	inf
P60484	P10827	3.0
P60484	Q9Y5J3	4.0
P60484	P14316	3.0
P60484	P17542	2.0
P60484	Q15306	5.0
P60484	P78545	3.0
P60484	Q9NPC7	4.0
P60484	P10826	4.0
P60484	Q9Y5Q3	3.0
P60484	O95863	3.0
P60484	O95644	3.0
P60484	Q13133	3.0
P60484	Q96RI1	3.0
P60484	Q03181	3.0
P60484	P17544	3.0
P60484	P15408	4.0
P60484	P15884	2.0
P60484	Q16621	3.0
P60484	P14921	3.0
P60484	P08235	3.0
P60484	Q13887	3.0
P60484	P55055	4.0
P60484	P32519	3.0
P60484	P19419	3.0
P60484	P23769	2.0
P60484	P28324	3.0
P60484	Q05215	4.0
P60484	Q92731	3.0
P60484	P17028	3.0
P60484	Q14934	3.0
P60484	P41235	3.0
P60484	P35869	3.0
P60484	P24468	3.0
P60484	P13631	3.0
P60484	P53567	4.0
P60484	P28702	3.0
P60484	Q14186	2.0
P60484	O00482	3.0
P60484	P49716	inf
P60484	Q02080	3.0
P60484	Q03060	3.0
P60484	Q16650	4.0
P60484	Q9ULX9	inf
P60484	Q05066	3.0
P60484	P22670	3.0
P60484	Q92481	inf
P60484	O00470	inf
P60484	Q02446	inf
P60484	Q06413	2.0
P60484	Q01167	3.0
P60484	P50539	4.0
P60484	O60315	4.0
P60484	P17480	3.0
P60484	O75364	inf
P60484	Q99626	3.0
P60484	Q12837	inf
P60484	O15266	3.0
P60484	P10588	3.0
P60484	P50549	3.0
P60484	P50458	inf
P60484	Q9Y261	2.0
P60484	Q01664	inf
P60484	Q01860	2.0
P60484	P48443	3.0
P60484	P10243	3.0
P60484	Q13351	3.0
P60484	P10589	4.0
P60484	P15036	3.0
P60484	Q15562	3.0
P60484	P35680	5.0
P60484	Q9UH73	inf
P60484	P55317	3.0
P60484	P50553	5.0
P60484	Q15561	3.0
P60484	Q92908	3.0
P60484	P40426	inf
P60484	Q9Y2Y9	inf
P60484	P56693	3.0
P60484	P48382	4.0
P60484	Q70SY1	inf
P60484	P56270	3.0
P60484	Q92570	3.0
P60484	P09629	3.0
P60484	P09086	inf
P60484	P28347	3.0
P60484	P08651	5.0
P60484	P58012	3.0
P60484	Q96BA8	inf
P60484	P37275	4.0
P60484	Q13952	4.0
P60484	Q13422	3.0
P60484	P19544	3.0
P60484	P05549	3.0
P60484	Q01892	3.0
P60484	Q12968	2.0
P60484	O43623	3.0
P60484	Q15853	3.0
P60484	O95625	3.0
P60484	P52945	3.0
P60484	Q9UKY1	2.0
P60484	O14497	3.0
P60484	Q9H9S0	2.0
P60484	P57682	4.0
P60484	Q03014	3.0
P60484	P11308	3.0
P60484	P11474	3.0
P60484	Q12952	4.0
P60484	Q00577	4.0
P60484	P43694	3.0
P60484	P40425	3.0
P60484	P12980	4.0
P60484	P20265	3.0
P60484	Q9BYV9	3.0
Q15139	Q07869	2.0
Q15139	Q13330	2.0
Q15139	O15516	3.0
Q15139	P41182	3.0
Q15139	P49711	4.0
Q15139	P08047	2.0
Q15139	Q9Y618	3.0
Q15139	O75444	3.0
Q15139	Q03164	3.0
Q15139	O60675	3.0
Q15139	P35638	3.0
Q15139	Q02078	2.0
Q15139	P36956	3.0
Q15139	Q02447	3.0
Q15139	Q16236	2.0
Q15139	P25208	3.0
Q15139	Q99801	3.0
Q15139	P04198	3.0
Q15139	Q9UM63	3.0
Q15139	Q02962	2.0
Q15139	P51692	2.0
Q15139	Q16665	2.0
Q15139	P26358	2.0
Q15139	P03372	2.0
Q15139	Q15596	3.0
Q15139	Q01543	3.0
Q15139	P61244	3.0
Q15139	Q15672	2.0
Q15139	P48436	2.0
Q15139	Q99583	4.0
Q15139	Q9Y5W3	inf
Q15139	Q06330	3.0
Q15139	Q99717	3.0
Q15139	Q13950	2.0
Q15139	P05412	1.0
Q15139	O15525	3.0
Q15139	O14770	inf
Q15139	P08151	3.0
Q15139	Q15233	3.0
Q15139	P23511	3.0
Q15139	P21675	2.0
Q15139	P19793	2.0
Q15139	Q13568	3.0
Q15139	P10914	3.0
Q15139	P25490	3.0
Q15139	Q99612	inf
Q15139	P10244	3.0
Q15139	P06401	3.0
Q15139	P49715	3.0
Q15139	P25963	2.0
Q15139	Q01201	3.0
Q15139	O00327	3.0
Q15139	P15172	2.0
Q15139	P98177	2.0
Q15139	P01100	2.0
Q15139	Q00613	2.0
Q15139	O75469	3.0
Q15139	P10071	3.0
Q15139	P10242	2.0
Q15139	Q13562	3.0
Q15139	P18846	3.0
Q15139	O15350	2.0
Q15139	Q15796	2.0
Q15139	P18847	3.0
Q15139	Q99814	1.0
Q15139	P10275	2.0
Q15139	P27540	3.0
Q15139	P16220	1.0
Q15139	Q13127	6.0
Q15139	P19838	2.0
Q15139	O94776	3.0
Q15139	Q08945	3.0
Q15139	P17535	2.0
Q15139	Q15329	4.0
Q15139	Q9UGL1	4.0
Q15139	O43474	3.0
Q15139	Q9UJU2	2.0
Q15139	P15336	2.0
Q15139	P42229	2.0
Q15139	Q5VTD9	3.0
Q15139	P31269	4.0
Q15139	Q15797	3.0
Q15139	O75626	3.0
Q15139	P26367	3.0
Q15139	P15407	2.0
Q15139	P20823	2.0
Q15139	P22736	2.0
Q15139	Q06546	3.0
Q15139	P15923	2.0
Q15139	P52630	3.0
Q15139	P23771	3.0
Q15139	O75461	3.0
Q15139	P10070	3.0
Q15139	Q9UL17	2.0
Q15139	P20226	3.0
Q15139	P04150	2.0
Q15139	O75376	2.0
Q15139	P17676	2.0
Q15139	O94916	2.0
Q15139	Q08050	3.0
Q15139	P36402	2.0
Q15139	Q9UKL0	5.0
Q15139	P67809	2.0
Q15139	P32243	3.0
Q15139	Q02535	3.0
Q15139	Q16656	2.0
Q15139	Q01196	3.0
Q15139	P10276	2.0
Q15139	Q15788	3.0
Q15139	O75030	2.0
Q15139	Q00653	3.0
Q15139	Q12778	2.0
Q15139	Q16254	2.0
Q15139	Q02548	inf
Q15139	Q9BQA5	4.0
Q15139	P35398	3.0
Q15139	P11831	2.0
Q15139	P18146	3.0
Q15139	O14867	inf
Q15139	Q92786	inf
Q15139	Q9NQB0	2.0
Q15139	P84022	2.0
Q15139	Q8TAQ2	2.0
Q15139	P18848	3.0
Q15139	Q14653	2.0
Q15139	Q9UIS9	inf
Q15139	P37231	2.0
Q15139	O00716	3.0
Q15139	Q13761	2.0
Q15139	Q14469	3.0
Q15139	P17861	3.0
Q15139	P49116	3.0
Q15139	O43524	2.0
Q15139	P40763	2.0
Q15139	P42224	2.0
Q15139	Q96AV8	inf
Q15139	P15976	2.0
Q15139	P23246	2.0
Q15139	Q01094	2.0
Q15139	Q06710	3.0
Q15139	P01106	2.0
Q15139	Q9Y6Q9	2.0
Q15139	P17275	2.0
Q15139	Q92985	3.0
Q15139	P48431	2.0
Q15139	Q9UBC3	4.0
Q15139	Q04206	2.0
Q15139	P14859	3.0
Q15139	O60381	3.0
Q15139	Q14526	3.0
Q15139	P11473	3.0
Q15139	P20749	2.0
Q15139	Q92922	2.0
Q15139	P17947	2.0
Q15139	P22415	3.0
Q15139	Q13485	2.0
Q15139	Q9H3D4	2.0
Q15139	Q14209	3.0
Q15139	Q99856	2.0
Q15139	Q04864	2.0
Q15139	Q12772	3.0
Q15139	P55347	inf
Q15139	P04637	2.0
Q15139	Q00978	3.0
Q15139	Q13469	2.0
Q15139	O43889	inf
Q15139	P10827	3.0
Q15139	Q9Y5J3	4.0
Q15139	P14316	3.0
Q15139	P17542	2.0
Q15139	Q15306	4.0
Q15139	P78545	2.0
Q15139	Q9NPC7	4.0
Q15139	P10826	3.0
Q15139	Q9Y5Q3	3.0
Q15139	O95863	1.0
Q15139	O95644	2.0
Q15139	Q13133	3.0
Q15139	Q96RI1	3.0
Q15139	Q03181	2.0
Q15139	P17544	2.0
Q15139	P15408	3.0
Q15139	P15884	2.0
Q15139	Q16621	2.0
Q15139	P14921	2.0
Q15139	P08235	3.0
Q15139	Q13887	3.0
Q15139	P55055	3.0
Q15139	P32519	3.0
Q15139	P19419	2.0
Q15139	P23769	2.0
Q15139	P28324	2.0
Q15139	Q05215	3.0
Q15139	Q92731	3.0
Q15139	P17028	3.0
Q15139	Q14934	2.0
Q15139	P41235	2.0
Q15139	P35869	3.0
Q15139	P24468	3.0
Q15139	P13631	2.0
Q15139	P53567	3.0
Q15139	P28702	3.0
Q15139	Q14186	3.0
Q15139	O00482	3.0
Q15139	P49716	inf
Q15139	Q02080	3.0
Q15139	Q03060	3.0
Q15139	Q16650	4.0
Q15139	Q9ULX9	inf
Q15139	Q05066	4.0
Q15139	P22670	2.0
Q15139	Q92481	inf
Q15139	O00470	inf
Q15139	Q02446	inf
Q15139	Q06413	2.0
Q15139	Q01167	3.0
Q15139	P50539	4.0
Q15139	O60315	3.0
Q15139	P17480	3.0
Q15139	O75364	inf
Q15139	Q99626	3.0
Q15139	Q12837	inf
Q15139	O15266	3.0
Q15139	P10588	3.0
Q15139	P50549	3.0
Q15139	P50458	inf
Q15139	Q9Y261	2.0
Q15139	Q01664	inf
Q15139	Q01860	2.0
Q15139	P48443	3.0
Q15139	P10243	3.0
Q15139	Q13351	3.0
Q15139	P10589	4.0
Q15139	P15036	2.0
Q15139	Q15562	3.0
Q15139	P35680	4.0
Q15139	Q9UH73	inf
Q15139	P55317	3.0
Q15139	P50553	4.0
Q15139	Q15561	3.0
Q15139	Q92908	3.0
Q15139	P40426	inf
Q15139	Q9Y2Y9	inf
Q15139	P56693	2.0
Q15139	P48382	4.0
Q15139	Q70SY1	inf
Q15139	P56270	3.0
Q15139	Q92570	3.0
Q15139	P09629	3.0
Q15139	P09086	inf
Q15139	P28347	3.0
Q15139	P08651	5.0
Q15139	P58012	3.0
Q15139	Q96BA8	inf
Q15139	P37275	4.0
Q15139	Q13952	4.0
Q15139	Q13422	2.0
Q15139	P19544	3.0
Q15139	P05549	1.0
Q15139	Q01892	2.0
Q15139	Q12968	2.0
Q15139	O43623	3.0
Q15139	Q15853	3.0
Q15139	O95625	3.0
Q15139	P52945	2.0
Q15139	Q9UKY1	2.0
Q15139	O14497	3.0
Q15139	Q9H9S0	3.0
Q15139	P57682	3.0
Q15139	Q03014	3.0
Q15139	P11308	3.0
Q15139	P11474	3.0
Q15139	Q12952	4.0
Q15139	Q00577	3.0
Q15139	P43694	3.0
Q15139	P40425	3.0
Q15139	P12980	3.0
Q15139	P20265	3.0
Q15139	Q9BYV9	3.0
P21579	Q07869	5.0
P21579	Q13330	4.0
P21579	O15516	5.0
P21579	P41182	4.0
P21579	P49711	5.0
P21579	P08047	4.0
P21579	Q9Y618	4.0
P21579	O75444	5.0
P21579	Q03164	6.0
P21579	O60675	5.0
P21579	P35638	4.0
P21579	Q02078	4.0
P21579	P36956	5.0
P21579	Q02447	5.0
P21579	Q16236	4.0
P21579	P25208	4.0
P21579	Q99801	4.0
P21579	P04198	4.0
P21579	Q9UM63	4.0
P21579	Q02962	5.0
P21579	P51692	4.0
P21579	Q16665	4.0
P21579	P26358	4.0
P21579	P03372	4.0
P21579	Q15596	4.0
P21579	Q01543	5.0
P21579	P61244	4.0
P21579	Q15672	4.0
P21579	P48436	5.0
P21579	Q99583	5.0
P21579	Q9Y5W3	inf
P21579	Q06330	5.0
P21579	Q99717	5.0
P21579	Q13950	5.0
P21579	P05412	4.0
P21579	O15525	5.0
P21579	O14770	inf
P21579	P08151	5.0
P21579	Q15233	6.0
P21579	P23511	4.0
P21579	P21675	4.0
P21579	P19793	5.0
P21579	Q13568	4.0
P21579	P10914	4.0
P21579	P25490	4.0
P21579	Q99612	inf
P21579	P10244	4.0
P21579	P06401	4.0
P21579	P49715	5.0
P21579	P25963	3.0
P21579	Q01201	4.0
P21579	O00327	5.0
P21579	P15172	4.0
P21579	P98177	4.0
P21579	P01100	4.0
P21579	Q00613	4.0
P21579	O75469	4.0
P21579	P10071	5.0
P21579	P10242	4.0
P21579	Q13562	5.0
P21579	P18846	4.0
P21579	O15350	4.0
P21579	Q15796	5.0
P21579	P18847	4.0
P21579	Q99814	5.0
P21579	P10275	4.0
P21579	P27540	4.0
P21579	P16220	4.0
P21579	Q13127	9.0
P21579	P19838	4.0
P21579	O94776	5.0
P21579	Q08945	4.0
P21579	P17535	5.0
P21579	Q15329	5.0
P21579	Q9UGL1	6.0
P21579	O43474	4.0
P21579	Q9UJU2	4.0
P21579	P15336	4.0
P21579	P42229	4.0
P21579	Q5VTD9	5.0
P21579	P31269	6.0
P21579	Q15797	5.0
P21579	O75626	4.0
P21579	P26367	5.0
P21579	P15407	5.0
P21579	P20823	4.0
P21579	P22736	4.0
P21579	Q06546	5.0
P21579	P15923	4.0
P21579	P52630	5.0
P21579	P23771	5.0
P21579	O75461	4.0
P21579	P10070	5.0
P21579	Q9UL17	5.0
P21579	P20226	3.0
P21579	P04150	4.0
P21579	O75376	4.0
P21579	P17676	4.0
P21579	O94916	5.0
P21579	Q08050	4.0
P21579	P36402	4.0
P21579	Q9UKL0	8.0
P21579	P67809	4.0
P21579	P32243	6.0
P21579	Q02535	5.0
P21579	Q16656	5.0
P21579	Q01196	5.0
P21579	P10276	5.0
P21579	Q15788	5.0
P21579	O75030	5.0
P21579	Q00653	4.0
P21579	Q12778	3.0
P21579	Q16254	5.0
P21579	Q02548	inf
P21579	Q9BQA5	6.0
P21579	P35398	5.0
P21579	P11831	4.0
P21579	P18146	4.0
P21579	O14867	inf
P21579	Q92786	inf
P21579	Q9NQB0	4.0
P21579	P84022	4.0
P21579	Q8TAQ2	4.0
P21579	P18848	5.0
P21579	Q14653	4.0
P21579	Q9UIS9	inf
P21579	P37231	4.0
P21579	O00716	4.0
P21579	Q13761	5.0
P21579	Q14469	5.0
P21579	P17861	5.0
P21579	P49116	5.0
P21579	O43524	4.0
P21579	P40763	4.0
P21579	P42224	4.0
P21579	Q96AV8	inf
P21579	P15976	5.0
P21579	P23246	5.0
P21579	Q01094	4.0
P21579	Q06710	5.0
P21579	P01106	4.0
P21579	Q9Y6Q9	4.0
P21579	P17275	5.0
P21579	Q92985	5.0
P21579	P48431	4.0
P21579	Q9UBC3	7.0
P21579	Q04206	3.0
P21579	P14859	5.0
P21579	O60381	5.0
P21579	Q14526	4.0
P21579	P11473	4.0
P21579	P20749	4.0
P21579	Q92922	5.0
P21579	P17947	5.0
P21579	P22415	5.0
P21579	Q13485	5.0
P21579	Q9H3D4	4.0
P21579	Q14209	5.0
P21579	Q99856	4.0
P21579	Q04864	4.0
P21579	Q12772	5.0
P21579	P55347	inf
P21579	P04637	3.0
P21579	Q00978	5.0
P21579	Q13469	4.0
P21579	O43889	inf
P21579	P10827	6.0
P21579	Q9Y5J3	5.0
P21579	P14316	4.0
P21579	P17542	5.0
P21579	Q15306	6.0
P21579	P78545	4.0
P21579	Q9NPC7	6.0
P21579	P10826	6.0
P21579	Q9Y5Q3	5.0
P21579	O95863	4.0
P21579	O95644	3.0
P21579	Q13133	4.0
P21579	Q96RI1	4.0
P21579	Q03181	5.0
P21579	P17544	5.0
P21579	P15408	6.0
P21579	P15884	4.0
P21579	Q16621	5.0
P21579	P14921	4.0
P21579	P08235	5.0
P21579	Q13887	5.0
P21579	P55055	5.0
P21579	P32519	4.0
P21579	P19419	5.0
P21579	P23769	5.0
P21579	P28324	5.0
P21579	Q05215	4.0
P21579	Q92731	5.0
P21579	P17028	6.0
P21579	Q14934	4.0
P21579	P41235	5.0
P21579	P35869	5.0
P21579	P24468	5.0
P21579	P13631	5.0
P21579	P53567	6.0
P21579	P28702	5.0
P21579	Q14186	4.0
P21579	O00482	5.0
P21579	P49716	inf
P21579	Q02080	5.0
P21579	Q03060	4.0
P21579	Q16650	5.0
P21579	Q9ULX9	inf
P21579	Q05066	6.0
P21579	P22670	5.0
P21579	Q92481	inf
P21579	O00470	inf
P21579	Q02446	inf
P21579	Q06413	4.0
P21579	Q01167	5.0
P21579	P50539	5.0
P21579	O60315	6.0
P21579	P17480	4.0
P21579	O75364	inf
P21579	Q99626	5.0
P21579	Q12837	inf
P21579	O15266	4.0
P21579	P10588	5.0
P21579	P50549	5.0
P21579	P50458	inf
P21579	Q9Y261	5.0
P21579	Q01664	inf
P21579	Q01860	5.0
P21579	P48443	6.0
P21579	P10243	4.0
P21579	Q13351	4.0
P21579	P10589	6.0
P21579	P15036	5.0
P21579	Q15562	5.0
P21579	P35680	7.0
P21579	Q9UH73	inf
P21579	P55317	5.0
P21579	P50553	6.0
P21579	Q15561	5.0
P21579	Q92908	5.0
P21579	P40426	inf
P21579	Q9Y2Y9	inf
P21579	P56693	4.0
P21579	P48382	6.0
P21579	Q70SY1	inf
P21579	P56270	4.0
P21579	Q92570	5.0
P21579	P09629	4.0
P21579	P09086	inf
P21579	P28347	5.0
P21579	P08651	7.0
P21579	P58012	5.0
P21579	Q96BA8	inf
P21579	P37275	6.0
P21579	Q13952	6.0
P21579	Q13422	3.0
P21579	P19544	5.0
P21579	P05549	4.0
P21579	Q01892	4.0
P21579	Q12968	5.0
P21579	O43623	5.0
P21579	Q15853	5.0
P21579	O95625	4.0
P21579	P52945	5.0
P21579	Q9UKY1	4.0
P21579	O14497	5.0
P21579	Q9H9S0	5.0
P21579	P57682	5.0
P21579	Q03014	4.0
P21579	P11308	5.0
P21579	P11474	5.0
P21579	Q12952	6.0
P21579	Q00577	5.0
P21579	P43694	5.0
P21579	P40425	6.0
P21579	P12980	5.0
P21579	P20265	5.0
P21579	Q9BYV9	5.0
P35372	Q07869	5.0
P35372	Q13330	5.0
P35372	O15516	5.0
P35372	P41182	5.0
P35372	P49711	7.0
P35372	P08047	5.0
P35372	Q9Y618	5.0
P35372	O75444	5.0
P35372	Q03164	7.0
P35372	O60675	6.0
P35372	P35638	6.0
P35372	Q02078	5.0
P35372	P36956	4.0
P35372	Q02447	6.0
P35372	Q16236	5.0
P35372	P25208	5.0
P35372	Q99801	6.0
P35372	P04198	6.0
P35372	Q9UM63	5.0
P35372	Q02962	6.0
P35372	P51692	5.0
P35372	Q16665	5.0
P35372	P26358	5.0
P35372	P03372	4.0
P35372	Q15596	5.0
P35372	Q01543	6.0
P35372	P61244	6.0
P35372	Q15672	6.0
P35372	P48436	4.0
P35372	Q99583	7.0
P35372	Q9Y5W3	inf
P35372	Q06330	5.0
P35372	Q99717	5.0
P35372	Q13950	5.0
P35372	P05412	5.0
P35372	O15525	6.0
P35372	O14770	inf
P35372	P08151	4.0
P35372	Q15233	6.0
P35372	P23511	5.0
P35372	P21675	5.0
P35372	P19793	4.0
P35372	Q13568	5.0
P35372	P10914	5.0
P35372	P25490	5.0
P35372	Q99612	inf
P35372	P10244	6.0
P35372	P06401	5.0
P35372	P49715	5.0
P35372	P25963	5.0
P35372	Q01201	5.0
P35372	O00327	5.0
P35372	P15172	5.0
P35372	P98177	5.0
P35372	P01100	4.0
P35372	Q00613	4.0
P35372	O75469	5.0
P35372	P10071	4.0
P35372	P10242	5.0
P35372	Q13562	5.0
P35372	P18846	4.0
P35372	O15350	5.0
P35372	Q15796	5.0
P35372	P18847	5.0
P35372	Q99814	6.0
P35372	P10275	5.0
P35372	P27540	5.0
P35372	P16220	4.0
P35372	Q13127	9.0
P35372	P19838	4.0
P35372	O94776	6.0
P35372	Q08945	6.0
P35372	P17535	6.0
P35372	Q15329	6.0
P35372	Q9UGL1	6.0
P35372	O43474	6.0
P35372	Q9UJU2	5.0
P35372	P15336	4.0
P35372	P42229	5.0
P35372	Q5VTD9	6.0
P35372	P31269	7.0
P35372	Q15797	5.0
P35372	O75626	5.0
P35372	P26367	6.0
P35372	P15407	5.0
P35372	P20823	5.0
P35372	P22736	5.0
P35372	Q06546	6.0
P35372	P15923	5.0
P35372	P52630	5.0
P35372	P23771	4.0
P35372	O75461	6.0
P35372	P10070	4.0
P35372	Q9UL17	6.0
P35372	P20226	6.0
P35372	P04150	4.0
P35372	O75376	4.0
P35372	P17676	4.0
P35372	O94916	5.0
P35372	Q08050	5.0
P35372	P36402	5.0
P35372	Q9UKL0	8.0
P35372	P67809	5.0
P35372	P32243	7.0
P35372	Q02535	6.0
P35372	Q16656	6.0
P35372	Q01196	6.0
P35372	P10276	4.0
P35372	Q15788	5.0
P35372	O75030	5.0
P35372	Q00653	5.0
P35372	Q12778	5.0
P35372	Q16254	5.0
P35372	Q02548	inf
P35372	Q9BQA5	7.0
P35372	P35398	6.0
P35372	P11831	4.0
P35372	P18146	5.0
P35372	O14867	inf
P35372	Q92786	inf
P35372	Q9NQB0	5.0
P35372	P84022	5.0
P35372	Q8TAQ2	4.0
P35372	P18848	5.0
P35372	Q14653	4.0
P35372	Q9UIS9	inf
P35372	P37231	5.0
P35372	O00716	5.0
P35372	Q13761	5.0
P35372	Q14469	6.0
P35372	P17861	5.0
P35372	P49116	5.0
P35372	O43524	5.0
P35372	P40763	5.0
P35372	P42224	5.0
P35372	Q96AV8	inf
P35372	P15976	6.0
P35372	P23246	5.0
P35372	Q01094	5.0
P35372	Q06710	6.0
P35372	P01106	5.0
P35372	Q9Y6Q9	4.0
P35372	P17275	5.0
P35372	Q92985	5.0
P35372	P48431	5.0
P35372	Q9UBC3	7.0
P35372	Q04206	4.0
P35372	P14859	4.0
P35372	O60381	6.0
P35372	Q14526	5.0
P35372	P11473	4.0
P35372	P20749	5.0
P35372	Q92922	6.0
P35372	P17947	6.0
P35372	P22415	5.0
P35372	Q13485	5.0
P35372	Q9H3D4	5.0
P35372	Q14209	5.0
P35372	Q99856	5.0
P35372	Q04864	5.0
P35372	Q12772	6.0
P35372	P55347	inf
P35372	P04637	4.0
P35372	Q00978	5.0
P35372	Q13469	5.0
P35372	O43889	inf
P35372	P10827	5.0
P35372	Q9Y5J3	6.0
P35372	P14316	6.0
P35372	P17542	4.0
P35372	Q15306	6.0
P35372	P78545	5.0
P35372	Q9NPC7	6.0
P35372	P10826	5.0
P35372	Q9Y5Q3	5.0
P35372	O95863	4.0
P35372	O95644	4.0
P35372	Q13133	5.0
P35372	Q96RI1	5.0
P35372	Q03181	5.0
P35372	P17544	6.0
P35372	P15408	7.0
P35372	P15884	5.0
P35372	Q16621	6.0
P35372	P14921	5.0
P35372	P08235	5.0
P35372	Q13887	5.0
P35372	P55055	5.0
P35372	P32519	5.0
P35372	P19419	5.0
P35372	P23769	6.0
P35372	P28324	6.0
P35372	Q05215	5.0
P35372	Q92731	5.0
P35372	P17028	6.0
P35372	Q14934	4.0
P35372	P41235	5.0
P35372	P35869	6.0
P35372	P24468	5.0
P35372	P13631	5.0
P35372	P53567	7.0
P35372	P28702	5.0
P35372	Q14186	6.0
P35372	O00482	4.0
P35372	P49716	inf
P35372	Q02080	6.0
P35372	Q03060	4.0
P35372	Q16650	6.0
P35372	Q9ULX9	inf
P35372	Q05066	5.0
P35372	P22670	5.0
P35372	Q92481	inf
P35372	O00470	inf
P35372	Q02446	inf
P35372	Q06413	5.0
P35372	Q01167	6.0
P35372	P50539	7.0
P35372	O60315	6.0
P35372	P17480	6.0
P35372	O75364	inf
P35372	Q99626	5.0
P35372	Q12837	inf
P35372	O15266	6.0
P35372	P10588	6.0
P35372	P50549	4.0
P35372	P50458	inf
P35372	Q9Y261	6.0
P35372	Q01664	inf
P35372	Q01860	4.0
P35372	P48443	5.0
P35372	P10243	6.0
P35372	Q13351	4.0
P35372	P10589	6.0
P35372	P15036	5.0
P35372	Q15562	6.0
P35372	P35680	7.0
P35372	Q9UH73	inf
P35372	P55317	6.0
P35372	P50553	7.0
P35372	Q15561	6.0
P35372	Q92908	5.0
P35372	P40426	inf
P35372	Q9Y2Y9	inf
P35372	P56693	5.0
P35372	P48382	5.0
P35372	Q70SY1	inf
P35372	P56270	6.0
P35372	Q92570	6.0
P35372	P09629	6.0
P35372	P09086	inf
P35372	P28347	6.0
P35372	P08651	8.0
