gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human	expmean	expsd	zscore	zmean	tiss	gen	pval_t	pval_w	fc_med	fc_mean	fc_mean_lo	fc_mean_hi	fc_med_lo	fc_med_hi	medco	meanco	medtr	meantr	meantr_lo	meantr_hi	medtr_lo	medtr_hi	mean_out_ci	med_out_ci
Elovl3	5w	TG BAT	R	4	2.8599931462486405	O35949	Q9HB03	0.933166200072252	1.3017412030077005	1.4801920241323037	1.6012093724867604	BAT	TG	0.1358773087869891	0.13582860507076416	1.1765274332551674	1.2833295238025173	-1.4881877879773906	1.3280417914468248	-1.321423040532041	1.2432400757917974	2.446941574110495	2.351326264153429	2.8788938895135803	3.0175264148803724	1.5799929841845683	3.12265954412229	1.8517473201657584	3.042135828055232	False	False
Elovl6	4w	TG BAT	S	6	2.27179061820162	Q920L5	Q9H5J4	1.3835898628851189	1.0332125150702864	0.8596496290563024	0.7622131035820112	BAT	TG	0.07100277896014594	0.1111111111111111	-1.1967166859904828	-1.1926141431787411	-1.1605956065028369	1.1383734399846226	-1.350097425484324	1.2593127124575714	2.63257013517342	2.58930601024075	2.19982738269796	2.171117980656617	2.2310148304308792	2.947597190050621	1.9499112326868049	3.315229037660034	False	False
Erbb3	5w	TG BAT	R	6	0.0128712489151131	Q61526	P21860	0.4552665833542829	0.6547339665855116	-0.6756871600022459	-0.6651726722845048	BAT	TG	0.9369932138667696	0.7545787545787546	-1.1942509951753155	-1.0171537018112249	-1.249910245164824	1.199942552780555	-1.8308767110768118	1.4538135779705998	0.02045145367957695	0.02009432011206085	0.0171249207764526	0.019755441165164426	0.016076610452465757	0.02411202977165594	0.011170306310548148	0.029732601048605763	False	False
Erbb4	4w	TG BAT	U	87	2.11617764072223	Q61527	Q15303	0.7358855264494112	1.1926021251329928	1.1573785466120108	1.2234414415221757	BAT	TG	0.6207671594672678	0.6857142857142857	1.0497425984863358	-1.2026003907792382	-1.326526225838324	1.2461513534208262	-1.0804711053049594	1.074477794833992	2.029337736029285	2.639665032660868	2.13028226822576	2.19496438958453	1.9899079122937655	3.289422153027969	1.8781971364764176	2.1804783355821518	False	False
Erbb4	5w	TG BAT	R	4	2.7864558569559903	Q61527	Q15303	1.4036844568643192	1.9031689435170276	0.7265626127422666	1.1850672963033468	BAT	TG	0.6453146762416573	0.5845717234262127	-1.1850946333439059	-1.086414644686007	-1.3023349924666077	1.2321484059135879	-1.3878529814177951	1.2794625847339929	3.9454675045059897	3.9752647690373313	3.3292425714335696	3.6590677311665396	3.0524133898208667	4.898116148253795	2.8428569577127694	5.0480780512992105	False	False
Erbb42	5w	TG BAT	R	4	0.0978738657108274	Q61527	Q15303	0.21161652562708871	0.4597541602528867	-0.24739887041739314	-0.3228232077908967	BAT	TG	0.7434546511773806	0.7307692307692307	1.1805841222269216	1.066210884711322	-1.6859556346323523	1.40686458204574	-2.0700318114449807	1.5169156365273668	0.06176180424331915	0.05927271398673874	0.0729150054497499	0.06319721281904186	0.035156745983807594	0.08338868198966988	0.029836161889805195	0.09368744659683308	False	False
F480	4w	TG BAT	S	4	0.7038161794479839	Q61549	Q14246	1.1557389386515473	0.5334628770940579	-0.8471494055318906	-0.805098595172764	BAT	TG	0.6039634226781536	0.6095238095238095	1.0846479499297756	1.0638470575101262	-1.2056594101963611	1.1705783643847365	-1.2672625879050838	1.2108975601867145	0.6920778552111639	0.682662719795498	0.7506608268465851	0.7262487257263003	0.5662152296263464	0.7991102099646495	0.5461203240878754	0.8380353863344526	False	False
F480	5w	TG BAT	R	6	0.21514771114358203	Q61549	Q14246	0.5605837578703078	0.3083093590021968	-1.1204202423328462	-1.0130245905517143	BAT	TG	0.015710382063530554	0.032809295967190705	-1.2079838329841122	-1.468889648215249	-1.2519455232849532	1.2012431999627895	-1.2441083777784494	1.1962115054753857	0.3123727020379595	0.36466477508776346	0.258590134659582	0.24825879570384585	0.2912784688353909	0.438051081340136	0.2510815839016774	0.3736638201742417	False	False
Fas	5w	TG BAT	R	4	2.45833191522022	P25446	P25445	0.5719329779031109	0.8217182274069479	2.2956761507772763	1.626266479884212	BAT	TG	0.5464832938792508	1.0	1.0182887812557728	-1.0890074169468495	-1.2502712814323202	1.2001735824449296	-1.493612466822009	1.3304822889382268	1.9681253956850249	2.078115595597817	2.00412001053064	1.9082657870449031	1.6621317520923231	2.4940994391033104	1.3176948100015844	2.6185559813684653	False	False
Fgf1	4w	TG BAT	U	87	0.8828329900003399	P61148	P05230	1.0530832158058006	1.3036280594151102	-0.13059723943180968	-0.3955220173580537	BAT	TG	0.3575724790322292	0.2222222222222222	1.2348290884455029	1.2840800713928449	-1.5219713499986829	1.3429574084946698	-3.058012432102605	1.6729902110592705	0.454365505849833	0.4185639414825408	0.5610637434096291	0.5374696158613715	0.27501433682237386	0.5621135461427077	0.1485819681699017	0.7601490435297642	False	False
Fgf1	5w	TG BAT	R	4	0.287673989843933	P61148	P05230	0.38702350527378176	0.3692510980364183	-0.2690567907804845	-0.14073813382646444	BAT	TG	0.9184260778515296	0.3822843822843822	-1.1349080084802399	-1.0304706154740146	-2.155585314511544	1.5360888788451408	-1.7895294873087235	1.4411938964448685	0.287071100206492	0.3452651511091481	0.2529465807461435	0.3350557948227634	0.16017234334674674	0.5303579588715495	0.16041708294967447	0.4137251174633094	False	False
Fgf2	4w	TG BAT	S	4	1.2622111385860502	P15655	P09038	1.5423570166643552	1.2362063474097122	-0.2266174078990205	-0.6529645523410132	BAT	TG	0.5618779640055571	0.5367965367965368	1.4963919957837384	1.2413996759953771	-9.088307136764179	1.8899685073411765	1.6753336651533903	2.5968960218491413	0.493257128408089	0.592200970116566	0.7381060188131359	0.7351580924268531	0.06516075669592902	1.119241183537203	0.8263702727989602	1.2809374745116973	False	True
Fgf2	5w	TG BAT	R	4	0.22963157509068602	P15655	P09038	0.6341340518186899	0.5360070393764982	-0.7546588888058916	-0.7874673315141467	BAT	TG	0.6986470230127445	0.8499926286303995	-1.1257946765417095	-1.0707508062617106	-1.3455485028572225	1.2568086561899947	-1.3290930617383074	1.2476072377564669	0.22440230865126698	0.2270484456461683	0.1993279177164	0.21204601884808064	0.16874043942974876	0.2853564518625878	0.1688386728599527	0.2799659444425813	False	False
Fgfr1	4w	TG BAT	S	4	0.8424160731583591	P16092	P11362	0.8207068244345769	0.2730206178684217	0.07951505235492712	0.4090037751131144	BAT	TG	0.1171196996830376	0.05555555555555555	1.1411167284398798	1.275283272478746	-1.2590588420689517	1.205755945165559	-1.3135355721067117	1.2386959125924912	0.767944417488703	0.7311107327662494	0.876314221308378	0.9323732878264764	0.5806803529252452	0.8815411126072535	0.5846392239359279	0.951249611041478	False	False
Fgfr2	4w	TG BAT	S	4	1.20857349925025	P21803	P21802	0.7253281954194369	0.3708711025739207	1.303000693440369	0.5836854989290973	BAT	TG	0.8583447013079086	1.0	-1.0101977026951483	1.0592895513349458	-1.9268622736780223	1.4810215480055118	-1.7172834811093571	1.41768495941392	0.9005833240699309	0.889086726831958	0.8914921521472751	0.9418002799636804	0.461416853180096	1.31675660048382	0.5244232149069287	1.2767434332329333	False	False
Fgfr3	4w	TG BAT	S	4	0.643046336301248	Q61851	P22607	0.593152526085025	0.2076442637413433	0.24028503998730394	1.184862155304356	BAT	TG	0.010818782979137449	0.031746031746031744	1.608370863993516	1.6325686077372112	-1.77687961280801	1.437215671342137	-2.586755226108864	1.6134152973166105	0.539021316965043	0.5140257824271844	0.866946181277989	0.8391823559581791	0.2892856548761159	0.738765909978253	0.20837739555894036	0.8696652383711456	False	False
Fgfr4	4w	TG BAT	S	4	0.37248089143124297	Q03142	P22455	0.7274458995605415	0.4024793006158901	-0.8819459971882199	-0.4400973470692563	BAT	TG	0.28098533181199226	0.5476190476190477	1.016710608989322	-1.3321162647745637	-1.127194575905463	1.1128417210518324	-3.120915940295166	1.6795812450157104	0.5412548513383622	0.73308466405503	0.550299549522651	0.5503158271091986	0.6503621288863559	0.815807199223704	0.17342820559504465	0.9090814970816794	False	False
Glut4	4w	TG BAT	S	6	1.15842030507268	P14142	P14672	0.7546384044260954	0.4545854557216618	0.8882420138268047	1.0856339269083226	BAT	TG	0.5690513606802616	0.6095238095238095	-1.1160292487524728	-1.0661532726132317	-1.1601624518980296	1.138051745801636	-1.32878954332058	1.247435378290945	1.3637151332687751	1.3307211239815933	1.22193494013994	1.2481517978366126	1.1470127496408191	1.5144294983223676	1.0262837633873292	1.7011465031502209	False	False
Glut4	5w	TG BAT	R	4	2.36174145062964	P14142	P14672	0.8353348793525613	0.8464324437667272	1.8033412855542068	0.4017784406066271	BAT	TG	0.04287859044728198	0.019412050237194937	-2.8499321393489736	-1.725024065641194	-1.4244278675558204	1.297963748971085	-1.9093939970734204	1.4762736231847764	2.39829322091362	2.027616034108829	0.8415264306824779	1.1754131866880135	1.4234599591118793	2.6317721091057797	1.2560494191296026	3.5405370226976367	False	False
Lpl	4w	TG BAT	U	87	0.40328072179495605	P11152	P06858	0.7353087669775618	0.3725237417412505	-0.8912936491796208	-0.8204385885859206	BAT	TG	0.6298749198890441	0.6857142857142857	1.0503535900102887	-1.1167001355422996	-1.2067409681322452	1.1713217447587214	-1.1162861889759559	1.1041723799186598	0.3963749052530575	0.4798191515020282	0.416333804722537	0.42967591408862427	0.3976156972980514	0.562022605706005	0.3550835880328133	0.4376662224733018	False	False
Lpl	5w	TG BAT	R	4	0.662267966194579	P11152	P06858	0.7624617353684568	0.4010965060596479	-0.24979965584386785	0.3656353515512931	BAT	TG	0.16933682560702995	0.09731934731934733	-1.2409180218470837	-1.1679962092588545	-1.3323273293125597	1.2494336954598315	-1.5658358038051847	1.3613634344227727	1.1163150997466	1.0618449730988735	0.899588111457182	0.9091167973675716	0.7969850574533761	1.3267048887443709	0.7129196414041684	1.5197105580890318	False	False
Lr11	4w	TG BAT	S	4	1.85393849995915	O88307	Q92673	1.19386420805389	0.5171799849518531	1.2762951218359884	1.0307778966720351	BAT	TG	0.1877220685643132	0.12554112554112554	1.1010958412406526	1.1794024335204198	-1.2231203875262062	1.1824189914596006	-1.4156811366261426	1.293626245255196	1.533645080187515	1.4642685618246485	1.68869021973366	1.726961905143436	1.1971581675505962	1.7313789560987003	1.0833266337379508	1.9839635266370792	False	False
Lr11	5w	TG BAT	R	4	0.896848767912677	O88307	Q92673	0.8609801019234402	0.27134724241454883	0.13218732451475834	0.7393925552396386	BAT	TG	0.6589313770159186	0.6275644315003582	1.037532405480328	1.045960976560064	-1.1721573503257745	1.1468722183740323	-1.293950490776012	1.22717290411917	0.9676503630429358	1.0149635183723322	1.00396860883185	1.0616122328495632	0.8658935748602746	1.1640334618843895	0.747826419898503	1.1874743061873692	False	False
Mcam	4w	TG BAT	S	4	2.94898457121134	Q8R2Y2	P43121	2.212651895373766	0.4875363347520645	1.5103134337916253	0.6051845109651895	BAT	TG	0.8806218440906499	0.9047619047619048	-1.0540359364456249	-1.0193855029067216	-1.3008199009444368	1.2312540734701491	-1.3095030741691278	1.2363515445471602	2.57265413395205	2.5563143851920564	2.4407651058155047	2.507701333698455	1.9651562705460532	3.1474724998380585	1.964603355806846	3.1807049120972537	False	False
Mcam	5w	TG BAT	R	4	0.32687516101149	Q8R2Y2	P43121	0.3369758562861466	0.20371896359224373	-0.04958151708877627	-0.30514102231129936	BAT	TG	0.0015495848978850527	0.0024841224195107626	-1.2729746820292112	-1.535749754016264	-1.1810163802989362	1.1532716931945666	-1.2659123785268325	1.2100559114812357	0.38008417767478603	0.4220437567617295	0.2985795263963185	0.274812843471411	0.3573563955606634	0.4867311179627956	0.300245249293713	0.459923106055859	False	False
Ng2	4w	TG BAT	S	4	0.869298290437804	Q8VHY0	Q6UVK1	0.7480238696989329	0.2522630354741209	0.4807459028269422	0.5877875840404047	BAT	TG	0.5153155863388247	0.5555555555555556	1.0001730933644135	1.0430485333585793	-1.1238548922281797	1.1102054127135774	-1.1410260841393105	1.123595845966736	0.886596376767482	0.859308959456477	0.8867498407172135	0.8963009498629653	0.7646084609311012	0.9540094579818528	0.7770167475498619	0.996176005985102	False	False
Ng2	5w	TG BAT	R	4	1.16545541334353	Q8VHY0	Q6UVK1	0.6998047660518676	0.4278217223890992	1.088422169616152	0.8663337600689709	BAT	TG	0.013050880339398215	0.015905453784037713	-1.1720377934378674	-1.2198393296614922	-1.122674233019343	1.1092696611459771	-1.1629681056318455	1.1401311909094054	1.3106991878958998	1.3057662361423206	1.11830795494342	1.0704411674483991	1.1630856019831914	1.4484468703014497	1.1270293497720572	1.494369026019743	False	False
Ngf	4w	TG BAT	S	6	0.678606402806742	P01139	P01138	1.4516733166581282	0.4148437387889885	-1.8635135150119957	-1.1262832987033349	BAT	TG	0.6168899237939274	0.7301587301587302	-1.0470027145400305	-1.0877359603368832	-1.3747358459479129	1.272587528034903	-1.962720651016616	1.4905031444581591	1.08156974565041	1.0708126837262857	1.0330152258731875	0.9844417420884416	0.7789225012809169	1.3627028661716543	0.5510563844580723	1.612083106842748	False	False
Ngf	5w	TG BAT	R	4	0.927650536755818	P01139	P01138	0.6417234319116109	0.4380728796404396	0.6526930064214195	0.5966989361420697	BAT	TG	0.5193551466236508	0.4129350584037519	-1.1418084703763292	-1.0853737637350986	-1.2612245447249228	1.2071197756319412	-1.2318942960983508	1.1882420405978056	0.925583858514394	0.9802238965612132	0.8106297006268754	0.903121053145754	0.7772001430363877	1.1832476500860387	0.751350064243254	1.099817652785534	False	False
Ngfr	4w	TG BAT	S	6	2.30854662584127	Q9Z0W1	P08138	2.0919211091588603	0.6937609687411508	0.3122480601286686	0.027116360057857083	BAT	TG	0.057651022109861325	0.06349206349206349	1.43627932896961	1.2973379916190542	-1.326966731140251	1.24640160409997	-1.7546921525868733	1.4300994630164958	1.54789414536021	1.6269726123931483	2.22320836441395	2.1107333813813325	1.2260839508727581	2.027861273913538	0.8821457046344059	2.213642586086014	False	False
Nrg2	4w	TG BAT	U	87	0.0879519803131535	P56974	O14511	0.2556238844008263	0.1206729550898806	-1.3894737554308343	-1.1259338692791343	BAT	TG	0.12827204160977326	0.06349206349206349	-2.205515849286272	-1.7847361854184556	-1.6100435996114353	1.378898807310971	-5.576331086269689	1.8206706193500155	0.21538802945309	0.2137295062467402	0.09765879919783477	0.11975411715912986	0.1327476512426876	0.2947113612507928	0.038625401921243314	0.3921506569849367	False	False
Nrg2	5w	TG BAT	R	4	0.0183632216596488	P56974	O14511	0.021628732896516952	0.03777063097424549	-0.08645635915097086	0.3192226751530216	BAT	TG	0.6685197598386188	0.7103729603729605	-1.7352065588821517	-1.389249196477388	1.8246119200843445	2.548061748908104	0.6275062034116391	3.5936097437175585	0.0287293354640048	0.04679821336557193	0.016556723645923	0.033685974758333175	0.08538857794547303	0.11924473739405385	0.01802783622355701	0.10324201985397803	True	False
Nrg4	5w	TG BAT	R	4	1.82378683762232	Q9WTX4	Q8WWG1	0.8656955342803967	1.2109848359302768	0.7911670525633948	1.7533462430746596	BAT	TG	0.07450337556113443	0.009425373553386449	1.3430825290956303	1.5643341893695384	-1.911858987392844	1.4769488719648325	-1.5665079188660949	1.3616374434137286	1.55249308185301	1.9106986647039608	2.08512633477861	2.9889712467791307	0.9993930919086952	2.822004237499227	0.9910534528141872	2.113932710891833	False	False
Nrg4mix	4w	TG BAT	S	4	2.1682550709361204	Q9WTX4	Q8WWG1	0.9380208879645052	0.6335198138770436	1.9419032459975811	1.336071681297731	BAT	TG	0.8115959723778409	0.9142857142857144	-1.004822683695077	1.0285394377736536	-1.249250659634607	1.1995201345000772	-1.354624712365485	1.2617881610518011	1.794517554348145	1.7349347096395231	1.7859047008663151	1.7844487708266326	1.3887803030233936	2.081089116255653	1.324734103820169	2.2643010048761214	False	False
Nrp1	4w	TG BAT	S	4	2.26599660610158	P97333	O14786	1.3388864622181509	0.6599485788413177	1.4048217900721467	1.0293398922042831	BAT	TG	0.33945268824117386	0.6095238095238095	1.041214620593646	1.1199716640234287	-1.263154708904718	1.2083313366522612	-1.3260388841173534	1.2458743012912277	1.91677700786524	1.8020079668558684	1.99577624500703	2.0181978612230425	1.426593238462761	2.1774226952489752	1.4454908003252842	2.388063215405196	False	False
Nrp1	5w	TG BAT	R	4	2.2447528569911803	P97333	O14786	0.8970827991664749	0.6230591423160955	2.1629889785663297	1.3034454369950392	BAT	TG	0.9751368788415676	0.9284390547010011	-1.0579919286645099	1.0028878617218957	-1.1519470352360115	1.1319045325767785	-1.3127040546425572	1.238213673170763	1.677527626375455	1.7042846567729235	1.585576960396075	1.7092063951964325	1.4794817857435159	1.929087527802332	1.2779176086511268	2.0771376440997837	False	False
Nrp2	4w	TG BAT	S	4	2.30233376405168	O35375	O60462	1.2113407919083956	0.8501728965623215	1.2832601186825885	0.9898561877589656	BAT	TG	0.9817944050845208	0.9047619047619048	-1.033161566024524	1.0024453838835845	-1.2727082909049612	1.2142739957410442	-1.3571188489764765	1.263144859601509	2.15030621649854	2.0478818369958978	2.081287464817965	2.0528896942355725	1.6090740129772771	2.4866896610145184	1.58446418905778	2.7161482439393003	False	False
Nrp2	5w	TG BAT	R	4	2.17162526131427	O35375	O60462	1.002633904103587	0.9939788016628656	1.1760727243428453	0.766582424520143	BAT	TG	0.0124457893897015	0.05555164649591893	-1.2214420358990885	-1.3796432918228705	-1.1545813104796048	1.1338851660567697	-1.2842711159184608	1.2213482125346726	2.29643315364525	2.4345193581918165	1.88009998522351	1.7646005838039327	2.1085733296518847	2.7604653867317483	1.7881217798805122	2.8047445274099867	False	False
Nt3	4w	TG BAT	S	4	1.4604692036956102	P20181	P20783	1.0143768614259363	0.5155027778167242	0.8653539058683252	1.1853815666018497	BAT	TG	0.2156656644868223	0.30952380952380953	1.300904125445049	1.1591054209517215	-1.2146818759657787	1.1767391777333367	-1.538545724524998	1.35003556666557	1.33276842048896	1.402326589454914	1.73380393647697	1.62544435178193	1.154480541121058	1.6501726377887698	0.86625207118913	1.7992847697887902	False	False
Nt3	5w	TG BAT	R	4	1.1009904529126298	P20181	P20783	0.6483678043097217	0.462121124339118	0.9794459174533656	0.8112488580774442	BAT	TG	0.22119670775722036	0.451522901650779	-1.0131152271252002	-1.1387933725742785	-1.1622150202344967	1.139574018069193	-1.2197467680835914	1.180157696526507	1.0700211157125	1.1652851668983062	1.0561692165547398	1.0232630387232955	1.00264163395788	1.3279286998387323	0.8772485762710128	1.2627936551539871	False	False
Pdgfa	4w	TG BAT	U	87	0.5046643516202	P20033	P04085	0.5543526852525129	0.2761580152288775	-0.17992718259917884	-0.3728356322762869	BAT	TG	0.133115550169402	0.2571428571428571	-1.1327151000522486	-1.1317794260842513	-1.14637036265202	1.1276815655922978	-1.3388324426021592	1.25308054377858	0.5061807610062915	0.5108752020146763	0.4468738529070045	0.45139113703649	0.445645856399161	0.5761045476301916	0.3780762587605637	0.6342852632520193	False	False
Pdgfa	5w	TG BAT	R	4	0.5542095830765771	P20033	P04085	0.4066404675948077	0.17860573250907202	0.8262283265419477	-0.05071366568628799	BAT	TG	0.03568226357975194	0.05303030303030303	-1.4072617824447209	-1.2861972500837813	-1.3334031224652	1.250039254332031	-1.500610913111195	1.33360473973449	0.5304784132877071	0.5113697962401585	0.376957876569454	0.397582716186688	0.3835072737003469	0.6392323187799702	0.3535083002880964	0.7074485262873176	False	False
Pdgfc	4w	TG BAT	U	87	12.47233336852	Q8CI19	Q9NRA1	4.8311905323896704	3.781119252680092	2.0208679825991247	0.9969330062647058	BAT	TG	0.5685984850632549	0.9047619047619048	1.1596827570991113	1.311418043306681	10.145590525950347	2.098564987167795	1.144748279338412	2.8735544905801764	5.155890519749431	6.5583306253153895	5.979197333244191	8.600713116009393	66.53813705824984	13.763083024557151	5.902196800940392	14.815732355965734	True	True
Pdgfc	5w	TG BAT	R	4	0.422433851554973	Q8CI19	Q9NRA1	0.9706933811617612	0.490583634298641	-1.1175658772037986	-0.6269520723236126	BAT	TG	0.047335534871749935	0.05927405927405927	-1.5897472930483474	-1.4381787688488672	-1.145386569015565	1.1269323152099828	-1.253377808836313	1.202155971687068	0.8974190763166809	0.9536864786456608	0.5645042329940855	0.663120954990179	0.8326328459267109	1.0747401113646105	0.7160004509333713	1.0788377016999906	False	False
Pdgfra	4w	TG BAT	U	87	1.12103463600006	P26618	P16234	17855839.54114886	48511278.0856051	-0.36807602530292105	-0.3680760159457629	BAT	TG	0.3414434425486863	0.4857142857142857	-1.0210620445913687	-1.3226385221920245	-1.3194300687139835	1.242097005584634	-1.2683594653475858	1.211579976086703	1.7280451535316799	2.0831058648228726	1.6923997544373002	1.5749623422206975	1.5787921726334653	2.5874195570122795	1.3624254012707038	2.093664905792656	False	False
Pdgfra	5w	TG BAT	R	4	0.39114765430777604	P26618	P16234	0.930354859070618	0.5311542291301644	-1.0151612755599542	-0.6155251544669562	BAT	TG	0.0006939929982889409	0.0003108003108003108	-1.5761154135242477	-1.6835824104178216	-1.1508302243968027	1.131062098647834	-1.569458513220383	1.3628375700431274	0.9932927579100039	1.0159006818503027	0.6302157503104215	0.6034160701394964	0.8827546064692364	1.1490467572313692	0.6328888272885018	1.3536966885315065	False	False
Pdgfrb	5w	TG BAT	R	4	1.0190437558901602	P05622	P09619	0.6548899101303282	0.4015837328789357	0.9067943144739188	0.28739152481508146	BAT	TG	0.007898337307154541	0.027375654512550463	-1.3246849864274424	-1.419353963124253	-1.1969026455680938	1.164510159867377	-1.4354470573307088	1.3033529206855219	1.0780799041816649	1.0933307301927249	0.8138386976734375	0.7703016714633378	0.9134667169808036	1.2731947434046462	0.7510412165157889	1.4051185918475408	False	False
Pdgfrbeta	4w	TG BAT	S	4	2.4688502416894202	P05622	P09619	1.6876104282662214	0.6085259700534611	1.2838232908195584	1.497428169697527	BAT	TG	0.10193223159757793	0.19047619047619047	1.2138439162598735	1.133823163770065	-1.2047940341737535	1.169982609777945	-1.4042501775910772	1.2878761804997945	2.15067734368244	2.292098486659442	2.610586609466875	2.5988343578167874	1.9024816040289911	2.6817153692898934	1.5315485644956954	2.769806122869184	False	False
Pgc1a	4w	TG BAT	S	4	2.24043186191099	O70343	Q9UBK2	0.7803797897496679	0.6687171711984392	2.183362615834576	1.5326976028690174	BAT	TG	0.5812836270669994	0.8412698412698413	-1.0144373188637938	1.1295287495824764	-1.8784086068257373	1.4676344665552463	-2.674689712903609	1.6261248565859203	1.47997278453163	1.598295745646308	1.45891003516043	1.805320995042866	0.8508775672334771	2.34571392405914	0.5533250370656978	2.406620531997562	False	False
Pgc1a	5w	TG BAT	R	4	0.252057771771158	O70343	Q9UBK2	0.09144712365406032	0.14456462509945986	1.1109955011926207	2.188683924684303	BAT	TG	0.0029304337491790084	0.002525252525252525	2.3231893922051565	2.5639227500939237	-11.786702367479302	1.9151586280180368	141.56611333378038	2.007063837358042	0.19411446781844002	0.15907397938269402	0.45096467250934896	0.407853394687261	0.013496054657458316	0.3046519041079297	27.480030750911737	0.3896001286663923	False	True
Ppara	4w	TG BAT	S	4	3.37476160960482	P23204	Q07869	0.9800156842582358	1.0549135839584682	2.2700872960233536	1.0385128807212398	BAT	TG	0.5405205152745305	0.6904761904761905	-1.2714867044243074	1.2079411511103977	-5.485648088506272	1.8177061335569016	9.004023995170382	2.1110614543604487	1.6018719957041898	1.718260055416574	1.25984171924902	2.075557029246912	0.3132282690566197	3.1232918417765285	14.423293886511994	3.3816502249505622	False	True
Ppara	5w	TG BAT	R	4	2.61847851539797	P23204	Q07869	0.9738034362516824	1.2914310259789687	1.273529167304574	1.2493392254450328	BAT	TG	0.12975716756827196	0.29824561403508765	-1.071296090053249	-1.1230216966384097	-1.1222746956300154	1.1089525551151926	-1.1607300578051385	1.1384732451135693	2.83058626854304	2.9055253898478224	2.64220722433734	2.587238873963932	2.5889609746718354	3.2220898050238085	2.438625802363976	3.2225467347221035	False	False
Pparg1	4w	TG BAT	S	4	1.87339674064011	P37238	P37231	1.0989100775966567	0.7429001445815236	1.042517852085925	1.4535180834027348	BAT	TG	0.00793391777578929	0.009523809523809523	1.4655221973405883	1.4267305883608523	-1.1408907456541035	1.1234918822777609	-1.3134465735095977	1.238644326942094	1.5005076461727451	1.5270779849274234	2.1990272627454357	2.178728871908408	1.3384962501838056	1.7156597196710417	1.1424200088803844	1.8585952834651047	False	False
Pparg2	4w	TG BAT	S	4	2.2867708912176696	P37238	P37231	1.0547534369967178	0.6329591858058382	1.9464405949847083	0.8090307704957914	BAT	TG	0.4735025497613966	1.0	-1.1133022301275517	1.2699741774208064	-9.379198788655208	1.893381084831087	-140.9631469647436	1.9929059472526525	1.24731962678833	1.2337549240282166	1.12037827018942	1.5668368947816038	0.13154161158419295	2.3359682364722403	0.008848551225238309	2.4857907023514216	False	False
Prdm16	4w	TG BAT	S	4	2.15794883040155	A2A935	Q9HAZ2	1.1172625899070907	0.7997243714265011	1.301306147064325	1.1081714631153674	BAT	TG	0.19477692465961136	0.2222222222222222	1.2038866862754078	1.1735310605404397	-1.2133744932642978	1.1758521334087584	-1.6136118520253862	1.3802722762944433	1.72136915591468	1.707235866221688	2.07233340897082	2.003494316679814	1.4070147969146545	2.007456935528721	1.06678018865196	2.3759581231774	False	False
Prdm16	5w	TG BAT	R	4	2.48930031243339	A2A935	Q9HAZ2	1.0892953386658033	1.2444965091769982	1.1249569311314729	1.2834273531301634	BAT	TG	0.8448818483276007	0.9772637126412872	-1.0599729294565448	-1.0223896819626053	-1.2229444549650417	1.1823013744082225	-1.2468481648768386	1.1979777264228657	2.59279806979549	2.746666442710935	2.446098383969895	2.6865161994185662	2.2459453751637883	3.2473875102580814	2.0794818028637847	3.1061143367271957	False	False
Reelin	4w	TG BAT	U	87	0.23708364368456603	Q60841	P78509	0.32748153469174823	0.18918142830789075	-0.4778370256305531	-0.5266877134706676	BAT	TG	0.5007200696180689	0.6095238095238095	1.0740186151753688	1.0599172472208729	-1.1064155752271403	1.096180474687636	-1.2628567408776272	1.2081445443249197	0.20923181376287295	0.21496206555988884	0.2247188628682315	0.22784200078515024	0.194286912054504	0.2356372190652737	0.16568135322892327	0.25278227429682265	False	False
Reelin	5w	TG BAT	R	4	0.607856107436398	Q60841	P78509	0.7909791466938136	0.4819261414099372	-0.3799815438972984	-0.21644613428771847	BAT	TG	0.07844704984430477	0.2635644369390499	-1.0635122321101975	-1.3246129584051205	-1.2573226017968036	1.2046591713447854	-1.2469411615118202	1.1980375410916926	0.816292560533658	0.9095694585796298	0.7675441202157008	0.6866680963734364	0.7234177269061975	1.095721190253062	0.6546359890341307	0.9779491320331852	False	False
Rgs5	4w	TG BAT	S	4	4.28957891977741	O08850	O15539	2.1595109515336537	1.5670994163639085	1.359242397770836	1.5531402189066228	BAT	TG	0.11721135177224196	0.11428571428571427	1.0968864018949935	1.1537136853940912	-1.1358616865768103	1.1196111183098905	-1.1766671596970812	1.150141999155107	4.063968211003935	3.981435030429137	4.45771146838374	4.593436082113535	3.5052111339613368	4.457658926896939	3.4537958993010007	4.674140522706869	False	False
Rgs5	5w	TG BAT	R	4	1.3972800961688798	O08850	O15539	0.7240876855020475	0.579521120222212	1.1616356801779772	1.0710167946833968	BAT	TG	0.5729270444428063	0.9761037484822652	1.0585068282349854	-1.0488495628522376	-1.172809255962754	1.1473464291692477	-1.1512804036318995	1.1314018749512813	1.31637412467723	1.4104556979607985	1.3933909994826998	1.3447645381337725	1.202630087364856	1.618281308556741	1.1434000965572904	1.4893481527971697	False	False
