gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human	expmean	expsd	zscore	zmean	tiss	gen	pval_t	pval_w	fc_med	fc_mean	fc_mean_lo	fc_mean_hi	fc_med_lo	fc_med_hi	medco	meanco	medtr	meantr	meantr_lo	meantr_hi	medtr_lo	medtr_hi	mean_out_ci	med_out_ci
Ang2	4w	TG BAT	S	4	1.11287001885303	Q64438	P03950	1.0876782307247683	0.5032930577560168	0.05005391538794842	-0.15595834968257344	BAT	TG	0.11465792208701273	0.2222222222222222	1.1795240970396157	1.1816902861579193	-1.2526878680028537	1.201716544445913	-1.3241066216209114	1.244773809245176	0.9278242854089771	0.8540185934096592	1.0943911024584498	1.009185476030444	0.6817489138545036	1.0262882729648148	0.7007172007592383	1.1549313700587156	False	False
Ang2	5w	TG BAT	R	4	0.384857330596798	Q64438	P03950	0.7283076934547458	0.2651178684645009	-1.2954629005096103	-1.112987759525855	BAT	TG	0.20376653120478325	0.29824561403508765	-1.176604101805068	-1.144187674784718	-1.1798282789453225	1.1524190275436317	-1.2334785007063094	1.1892846130456394	0.47560660120686005	0.4957018624079936	0.40421973752872	0.43323475102217057	0.4201474665882001	0.5712562582277869	0.3855815897354677	0.5656316126782522	False	False
Angptl4	4w	TG BAT	U	89	3.12277994961316	Q9Z1P8	Q9BY76	1.6127107403376029	0.9310239160044372	1.6219445959628391	1.4382471710108709	BAT	TG	0.2458665621305139	0.4761904761904762	1.5533691734301835	1.2810451055892944	-1.611172507628104	1.3793339972811756	-2.274206287114756	1.5602861509680013	1.9473324995905752	2.3041758957555283	3.0249262752827453	2.951753253674448	1.4301236427796504	3.178228148731406	0.8562690687400747	3.0383959304410757	False	False
Angptl4	5w	TG BAT	R	4	0.103525857454035	Q9Z1P8	Q9BY76	0.30038536655221937	0.5061875858859255	-0.3889062367138902	-0.4273546294765915	BAT	TG	0.0072088396030872935	0.03516902773868718	-6.268146275412695	-10.514782961339444	-1.9737140152919448	1.493340984432295	5.612709411545318	2.1781670716718398	0.5362331612766595	0.883912173862631	0.0855489227142125	0.08406375834028934	0.4478420718575511	1.3199822758677109	3.009720911080206	1.1680054146313146	False	True
Ap2	4w	TG BAT	S	4	1.68481591630071	P04117	P15090	0.8670990640282382	0.606665964194709	1.3478864820740564	0.7580776209698349	BAT	TG	0.3087169078769984	0.32900432900432897	1.3384438503798204	1.196186550180586	-1.8532695285677632	1.4604130783001563	-2.661232141012104	1.624234209188648	1.105456756429278	1.1093578628584309	1.47959179750359	1.3269989548883343	0.5985949942832983	1.6201207314335637	0.4153928322873995	1.795520680571156	False	False
Ap2	5w	TG BAT	R	4	1.14995779923958	P04117	P15090	0.8115860795780493	0.6122384934286003	0.5526795902142861	1.3483135547391305	BAT	TG	0.4072806303971348	0.9353475519355736	-1.0168984404384542	1.1106068262994404	-1.2690368429376215	1.2120008134002187	-1.2862259142352919	1.2225316027825979	1.3830057840766201	1.4740369861183518	1.36002350783458	1.637075539000895	1.161539946079254	1.7865340261574492	1.075243290288446	1.690768277864794	False	False
B2m	4w	TG BAT	S	4	57.2775327930127	P01887	P61769	66.07189542956226	62.08019553000207	-0.14166132309134602	-0.5486243266268482	BAT	TG	0.4934071625210325	0.20296731132644447	-1.5831048590252392	-1.1579787209649524	-1.4918127558857115	1.3296745881447534	-1.4317832372943442	1.3015702559210636	30.04451413370705	29.218803966951718	18.978221159782354	25.232591443997755	19.586106803064624	38.85150113083881	20.983982317381003	39.105045950033094	False	False
B2m	5w	TG BAT	R	4	45.1291049372587	P01887	P61769	89.53126053305195	86.42062668105824	-0.5137911781137936	-0.6664720082069671	BAT	TG	0.1581218811341595	0.07566572253071109	-1.2302607727234822	-1.3448312060564571	-1.3757255828859682	1.2731108496926975	-1.182104425765685	1.1540510481108557	46.03666913470475	42.94628610845935	37.4202528076965	31.93433191842249	31.217189418232326	54.67538279868637	38.94467200297081	53.12866626643871	False	False
Bace1	4w	TG BAT	U	87	1.56373174446471	P56818	P56817	2.1653726405533957	1.0817035514587232	-0.5561975786039963	-0.154795076900117	BAT	TG	0.967832382352172	1.0	1.0176492003681248	1.0094980621903649	-1.6947189817412045	1.4099316696314037	-2.7671764615645658	1.6386208057600349	1.8726184811757902	1.9791323341296867	1.905668699963115	1.9979302561222123	1.1678233119784072	2.7904413562809665	0.6767253578461737	3.068511604505406	False	False
Bace1	5w	TG BAT	R	4	1.26277417785755	P56818	P56817	1.7637033739340422	1.212908089581877	-0.41299847892776137	0.4772551137131941	BAT	TG	0.06541169708748533	0.07284382284382285	-1.4364954236949758	-1.4894919153918544	-1.4080698999149652	1.2898079846317352	-2.2156599439213776	1.5486672028604924	3.6054698252183903	3.489239019863857	2.50990693443655	2.3425699621510945	2.478029691618701	4.500448348109011	1.6272667812179076	5.583672869218872	False	False
Bdnf	5w	TG BAT	R	4	0.0157285132163197	P21237	P23560	0.1606673645771232	0.34205694586524155	-0.4237272568582902	-0.3185357836568765	BAT	TG	0.33612467193616113	0.4127477494014041	1.1875051518452655	1.343636277261522	-2.004141792536269	1.5010333082598482	-2.3936680398960735	1.5822311267340907	0.033987060944334554	0.03848510802049148	0.0403598099674763	0.05170998727066072	0.01920278703024702	0.057767429010735935	0.014198736156334437	0.053775385732334674	False	False
Beta3ar	4w	TG BAT	S	4	3.2543988316809305	P25962	P13945	1.3223197302748368	0.5843535672838691	3.3063528821883987	1.1107279816295679	BAT	TG	0.30285383311044844	0.42063492063492064	1.209688430187212	1.3168824544011128	-4.221095967811014	1.7630947015595615	7.711137327881152	2.1296825562144117	1.50116491301191	1.49700345845873	1.8159418270735	1.9713775886220868	0.3546480510925341	2.639358865824926	11.575688796031606	3.19700472924259	False	True
Beta3ar	5w	TG BAT	R	4	1.5330663930922	P25962	P13945	0.8251197388209494	0.404376480207683	1.7507117473985072	1.0458894950952928	BAT	TG	0.5942071747606353	0.39177343498248063	1.0661830963744523	1.0500579905669258	-1.1661947030498063	1.1425102537468037	-1.1713762115642714	1.1463033053534641	1.1594944114265902	1.1885561204671669	1.236233341803675	1.2480528515337743	1.0191746861470743	1.3579375547872594	0.9898565464960106	1.3291322763571694	False	False
Betaact	4w	TG BAT	S	4	61.448467440179	P60710	P60709	59.74995213479403	40.847730176991405	0.041581632517287706	-0.23699815067105676	BAT	TG	0.5166489855885074	0.34627910788901506	1.119173907346552	1.070159775202856	-1.2063298441323649	1.1710393265456882	-1.262325250740447	1.207811141056217	45.29715061113165	48.72586929657473	50.69538904112545	52.144465332986144	40.391829426735356	57.0599091664141	35.883898056037076	54.710403166226214	False	False
Betaactin	5w	TG BAT	R	4	75.92409531974641	P60710	P60709	73.90144396393292	46.16781985537635	0.043810848382045436	-0.5723726603956414	BAT	TG	0.7018008938460372	0.9397090781072476	1.1409037660460373	-1.0922892891142693	-1.4680315725421311	1.3188157402716207	-1.594661608027554	1.3729077097197409	53.59828543371779	51.85779508997955	61.1504857049391	47.47624608864446	35.3247137595137	68.39087642044541	33.61107156772516	73.58549929971045	False	False
Bk	4w	TG BAT	S	4	63.4872829620271	Q920M7	Q9BSW7	65.61460678710151	25.12204422538489	-0.08467956691696388	-0.4087845646096792	BAT	TG	0.8189385642297551	0.7713030004051677	1.054858719637466	1.0219134359670143	-1.1629856950618631	1.1401441958864276	-1.2626554190944332	1.2080182883805366	52.98716597320104	53.06266182838802	55.89397405570875	54.22544707060372	45.62623775485514	60.49908590192089	41.96486640132035	64.00946554508174	False	False
Bk	5w	TG BAT	R	4	76.3860523968957	Q920M7	Q9BSW7	78.3270320616151	45.38207651646763	-0.04276974113370675	-0.5509117637233019	BAT	TG	0.340407279524536	0.32241613459004764	-1.1612421108869118	-1.2372175223522517	-1.396321971450719	1.2838327975595465	-1.2617557124940904	1.2074535584837436	75.17842088073823	65.97525813978196	64.7396612437004	53.32551224650207	47.2493160522544	84.70120022730951	59.582389947840525	90.77445181363596	False	False
Bmp4	4w	TG BAT	S	4	1.5809361383373002	P21275	P12644	2.2043349528188387	1.1766373719733798	-0.5298138826204497	-0.5971473316268845	BAT	TG	0.7364276880048468	1.0	1.0056214760915818	-1.076035243061634	-1.5157934344789912	1.340279501643494	-3.1408984013808054	1.6816197558124202	1.45429056678949	1.6158919012031212	1.4624658264409098	1.5017090858524649	1.0660370103519652	2.165746792054277	0.4630173857741317	2.445563747804848	False	False
Bmp5	5w	TG BAT	R	4	3.0538164938465897	P49003	P22003	1.9289239146713562	1.9823939225694287	0.5674414990726131	0.4348907596532431	BAT	TG	0.053471221695533366	0.1508924082453494	-1.7363940018953194	-1.4016622387396784	-1.219358611327644	1.1798967172494117	-1.349029093829173	1.2587261426945702	4.31877935027304	3.9121075883214234	2.48721162683065	2.7910487135895465	3.2083322756558883	4.61588290098696	3.201398227827936	5.436160472718145	False	False
Bmp7	4w	TG BAT	S	4	1.62318351402223	P23359	P18075	1.0352360386598891	0.4056710126732365	1.4493208954910612	0.6817275552866731	BAT	TG	0.8049650638237328	0.8412698412698413	-1.074625015743499	-1.0379618292653603	-1.2091611234765438	1.1729803575516635	-1.7270856966555213	1.4209899358575624	1.36776603248014	1.3615912138346422	1.27278447127329	1.3117931463802837	1.1260626788263215	1.5971197488429625	0.7919502981981734	1.9435817667621067	False	False
Bmp7	5w	TG BAT	R	4	0.653500881575889	P23359	P18075	0.8112312610840032	0.9808667910094896	-0.16080713604931113	-0.24304632277920504	BAT	TG	0.020607072122666045	0.07574819401444788	-1.1964292592766086	-2.3219977126829763	-1.5526205224714218	1.3559276168730363	-3.7889502803626702	1.7360746576214554	0.7225675968081959	1.33012201112464	0.6039367486257221	0.5728351943929079	0.8566948535546766	1.803549168694604	0.19070390037924526	1.2544312932371466	False	False
Bmp8a	4w	TG BAT	U	87	0.43594754653859796	P34821	Q7Z5Y6	1.4439341020921848	1.080138305099439	-0.9332013787445396	-1.0366657177552063	BAT	TG	0.08112251060626881	0.031746031746031744	-1.5122300649975546	-1.6802917383390172	-1.3046192929111613	1.2334928622981085	-1.4648688119800632	1.3173450128627557	0.4746539008620661	0.5447367204420129	0.31387677830809	0.3241917507613826	0.4175445843871229	0.6719288564969031	0.3240248525876364	0.6252829491364956	False	False
Bmp8b	4w	TG BAT	S	4	4.81983240567832	P55105	P34820	1.1578045028212076	1.839762356383246	1.99048963587679	1.5811992155754098	BAT	TG	0.002883691470607589	0.012654012654012654	86.52039019446731	3.6823525992853305	4.912406472247264	2.2035662166088086	0.0671218285534872	16.898283040712048	0.04932849505878555	1.104412244055296	4.26792064019198	4.066835297579564	5.425321855726362	2.4336455102093724	0.0033110187881373442	0.8335668714757242	True	False
Bmp8btg	4w	TG BAT	S	4	10.675935929673301	P55105	P34820	64.03870252801549	228.4606098641509	-0.233575348634818	-0.2547284000752981	BAT	TG																		
Bmp8btg	5w	TG BAT	R	4	3.11549128823093	P55105	P34820	1.9415376935707156	3.223425383642096	0.3641944375749078	1.5221996169870546	BAT	TG																		
Bmp8btotal	5w	TG BAT	R	4	4.57403520303023	P55105	P34820	1.0506440245169286	1.9885096721545332	1.7718753033248948	2.513796962775585	BAT	TG	3.0190985748391687e-05	2.7193458341661332e-06	297.79233615634615	278.27959146709054	0.023670181733126138	44.24724639948632	0.0261744256820981	40.20523178409016	0.01909867324986	0.021738401896224818	5.687438524562526	6.04935359882887	0.0005145519234713754	0.96186442503332	0.0004998968036051357	0.7678665847792238	False	False
Bmp8btotal2	5w	TG BAT	R	4	5.04489683763624	P55105	P34820	1.1289845677100925	1.7134695365909252	2.2853702305773966	2.5409667991077702	BAT	TG	2.6353433776340182e-06	0.0003108003108003108	19.303800987272247	18.963922563346422	0.4605358391982898	4.171383668512793	0.2726996130368048	5.667038573556888	0.2777882072650485	0.2891202362356985	5.36236826965563	5.482853771470211	0.1331502306240152	1.2060314316701537	0.07575273662736645	1.5742364858502458	False	False
Bmpr2	4w	TG BAT	S	4	2.03638297882891	O35607	Q13873	1.6743407530365657	0.6570971831878045	0.5509721165383071	0.5973362185557137	BAT	TG	0.20621448818549315	0.42063492063492064	-1.118838084963463	-1.1237404645016351	-1.2241006811688764	1.1830737329178558	-1.3043505827717972	1.2333349536479985	2.27838283228513	2.3226015178168	2.03638297882891	2.06684869966558	1.8973941878694005	2.7478088477641993	1.7467564797214836	2.8100091848487763	False	False
Cd206	4w	TG BAT	S	4	0.764144423389869	Q61830	P22897	1.191808806162158	0.8788013172524319	-0.4866451316998246	-0.44820661866544015	BAT	TG	0.13551309803679445	0.12554112554112554	1.5897383765963964	1.5410830959646975	-2.1870904479347466	1.5427715388065946	-3.0003849581644038	1.6667094343081268	0.4806730683736085	0.5177684716463786	0.764144423389869	0.7979242392777108	0.23673848154533497	0.7987984617474222	0.1602037988710882	0.8011423378761287	False	False
Cd206	5w	TG BAT	R	4	0.16771282792764	Q61830	P22897	0.3968118950300129	0.32351421404750125	-0.7081576547629974	-0.6477074540849349	BAT	TG	0.006517193703154193	0.01085936767051318	-1.2907344205264382	-1.305082397672097	-1.1233366804838782	1.109794937374208	-1.1397626032886121	1.1226243104356541	0.241337408812079	0.24440190240777476	0.18697681333519198	0.18726932708901714	0.2175678108387758	0.2712359939767737	0.21174357547417028	0.2709312421499877	False	False
Cd31	4w	TG BAT	S	4	1.78350121827464	Q08481	P16284	0.9961968125612274	0.5917909043915828	1.3303759822446684	1.4758481051140486	BAT	TG	0.08210604306591009	0.09523809523809523	1.1772134275539663	1.2024104195839551	-1.2738128558876896	1.2149553245769968	-1.4928369984032623	1.3301345015767967	1.5702603916903999	1.554868676269596	1.84853161785409	1.869590297431274	1.2206413752874596	1.8890959772517324	1.0518632599339042	2.088657523446896	False	False
Cd31	5w	TG BAT	R	4	1.2423945491563102	Q08481	P16284	0.8591516449133098	0.3259352604601969	1.1758252350540075	0.41600902840308746	BAT	TG	0.002611241504221857	0.0067344599583124285	-1.262203476573997	-1.2591929417330785	-1.1070498813639962	1.0966983359702818	-1.2081996993848445	1.1723222572318543	1.24362890376398	1.252574190392982	0.985284010736182	0.9947436559396636	1.131452350502658	1.3736960302833063	1.0293239639085945	1.4579338436193656	False	False
Cd34	4w	TG BAT	S	4	0.760267965465211	Q64314	P28906	0.8793664195524472	0.44759539341496096	-0.2660850755825837	-0.4998860740083601	BAT	TG	0.4269562998479069	0.4761904761904762	1.184032577628941	1.1140735518780125	-1.3158781799984531	1.2400512333131206	-1.5850431412253734	1.3691023455507243	0.5717655473244645	0.5884887173641506	0.6769890347980081	0.655619715594015	0.4472212749700297	0.7297561597582715	0.3607255427019109	0.7828055519470182	False	False
Cd34	5w	TG BAT	R	4	0.42321414562223203	Q64314	P28906	0.8243322899041811	0.38563336927751796	-1.0401541366439364	-1.2042482346552512	BAT	TG	0.02621730409054916	0.11812022499867432	-1.2322952675898329	-1.4069321943551778	-1.2007614604490089	1.1671951233127824	-1.3505803430677306	1.2595775548394381	0.4558001826647335	0.5064027123627001	0.36987903358275803	0.3599339857275734	0.42173464842329095	0.5910707763021091	0.3374846857532529	0.5741156795762141	False	False
Cd36	4w	TG BAT	U	87	0.5711197154098969	Q08857	P16671	0.9945657444878814	0.4426648344214475	-0.9565838443693372	0.008075279768275778	BAT	TG	0.9649713633423876	1.0	-1.0156842005959141	-1.0117235342600532	-1.8080936926173272	1.4469313155158248	-3.7315568679612703	1.732015339606402	0.979990797252061	1.0098421198912184	0.964857774372279	0.998140386869412	0.5585120527849471	1.46117218699749	0.26262250099044515	1.6973590935136769	False	False
Cd36	5w	TG BAT	R	4	0.945660862061258	Q08857	P16671	1.0271822868435798	0.6819100986631159	-0.1195486398311808	0.9942743644002074	BAT	TG	0.4630516212554534	0.4634032634032634	-1.1372331164171474	-1.1137637153133195	-1.3348540323994869	1.2508544187393769	-1.3914803956993471	1.2813409350999818	1.85643615837441	1.8991765408654315	1.63241478952276	1.7051880167699325	1.4227597136231729	2.375593368107689	1.334144673623935	2.3787276431248845	False	False
Cdh5	4w	TG BAT	U	87	1.87375339132317	P55284	P33151	0.9730665756118604	0.4171760615491588	2.159008866344493	0.9448736823498171	BAT	TG	0.3021877896229138	0.32900432900432897	1.2007632151984708	1.1837919954192622	-1.4683599791172035	1.318968090780292	-2.9559041497543115	1.66169403697237	1.1018064348005223	1.1549708583658502	1.3230086371774399	1.367245257076008	0.7865720087660201	1.5233697079656807	0.3727476869952303	1.8308651826058149	False	False
Cdh5	5w	TG BAT	R	4	1.2570676917444	P55284	P33151	0.6257267088735399	0.41973382431768297	1.5041460713755068	1.1679664679280233	BAT	TG	0.2759785939451118	0.3822843822843822	1.2343089780733116	1.1729368696275293	-1.7380765688262791	1.424651354298333	-1.8666259479065528	1.4642740281621425	0.9233986643995544	0.9514252386713392	1.139759261809275	1.1159617411317857	0.5474012225559403	1.355449254786738	0.49468864687923103	1.3521086819198778	False	False
Collagen4a1	4w	TG BAT	S	4	1.01405510968636	P02463	P02462	0.7874068740253557	0.3448299954552109	0.6572752911526892	0.9448693648481392	BAT	TG	0.07038797675170101	0.11428571428571427	1.1021769303538271	1.1884840852529601	-1.1047363721590158	1.094806665914626	-1.1531926567792108	1.1328422062685235	0.992764346811594	0.9366773914980658	1.0942019603335251	1.1132261728117074	0.8478741309725254	1.0254806520236064	0.860883340676412	1.124645352946776	False	False
Cxcl10	4w	TG BAT	U	87	0.330763161187133	P17515	P02778	0.9196462815673618	0.4880883089566364	-1.2065093745823512	-1.0038589210579525	BAT	TG	0.5819007796742461	0.7857142857142857	-1.1697087119041285	1.1476734350522655	-1.7685532291505366	1.4345660715678232	-2.5733514655855942	1.6114017018765687	0.43691778004538107	0.3743874043207986	0.373526994882459	0.4296744783571523	0.21169134078063492	0.5370834678609623	0.1697855057455028	0.7040500543452592	False	False
Cxcl10	5w	TG BAT	R	4	0.19445214067911498	P17515	P02778	0.4499560411426475	0.3448255134328233	-0.7409657653226642	-0.7539284233970424	BAT	TG	0.4860390168803544	0.7788655788655791	-1.002637518785087	-1.143819723452852	-1.6688331347481806	1.400778916011339	-2.8806326129718047	1.6528540309177606	0.1949650118529565	0.21730548520797816	0.19445214067911498	0.18998228545316345	0.1302140284030066	0.3043969420129497	0.06768131797682482	0.3222487057290881	False	False
Cxcl12	5w	TG BAT	R	4	1.63529126332151	P40224	P48061	0.7283493292673093	0.3138913962706683	2.889349452802922	0.8104088555756246	BAT	TG	0.2217773317166824	0.4135864135864136	1.064647176161733	1.2406624600946632	-1.8797576892036942	1.4680165397149556	-2.6487135018336154	1.622458223848018	0.8206007240200555	0.7921007752737791	0.8736502435842259	0.9827296964940564	0.4213845113246112	1.1628170392229469	0.3098110548581344	1.3313903931819766	False	False
Dio2	4w	TG BAT	S	4	2.84292267858964	Q9Z1Y9	Q92813	1.0359656853241002	1.07244648949691	1.6848924500775722	1.2326051525414634	BAT	TG	0.10219730739292024	0.1507936507936508	1.9512313590104569	1.6104999682455197	-2.859803886266147	1.6503256727489686	7.284158121949774	2.1372842246500166	1.3529716139918202	1.464060105925777	2.63996064107183	2.357868754102996	0.5119442325946698	2.416175979256884	9.855259170826011	2.891684886983989	False	True
Dio2	5w	TG BAT	R	4	1.8538081297528501	Q9Z1Y9	Q92813	0.4016558702219014	0.6820618494579512	2.129062431339628	0.9803658788122204	BAT	TG	0.4877820947573139	0.8809755925114653	1.2053581473248551	-1.1804434832014146	-1.5600999566140707	1.3590154299021144	-1.6618946363295697	1.398277136143491	0.9127819841783076	1.263459392527053	1.1002292013606698	1.070326034670034	0.8098579755550886	1.7170608094990172	0.5492417895963979	1.2763221787602173	False	False
Egfr	4w	TG BAT	S	4	0.34973011804461895	Q01279	P00533	0.7312753602298928	0.4632567061558391	-0.8236151514165504	-0.8400016344634625	BAT	TG	0.3721966941227498	0.42063492063492064	-1.0585829059335603	-1.0880488660003556	-1.2116314777038704	1.1746665397839675	-1.2927266778456852	1.226441275532049	0.37021832465216	0.3722639181955408	0.34973011804461895	0.342138969882828	0.3072418677179037	0.4372859686731778	0.28638561499258663	0.4540510343117333	False	False
Elovl3	4w	TG BAT	S	6	1.1035206799834298	O35949	Q9HB03	0.5814245539250733	0.8108755329711288	0.6438671594213041	1.025017586679431	BAT	TG	0.4627714719067793	0.7301587301587302	-1.1001872561766977	-1.2441831536300647	-1.6353639207793078	1.3885153100825014	11.79042758245505	2.084814566139066	1.47064869711189	1.7575159976675718	1.33672580631646	1.4125862358285377	1.074694124858799	2.4403378704763456	17.33957696252961	3.066029825412308	False	True
