phos	tf	dist
O15530	P31269	0.0
O15530	Q13330	0.0
O15530	P08151	0.0
O15530	O15516	0.0
O15530	Q15233	0.0
O15530	P84022	0.0017153253764133967
O15530	Q8TAQ2	6.655844498059975e-06
O15530	P23511	5.892811766792008e-06
O15530	P21675	0.0
O15530	Q13568	5.892811766792008e-06
O15530	O75626	0.00017028017243202163
O15530	P10914	3.3335505803598443e-07
O15530	P18848	9.364803089490126e-06
O15530	Q14653	0.0
O15530	P41182	7.409586539821125e-05
O15530	P26367	0.0
O15530	P15407	6.624841330716572e-05
O15530	P25490	3.0576162147992056e-06
O15530	Q99612	0.0
O15530	P10244	3.6942635690662144e-05
O15530	P49711	0.0
O15530	P20823	2.6175177993975274e-05
O15530	Q9UIS9	0.0
O15530	P37231	0.00017628027714186473
O15530	P22736	0.0
O15530	P06401	1.6343022202186842e-05
O15530	P08047	0.00034095484936935255
O15530	Q06546	0.01042494803821244
O15530	P15923	2.0210900228278896e-06
O15530	O00716	3.0576162147992056e-06
O15530	Q13761	0.0
O15530	P52630	0.0
O15530	Q14469	2.4913497416224733e-08
O15530	Q9Y618	0.00013042347856752416
O15530	O75444	0.0
O15530	P17861	9.675731913840397e-06
O15530	P49715	5.0553144571186345e-06
O15530	O43524	0.0027156810343741417
O15530	P23771	2.3282254105970323e-05
O15530	P40763	0.0035617422499978364
O15530	P42224	8.340986531537539e-06
O15530	Q96AV8	0.0
O15530	Q03164	0.0
O15530	O75461	0.0
O15530	P25963	7.861026351480576e-06
O15530	Q01201	2.6168810705404712e-05
O15530	O00327	7.95043199966934e-09
O15530	P15172	3.345203166215584e-05
O15530	Q9UL17	4.352504170983521e-06
O15530	P15976	1.751999564582612e-05
O15530	P98177	0.001740578771679228
O15530	P23246	0.0
O15530	Q01094	0.00022004519545801488
O15530	P01100	8.879431552043301e-06
O15530	P35638	8.648739313236764e-06
O15530	Q06710	2.4913497416224733e-08
O15530	Q00613	6.436492109882866e-05
O15530	O75469	0.00013041482962800898
O15530	P10071	6.436492109882866e-05
O15530	Q02078	0.0
O15530	P01106	0.00013936517122567214
O15530	P36956	4.352504170983521e-06
O15530	P20226	1.7555184362752807e-05
O15530	Q02447	0.0
O15530	P04150	0.00033037123486628727
O15530	Q9Y6Q9	5.472651450572009e-07
O15530	O75376	8.648939515173289e-09
O15530	P17275	0.0001643873606652296
O15530	Q92985	0.0
O15530	Q16236	0.007225362509057047
O15530	P48431	8.355266378330061e-06
O15530	Q9UBC3	0.0
O15530	P25208	5.892811766792008e-06
O15530	P17676	0.0032249480382124393
O15530	P10242	6.888551738255154e-05
O15530	Q13562	0.0
O15530	P18846	0.0
O15530	O15350	3.5962584635050304e-05
O15530	O94916	3.7718026359165434e-06
O15530	Q15796	4.305681161292483e-05
O15530	Q04206	3.038018846511869e-05
O15530	Q08050	3.441585024317807e-07
O15530	Q99801	3.1567550076014166e-06
O15530	P14859	7.317137566410973e-08
O15530	Q9UKL0	0.0
O15530	P04198	0.0
O15530	P18847	6.686952500193896e-06
O15530	Q99814	0.0
O15530	P10275	0.00017889944546181825
O15530	P27540	0.0003823830976813641
O15530	P67809	0.0017153253764133967
O15530	P16220	0.0018966742939265978
O15530	P32243	0.0
O15530	O60381	0.0
O15530	Q14526	1.0379729100217141e-05
O15530	P19838	0.0006084230728576507
O15530	Q02535	6.7371076048899855e-06
O15530	Q16656	0.0017153253764133967
O15530	Q08945	0.0
O15530	Q01196	4.659938168347428e-06
O15530	Q9UM63	5.892811766792008e-06
O15530	Q02962	1.5563369451088975e-09
O15530	P11473	5.892811766792008e-06
O15530	P17535	1.0373756555249526e-06
O15530	P51692	1.98841491280837e-08
O15530	P20749	0.0
O15530	P10276	9.506108459943675e-06
O15530	Q16665	0.0032775122303282827
O15530	Q15329	0.0
O15530	P26358	2.2752144319005377e-05
O15530	P03372	0.0003327146899466262
O15530	Q15596	0.0
O15530	O43474	0.0002948021902932386
O15530	Q9UGL1	6.116409230082737e-06
O15530	Q01543	0.0
O15530	Q15788	0.0
O15530	Q15672	0.0
O15530	Q92922	0.0017153253764133967
O15530	P17947	0.00017520236040189383
O15530	O75030	0.0
O15530	P48436	1.5563369451088975e-09
O15530	P22415	8.648739313236764e-06
O15530	Q13485	0.0
O15530	Q9H3D4	0.00016618732205519503
O15530	Q00653	0.00025729875180163266
O15530	Q12778	0.0023909506914772346
O15530	Q02548	0.0
O15530	Q16254	0.0002764238452505369
O15530	Q9Y5W3	0.0
O15530	Q9BQA5	0.0
O15530	Q9UJU2	6.484559479226085e-08
O15530	P35398	0.0
O15530	Q06330	1.7288708694653485e-09
O15530	Q14209	3.0576162147992056e-06
O15530	Q99856	5.892811766792008e-06
O15530	Q04864	0.0
O15530	P15336	2.647568881179794e-06
O15530	P42229	5.070705548147642e-05
O15530	P11831	0.0
O15530	Q07869	0.0
O15530	Q13950	0.0002764238452505369
