phos	tf	dist
P15498	P31269	0.0
P15498	P08151	4.783387483941811e-05
P15498	Q00978	0.00029580152842127483
P15498	Q13887	2.511261170223654e-05
P15498	P84022	0.0009071132165243303
P15498	Q8TAQ2	3.735952552083159e-06
P15498	P19793	0.00010641294524610453
P15498	Q15797	7.425129973630391e-05
P15498	Q13568	8.858170152927478e-06
P15498	P10914	0.00016011058563205894
P15498	P18848	1.1328560341058034e-05
P15498	Q14653	0.0001310778325229812
P15498	P55055	2.246589430183115e-05
P15498	Q13469	0.00044115848174531316
P15498	P25490	0.0
P15498	Q99612	0.0
P15498	P20823	1.6655603696442942e-05
P15498	Q9UIS9	0.0
P15498	P37231	0.00018474936126873195
P15498	P22736	2.8600028777959413e-05
P15498	P06401	2.0534557149682916e-05
P15498	P08047	4.40044117523317e-06
P15498	O95644	7.582482763645603e-06
P15498	Q06546	0.0
P15498	O43889	0.0
P15498	Q13133	2.0853231679917972e-05
P15498	P15923	1.6655603696442942e-05
P15498	Q13761	1.2973535657687845e-05
P15498	P52630	0.00202128431567811
P15498	Q14469	7.542288034825391e-06
P15498	Q9Y618	8.805639505410335e-05
P15498	O43524	0.0004423985712855904
P15498	P23771	2.3870710756898605e-05
P15498	Q96RI1	5.341248416581096e-06
P15498	P40763	0.0035066569375502886
P15498	P32519	6.31839594765484e-07
P15498	P42224	0.0031221179420072216
P15498	P35869	4.519585971023708e-06
P15498	P25963	0.00040349465115819996
P15498	Q01201	7.231994656842054e-05
P15498	P10070	1.521260604319553e-05
P15498	O00327	0.0
P15498	P15976	3.735952552083159e-06
P15498	P98177	1.648434626038599e-05
P15498	P23246	8.043263118529559e-06
P15498	Q01094	4.601593148326551e-05
P15498	P01100	0.0006236373009037723
P15498	P35638	3.0187713518130245e-05
P15498	Q00613	0.0002587503207899197
P15498	O75469	3.312974015425927e-06
P15498	P19419	0.00029960947943573324
P15498	P10827	1.6009041148707338e-05
P15498	P10071	1.5253698221242303e-05
P15498	Q9Y5J3	7.542288034825391e-06
P15498	Q02078	8.703549569371032e-05
P15498	P01106	0.0005022616987016176
P15498	P36956	0.00026049939918847825
P15498	P04150	6.132954168557459e-05
P15498	P24468	2.9310684965675222e-05
P15498	Q9Y6Q9	0.00016921228285874404
P15498	O75376	1.075988087356993e-05
P15498	Q92985	0.00011765045951224745
P15498	Q16236	0.00042964204370710764
P15498	P17676	7.545980912350903e-06
P15498	P10242	2.02687300139427e-05
P15498	P14316	2.5294890335237958e-05
P15498	P23769	3.735952552083159e-06
P15498	Q03181	9.262786592278627e-06
P15498	P28324	1.981227725097624e-05
P15498	P17544	0.0
P15498	Q05215	6.31839594765484e-07
P15498	P18846	9.324337397023395e-05
P15498	O15350	0.00016175650767888774
P15498	Q15796	0.00035931730130223365
P15498	Q04206	0.00047026665742408555
P15498	Q08050	2.8374572997089473e-05
P15498	P14859	0.0006831552105475546
P15498	P18847	0.0
P15498	P17542	8.295839212770739e-06
P15498	P10275	0.00034630842744182405
P15498	P27540	1.8585468300634111e-06
P15498	P67809	1.8044130397726815e-05
P15498	P13631	8.245674264877889e-06
P15498	P53567	0.0
P15498	P16220	0.00015299052233330178
P15498	Q92731	1.9449274406982627e-05
P15498	P19838	0.0008290366473635109
P15498	Q02535	8.043263118529559e-06
P15498	Q01196	0.0
P15498	Q15306	0.0
P15498	P28702	3.550329912405299e-05
P15498	P11473	4.412016693324516e-06
P15498	P17535	7.897023170703904e-08
P15498	P51692	0.0025564995772659384
P15498	P20749	3.623722031996374e-05
P15498	P78545	5.578815162976136e-06
P15498	Q9NPC7	9.597287280676757e-07
P15498	P10276	9.183421104659634e-05
P15498	Q16665	6.69156247174956e-05
P15498	P26358	8.349037747017471e-05
P15498	P03372	0.00050149819375293
P15498	Q15596	1.3196845738315369e-05
P15498	P61244	2.7423569372912843e-05
P15498	P10826	6.258558766748574e-06
P15498	Q92922	3.735952552083159e-06
P15498	P17947	0.028125459791403146
P15498	P17028	5.204322305907389e-07
P15498	P22415	3.5528586160142375e-06
P15498	Q14186	4.117130564911801e-06
P15498	Q13485	0.0005615132677498027
P15498	Q14934	1.4017173480349404e-05
P15498	Q00653	0.00015856371324951597
P15498	Q12778	4.179102322859218e-05
P15498	Q9UJU2	0.00013002946253136841
P15498	P15408	3.947402047263625e-08
P15498	P35398	0.0
