gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human
Tnfa	4w	TG BAT	S	10	0.0343815801954518	P06804	P01375
Tnfa	4w	TG BAT	S	12	0.217155901160881	P06804	P01375
Tnfa	4w	WT gWAT	S	213	0.156969932552605	P06804	P01375
Tnfa	4w	WT gWAT	S	215	0.715525667276224	P06804	P01375
Tnfa	4w	WT gWAT	S	217	0.986608567245211	P06804	P01375
Tnfa	4w	WT gWAT	S	219	1.14618837617805	P06804	P01375
Tnfa	4w	WT gWAT	S	221	0.50887994111141	P06804	P01375
Tnfa	4w	TG ScW	T	4	1.36035034053064	P06804	P01375
Tnfa	4w	TG ScW	T	6	1.83641485326865	P06804	P01375
Tnfa	4w	TG ScW	T	8	1.26140004406784	P06804	P01375
Tnfa	4w	TG ScW	T	10	1.90772526478774	P06804	P01375
Tnfa	4w	TG gWAT	W	211	1.1297387002829	P06804	P01375
Tnfa	4w	TG gWAT	W	213	0.616937006004462	P06804	P01375
Tnfa	4w	TG gWAT	W	215	0.891218310947478	P06804	P01375
Tnfa	4w	TG gWAT	W	217	0.719161889853135	P06804	P01375
Tnfa	4w	TG gWAT	W	219	0.504047050915641	P06804	P01375
F480	4w	WT BAT	P	4	0.795374564488075	Q61549	Q14246
F480	4w	WT BAT	P	6	0.879252752564516	Q61549	Q14246
F480	4w	WT BAT	P	8	0.450548519036814	Q61549	Q14246
F480	4w	WT BAT	P	10	0.630807913872404	Q61549	Q14246
F480	4w	WT BAT	P	12	0.586644772261255	Q61549	Q14246
F480	4w	WT BAT	P	14	0.753347796549924	Q61549	Q14246
F480	4w	WT SCW	R	6	1.77999579721882	Q61549	Q14246
F480	4w	WT SCW	R	8	1.35259368912165	Q61549	Q14246
F480	4w	WT SCW	R	10	1.23432921056188	Q61549	Q14246
F480	4w	WT SCW	R	12	0.955364698915899	Q61549	Q14246
F480	4w	WT SCW	R	14	1.74225665916203	Q61549	Q14246
F480	4w	TG BAT	S	4	0.703816179447984	Q61549	Q14246
F480	4w	TG BAT	S	6	0.797505474245186	Q61549	Q14246
F480	4w	TG BAT	S	8	0.80809276511102	Q61549	Q14246
F480	4w	TG BAT	S	12	0.595580484101011	Q61549	Q14246
F480	4w	WT gWAT	S	213	0.0210559063244138	Q61549	Q14246
F480	4w	WT gWAT	S	215	1.34962200959534	Q61549	Q14246
F480	4w	WT gWAT	S	217	1.40884786197576	Q61549	Q14246
F480	4w	WT gWAT	S	219	1.22266895894713	Q61549	Q14246
F480	4w	WT gWAT	S	221	1.20487415828818	Q61549	Q14246
F480	4w	TG ScW	T	6	2.23713433528411	Q61549	Q14246
F480	4w	TG ScW	T	8	1.40711868174352	Q61549	Q14246
F480	4w	TG ScW	T	10	2.25120758929438	Q61549	Q14246
F480	4w	TG ScW	T	12	0.99147776749943	Q61549	Q14246
F480	4w	TG gWAT	W	211	1.41739012644694	Q61549	Q14246
F480	4w	TG gWAT	W	213	1.62056950564614	Q61549	Q14246
F480	4w	TG gWAT	W	215	2.01338013989089	Q61549	Q14246
F480	4w	TG gWAT	W	217	1.29701698839592	Q61549	Q14246
F480	4w	TG gWAT	W	219	1.00855391490425	Q61549	Q14246
Pdgfrbeta	4w	WT BAT	P	6	2.84634327248642	P05622	P09619
Pdgfrbeta	4w	WT BAT	P	8	2.15067734368244	P05622	P09619
Pdgfrbeta	4w	WT BAT	P	10	2.28437418163114	P05622	P09619
Pdgfrbeta	4w	WT BAT	P	12	2.04551846376252	P05622	P09619
Pdgfrbeta	4w	WT BAT	P	14	2.13357917173469	P05622	P09619
Pdgfrbeta	4w	WT SCW	R	6	0.95912068137406	P05622	P09619
Pdgfrbeta	4w	WT SCW	R	8	0.820673270338436	P05622	P09619
Pdgfrbeta	4w	WT SCW	R	10	1.32204380299928	P05622	P09619
Pdgfrbeta	4w	WT SCW	R	12	1.06047684402563	P05622	P09619
Pdgfrbeta	4w	WT SCW	R	14	1.10729693378944	P05622	P09619
Pdgfrbeta	4w	TG BAT	S	4	2.46885024168942	P05622	P09619
Pdgfrbeta	4w	TG BAT	S	8	2.54013215418612	P05622	P09619
Pdgfrbeta	4w	TG BAT	S	10	2.70531397064398	P05622	P09619
Pdgfrbeta	4w	TG BAT	S	12	2.68104106474763	P05622	P09619
Pdgfrbeta	4w	WT gWAT	S	211	1.62760467219961	P05622	P09619
Pdgfrbeta	4w	WT gWAT	S	215	1.50613991724652	P05622	P09619
Pdgfrbeta	4w	WT gWAT	S	217	1.24155130818997	P05622	P09619
Pdgfrbeta	4w	WT gWAT	S	219	1.32396950935884	P05622	P09619
Pdgfrbeta	4w	WT gWAT	S	221	0.977480101853565	P05622	P09619
Pdgfrbeta	4w	TG ScW	T	4	1.61700050027133	P05622	P09619
Pdgfrbeta	4w	TG ScW	T	6	1.96291035199796	P05622	P09619
Pdgfrbeta	4w	TG ScW	T	8	1.49745558561842	P05622	P09619
Pdgfrbeta	4w	TG ScW	T	10	2.20508483750208	P05622	P09619
Pdgfrbeta	4w	TG ScW	T	12	0.928867791420362	P05622	P09619
Pdgfrbeta	4w	TG gWAT	W	211	1.1951894247845	P05622	P09619
Pdgfrbeta	4w	TG gWAT	W	213	1.17352659157694	P05622	P09619
Pdgfrbeta	4w	TG gWAT	W	215	1.74566054066414	P05622	P09619
Pdgfrbeta	4w	TG gWAT	W	217	1.65325808487057	P05622	P09619
Pdgfrbeta	4w	TG gWAT	W	219	1.15956180507441	P05622	P09619
Tie2	4w	WT BAT	P	4	3.71051148393805	Q02858	Q02763
Tie2	4w	WT BAT	P	6	3.91203235371631	Q02858	Q02763
Tie2	4w	WT BAT	P	8	4.25108734418675	Q02858	Q02763
Tie2	4w	WT BAT	P	10	4.28592973789092	Q02858	Q02763
Tie2	4w	WT BAT	P	12	3.28256318735414	Q02858	Q02763
Tie2	4w	WT BAT	P	14	3.53890112024804	Q02858	Q02763
Tie2	4w	WT SCW	R	6	0.893254004947579	Q02858	Q02763
Tie2	4w	WT SCW	R	8	1.20891873638654	Q02858	Q02763
Tie2	4w	WT SCW	R	10	1.70347197525583	Q02858	Q02763
Tie2	4w	WT SCW	R	12	1.13342776152661	Q02858	Q02763
Tie2	4w	WT SCW	R	14	1.49277478303789	Q02858	Q02763
Tie2	4w	TG BAT	S	4	3.68613287935074	Q02858	Q02763
Tie2	4w	TG BAT	S	8	4.11924513473988	Q02858	Q02763
Tie2	4w	TG BAT	S	10	4.29419454806581	Q02858	Q02763
Tie2	4w	TG BAT	S	12	2.75841904782487	Q02858	Q02763
Tie2	4w	TG ScW	T	4	2.62472209915958	Q02858	Q02763
Tie2	4w	TG ScW	T	6	2.45026871450109	Q02858	Q02763
Tie2	4w	TG ScW	T	8	1.34416934571547	Q02858	Q02763
Tie2	4w	TG ScW	T	10	2.21011801070755	Q02858	Q02763
Mcam	4w	WT BAT	P	4	2.63149561857798	Q8R2Y2	P43121
Mcam	4w	WT BAT	P	6	3.44323509280459	Q8R2Y2	P43121
Mcam	4w	WT BAT	P	8	2.57265413395205	Q8R2Y2	P43121
Mcam	4w	WT BAT	P	10	1.93107644811356	Q8R2Y2	P43121
Mcam	4w	WT BAT	P	12	2.2031106325121	Q8R2Y2	P43121
Mcam	4w	WT SCW	R	4	1.91542141334376	Q8R2Y2	P43121
Mcam	4w	WT SCW	R	6	1.61215299981169	Q8R2Y2	P43121
Mcam	4w	WT SCW	R	8	1.60353455603109	Q8R2Y2	P43121
Mcam	4w	WT SCW	R	10	1.47408296223828	Q8R2Y2	P43121
Mcam	4w	WT SCW	R	12	1.41919809125856	Q8R2Y2	P43121
Mcam	4w	WT SCW	R	14	1.91405786557702	Q8R2Y2	P43121
Mcam	4w	TG BAT	S	4	2.94898457121134	Q8R2Y2	P43121
Mcam	4w	TG BAT	S	6	2.20029055195147	Q8R2Y2	P43121
Mcam	4w	TG BAT	S	8	2.64352369113884	Q8R2Y2	P43121
Mcam	4w	TG BAT	S	10	2.23800652049217	Q8R2Y2	P43121
Mcam	4w	WT gWAT	S	215	2.26227699180171	Q8R2Y2	P43121
Mcam	4w	WT gWAT	S	217	2.9069868343959	Q8R2Y2	P43121
Mcam	4w	WT gWAT	S	219	2.38187298493254	Q8R2Y2	P43121
Mcam	4w	WT gWAT	S	221	1.69029906850622	Q8R2Y2	P43121
Mcam	4w	TG ScW	T	4	2.70843487647549	Q8R2Y2	P43121
Mcam	4w	TG ScW	T	6	2.52308824947776	Q8R2Y2	P43121
Mcam	4w	TG ScW	T	8	1.87972801852079	Q8R2Y2	P43121
Mcam	4w	TG ScW	T	10	2.22460771991838	Q8R2Y2	P43121
Mcam	4w	TG gWAT	W	211	2.23991395252626	Q8R2Y2	P43121
Mcam	4w	TG gWAT	W	213	2.03699318329296	Q8R2Y2	P43121
Mcam	4w	TG gWAT	W	217	2.34752059203868	Q8R2Y2	P43121
Mcam	4w	TG gWAT	W	219	1.78905355419049	Q8R2Y2	P43121
Rgs5	4w	WT BAT	P	4	4.57563527215401	O08850	O15539
Rgs5	4w	WT BAT	P	6	3.96242357849162	O08850	O15539
Rgs5	4w	WT BAT	P	8	3.39550949258604	O08850	O15539
Rgs5	4w	WT BAT	P	10	3.60026141786335	O08850	O15539
Rgs5	4w	WT BAT	P	12	4.18926757796355	O08850	O15539
Rgs5	4w	WT BAT	P	14	4.16551284351625	O08850	O15539
Rgs5	4w	WT SCW	R	4	1.19290445373331	O08850	O15539
Rgs5	4w	WT SCW	R	6	0.662269553795778	O08850	O15539
Rgs5	4w	WT SCW	R	8	0.583107774579011	O08850	O15539
Rgs5	4w	WT SCW	R	10	0.889874404408159	O08850	O15539
Rgs5	4w	WT SCW	R	12	1.26071643803585	O08850	O15539
Rgs5	4w	WT SCW	R	14	0.840641110424836	O08850	O15539
Rgs5	4w	TG BAT	S	4	4.28957891977741	O08850	O15539
Rgs5	4w	TG BAT	S	8	4.09936276723302	O08850	O15539
Rgs5	4w	TG BAT	S	10	5.35895862445364	O08850	O15539
Rgs5	4w	TG BAT	S	12	4.62584401699007	O08850	O15539
Rgs5	4w	WT gWAT	S	215	0.571549937623492	O08850	O15539
Rgs5	4w	WT gWAT	S	217	0.738238663004484	O08850	O15539
Rgs5	4w	WT gWAT	S	219	1.02146157850741	O08850	O15539
Rgs5	4w	WT gWAT	S	221	0.842112911059287	O08850	O15539
Rgs5	4w	TG ScW	T	4	1.38698140444426	O08850	O15539
Rgs5	4w	TG ScW	T	6	2.26161464428234	O08850	O15539
Rgs5	4w	TG ScW	T	8	1.9105572940259	O08850	O15539
Rgs5	4w	TG ScW	T	10	2.0458965118291	O08850	O15539
Rgs5	4w	TG ScW	T	12	1.2566898461692	O08850	O15539
Rgs5	4w	TG gWAT	W	211	0.772464040167059	O08850	O15539
Rgs5	4w	TG gWAT	W	213	0.701086017675193	O08850	O15539
Rgs5	4w	TG gWAT	W	215	1.25358643544204	O08850	O15539
Rgs5	4w	TG gWAT	W	217	1.27971203170992	O08850	O15539
Rgs5	4w	TG gWAT	W	219	1.05150898406402	O08850	O15539
Bmp7	4w	WT BAT	P	4	1.67554733725415	P23359	P18075
Bmp7	4w	WT BAT	P	6	1.36776603248014	P23359	P18075
Bmp7	4w	WT BAT	P	8	1.00166821701951	P23359	P18075
Bmp7	4w	WT BAT	P	10	1.60719493380486	P23359	P18075
Bmp7	4w	WT BAT	P	12	1.15577954861455	P23359	P18075
Bmp7	4w	WT SCW	R	4	0.584826370080602	P23359	P18075
Bmp7	4w	WT SCW	R	8	0.760270661278333	P23359	P18075
Bmp7	4w	WT SCW	R	10	0.5856959436984	P23359	P18075
Bmp7	4w	WT SCW	R	12	0.64878094013427	P23359	P18075
Bmp7	4w	WT SCW	R	14	0.413260498574021	P23359	P18075
Bmp7	4w	TG BAT	S	4	1.62318351402223	P23359	P18075
Bmp7	4w	TG BAT	S	6	0.981832930530188	P23359	P18075
Bmp7	4w	TG BAT	S	8	1.00853638468008	P23359	P18075
Bmp7	4w	TG BAT	S	10	1.67262843139563	P23359	P18075
Bmp7	4w	TG BAT	S	12	1.27278447127329	P23359	P18075
Bmp7	4w	TG ScW	T	4	0.902184550319103	P23359	P18075
Bmp7	4w	TG ScW	T	6	0.942624495567094	P23359	P18075
Bmp7	4w	TG ScW	T	8	0.906439716681618	P23359	P18075
Bmp7	4w	TG ScW	T	10	0.558479757129824	P23359	P18075
Bmp4	4w	WT BAT	P	4	2.25958690911318	P21275	P12644
Bmp4	4w	WT BAT	P	6	1.63713712375072	P21275	P12644
Bmp4	4w	WT BAT	P	8	1.17307393668136	P21275	P12644
Bmp4	4w	WT BAT	P	10	2.61572619682669	P21275	P12644
Bmp4	4w	WT BAT	P	12	1.27144400982826	P21275	P12644
Bmp4	4w	WT BAT	P	14	0.738383231018517	P21275	P12644
Bmp4	4w	WT SCW	R	4	3.36289428145163	P21275	P12644
Bmp4	4w	WT SCW	R	6	1.35091618781198	P21275	P12644
Bmp4	4w	WT SCW	R	8	2.02076889767043	P21275	P12644
Bmp4	4w	WT SCW	R	10	1.70325031791759	P21275	P12644
Bmp4	4w	WT SCW	R	12	3.59777842320366	P21275	P12644
Bmp4	4w	WT SCW	R	14	2.07296478362795	P21275	P12644
Bmp4	4w	TG BAT	S	4	1.5809361383373	P21275	P12644
Bmp4	4w	TG BAT	S	6	1.19128948460951	P21275	P12644
Bmp4	4w	TG BAT	S	8	1.89061520591853	P21275	P12644
Bmp4	4w	TG BAT	S	10	1.34399551454452	P21275	P12644
Bmp4	4w	TG ScW	T	4	5.17376697927369	P21275	P12644
Bmp4	4w	TG ScW	T	6	2.42422468193062	P21275	P12644
Bmp4	4w	TG ScW	T	8	4.74580097473896	P21275	P12644
Bmp4	4w	TG ScW	T	10	2.83730837498955	P21275	P12644
Bmp4	4w	TG ScW	T	12	1.29917235595097	P21275	P12644
Actr2	4w	WT BAT	P	4	2.44369242877297	P61161	P61160
Actr2	4w	WT BAT	P	6	2.46705135002315	P61161	P61160
Actr2	4w	WT BAT	P	8	2.47582008716131	P61161	P61160
Actr2	4w	WT BAT	P	10	2.03993646448971	P61161	P61160
Actr2	4w	WT BAT	P	14	2.2699824947568	P61161	P61160
Actr2	4w	WT SCW	R	4	3.25258392203184	P61161	P61160
Actr2	4w	WT SCW	R	6	2.84474151419264	P61161	P61160
Actr2	4w	WT SCW	R	8	2.11105153162591	P61161	P61160
Actr2	4w	WT SCW	R	10	2.80822496127486	P61161	P61160
Actr2	4w	WT SCW	R	12	1.91948558395557	P61161	P61160
Actr2	4w	WT SCW	R	14	1.64118598298716	P61161	P61160
Actr2	4w	TG BAT	S	4	2.32044846264591	P61161	P61160
Actr2	4w	TG BAT	S	6	3.12677719899271	P61161	P61160
Actr2	4w	TG BAT	S	8	2.57847290562039	P61161	P61160
Actr2	4w	TG BAT	S	10	1.71206316861865	P61161	P61160
Actr2	4w	TG BAT	S	12	1.3461884899007	P61161	P61160
Actr2	4w	TG ScW	T	4	3.8677038101541	P61161	P61160
Actr2	4w	TG ScW	T	6	3.50961352802418	P61161	P61160
Actr2	4w	TG ScW	T	8	3.65633946183357	P61161	P61160
Actr2	4w	TG ScW	T	10	2.59694266137538	P61161	P61160
Actr2b	4w	WT BAT	P	4	2.49084999429633	P61161	P61160
Actr2b	4w	WT BAT	P	6	2.5728017687873	P61161	P61160
Actr2b	4w	WT BAT	P	8	3.19978623861292	P61161	P61160
Actr2b	4w	WT BAT	P	10	2.20377506800935	P61161	P61160
Actr2b	4w	WT BAT	P	12	1.61722600935932	P61161	P61160
Actr2b	4w	WT BAT	P	14	1.60469701228109	P61161	P61160
Actr2b	4w	WT SCW	R	6	0.505956317193237	P61161	P61160
Actr2b	4w	WT SCW	R	8	0.791687859825102	P61161	P61160
Actr2b	4w	WT SCW	R	10	0.780559199945646	P61161	P61160
Actr2b	4w	WT SCW	R	12	0.755367648772189	P61161	P61160
Actr2b	4w	WT SCW	R	14	0.654158885831628	P61161	P61160
Actr2b	4w	TG BAT	S	4	1.93748371623274	P61161	P61160
Actr2b	4w	TG BAT	S	6	2.30314946207104	P61161	P61160
Actr2b	4w	TG BAT	S	8	2.28213862728543	P61161	P61160
Actr2b	4w	TG BAT	S	10	1.86810266154031	P61161	P61160
Actr2b	4w	TG ScW	T	4	1.70186144896086	P61161	P61160
Actr2b	4w	TG ScW	T	6	1.08960494623506	P61161	P61160
Actr2b	4w	TG ScW	T	8	0.914287459521869	P61161	P61160
Actr2b	4w	TG ScW	T	10	1.02225582397195	P61161	P61160
Actr2b	4w	TG ScW	T	12	0.382731244121642	P61161	P61160
Bmpr2	4w	WT BAT	P	4	2.46799758446814	O35607	Q13873
Bmpr2	4w	WT BAT	P	6	2.44637198126723	O35607	Q13873
Bmpr2	4w	WT BAT	P	8	2.27838283228513	O35607	Q13873
Bmpr2	4w	WT BAT	P	10	2.15595429793916	O35607	Q13873
Bmpr2	4w	WT BAT	P	12	2.26430089312434	O35607	Q13873
Bmpr2	4w	WT SCW	R	4	1.90620515612835	O35607	Q13873
Bmpr2	4w	WT SCW	R	6	0.695822730774934	O35607	Q13873
Bmpr2	4w	WT SCW	R	8	0.806150607146137	O35607	Q13873
Bmpr2	4w	WT SCW	R	10	0.794841787815493	O35607	Q13873
Bmpr2	4w	WT SCW	R	12	0.648046583260315	O35607	Q13873
Bmpr2	4w	WT SCW	R	14	0.690016448795815	O35607	Q13873
Bmpr2	4w	TG BAT	S	4	2.03638297882891	O35607	Q13873
Bmpr2	4w	TG BAT	S	6	2.54309787679141	O35607	Q13873
Bmpr2	4w	TG BAT	S	8	2.30808314943932	O35607	Q13873
Bmpr2	4w	TG BAT	S	10	1.84329250006536	O35607	Q13873
Bmpr2	4w	TG BAT	S	12	1.6033869932029	O35607	Q13873
Bmpr2	4w	TG ScW	T	4	1.40788152746431	O35607	Q13873
Bmpr2	4w	TG ScW	T	6	1.43100920834327	O35607	Q13873
Bmpr2	4w	TG ScW	T	8	1.54012894962629	O35607	Q13873
Bmpr2	4w	TG ScW	T	10	1.6194609739645	O35607	Q13873
Bmp8btg	4w	WT SCW	R	4	0.00147975178644893	P55105	P34820
Bmp8btg	4w	WT SCW	R	6	0.00072524355941584	P55105	P34820
Bmp8btg	4w	WT SCW	R	10	857.737516526386	P55105	P34820
Bmp8btg	4w	WT SCW	R	14	0.00182994634967781	P55105	P34820
Bmp8btg	4w	TG BAT	S	4	10.6759359296733	P55105	P34820
Bmp8btg	4w	TG BAT	S	6	4.14599637022507	P55105	P34820
Bmp8btg	4w	TG BAT	S	8	5.30312349196213	P55105	P34820
Bmp8btg	4w	TG BAT	S	10	4.73306371506695	P55105	P34820
Bmp8btg	4w	TG BAT	S	12	4.35836497853986	P55105	P34820
Bmp8btg	4w	TG ScW	T	4	3.5462652231832	P55105	P34820
Bmp8btg	4w	TG ScW	T	6	2.88311365665899	P55105	P34820
Bmp8btg	4w	TG ScW	T	8	1.15192800350541	P55105	P34820
Bmp8btg	4w	TG ScW	T	10	0.805678659429677	P55105	P34820
Bmp8btg	4w	TG ScW	T	12	1.19681389589069	P55105	P34820
Bmp8b	4w	WT BAT	P	4	0.016936592817771	P55105	P34820
Bmp8b	4w	WT BAT	P	6	0.0688825404038192	P55105	P34820
Bmp8b	4w	WT BAT	P	8	0.0297744497137519	P55105	P34820
Bmp8b	4w	WT BAT	P	10	0.0106074469421212	P55105	P34820
Bmp8b	4w	WT BAT	P	12	0.0127829839021888	P55105	P34820
Bmp8b	4w	WT BAT	P	14	0.00649020066802039	P55105	P34820
Bmp8b	4w	WT SCW	R	4	0.0002433320933754	P55105	P34820
Bmp8b	4w	WT SCW	R	6	0.002933371575617	P55105	P34820
Bmp8b	4w	WT SCW	R	8	0.00069394618735441	P55105	P34820
Bmp8b	4w	WT SCW	R	10	0.0140275615721972	P55105	P34820
Bmp8b	4w	WT SCW	R	12	0.00022571457838916	P55105	P34820
Bmp8b	4w	WT SCW	R	14	0.0001710339260322	P55105	P34820
Bmp8b	4w	TG BAT	S	4	4.81983240567832	P55105	P34820
Bmp8b	4w	TG BAT	S	6	4.26792064019198	P55105	P34820
Bmp8b	4w	TG BAT	S	8	4.56373757175988	P55105	P34820
Bmp8b	4w	TG BAT	S	10	2.69997470347335	P55105	P34820
Bmp8b	4w	TG BAT	S	12	3.98271116679429	P55105	P34820
Bmp8b	4w	WT gWAT	S	89	0.000279464449273112	P55105	P34820
Bmp8b	4w	WT gWAT	S	91	0.000151815920246887	P55105	P34820
Bmp8b	4w	WT gWAT	S	93	0.000433744572619934	P55105	P34820
Bmp8b	4w	WT gWAT	S	95	0.000108786329958231	P55105	P34820
Bmp8b	4w	WT gWAT	S	97	0.00153887316139993	P55105	P34820
Bmp8b	4w	TG ScW	T	4	2.8180866269948	P55105	P34820
Bmp8b	4w	TG ScW	T	6	1.7806801269228	P55105	P34820
Bmp8b	4w	TG ScW	T	8	1.40056553271972	P55105	P34820
Bmp8b	4w	TG ScW	T	10	2.42065584910543	P55105	P34820
Bmp8b	4w	TG ScW	T	12	0.971038998524894	P55105	P34820
Bmp8b	4w	WT SKM	T	87	0.000410112253889946	P55105	P34820
Bmp8b	4w	WT SKM	T	89	0.000135864293714979	P55105	P34820
Bmp8b	4w	WT SKM	T	91	0.00167871904100841	P55105	P34820
Bmp8b	4w	WT SKM	T	93	0.000210106835746196	P55105	P34820
Bmp8b	4w	WT SKM	T	95	0.000177243359458579	P55105	P34820
Bmp8b	4w	WT SKM	T	97	0.000549134752739427	P55105	P34820
Bmp8b	4w	TG gWAT	W	87	6.77979557008885	P55105	P34820
Bmp8b	4w	TG gWAT	W	89	2.79876141506043	P55105	P34820
Bmp8b	4w	TG gWAT	W	91	1.76157147730382	P55105	P34820
Bmp8b	4w	TG gWAT	W	93	2.22972759436609	P55105	P34820
Bmp8b	4w	TG gWAT	W	95	1.76941786290751	P55105	P34820
Bmp8b	4w	TG SKM	X	87	0.158320663748203	P55105	P34820
Bmp8b	4w	TG SKM	X	89	0.140970149995625	P55105	P34820
Bmp8b	4w	TG SKM	X	91	0.0638871388678026	P55105	P34820
Bmp8b	4w	TG SKM	X	93	0.0739398853155629	P55105	P34820
Fgfr1	4w	WT BAT	P	4	0.804570423400314	P16092	P11362
Fgfr1	4w	WT BAT	P	6	0.806046848254914	P16092	P11362
Fgfr1	4w	WT BAT	P	8	0.625144476601673	P16092	P11362
Fgfr1	4w	WT BAT	P	10	0.767944417488703	P16092	P11362
Fgfr1	4w	WT BAT	P	14	0.651847498085643	P16092	P11362
Fgfr1	4w	WT SCW	R	6	0.453320206747438	P16092	P11362
Fgfr1	4w	WT SCW	R	8	0.56647942591218	P16092	P11362
Fgfr1	4w	WT SCW	R	10	0.550965023793816	P16092	P11362
Fgfr1	4w	WT SCW	R	12	0.422530649160384	P16092	P11362
Fgfr1	4w	WT SCW	R	14	0.707612429126516	P16092	P11362
Fgfr1	4w	TG BAT	S	4	0.842416073158359	P16092	P11362
Fgfr1	4w	TG BAT	S	6	1.25349080202616	P16092	P11362
Fgfr1	4w	TG BAT	S	8	1.03180116946182	P16092	P11362
Fgfr1	4w	TG BAT	S	10	0.657844173177665	P16092	P11362
Fgfr1	4w	TG BAT	S	12	0.876314221308378	P16092	P11362
Fgfr1	4w	TG ScW	T	4	1.03349339741754	P16092	P11362
Fgfr1	4w	TG ScW	T	6	1.31696858662263	P16092	P11362
Fgfr1	4w	TG ScW	T	8	0.883817348420858	P16092	P11362
Fgfr1	4w	TG ScW	T	10	1.34082249409197	P16092	P11362
Fgfr2	4w	WT BAT	P	6	1.07136646610978	P21803	P21802
Fgfr2	4w	WT BAT	P	8	0.94877672105096	P21803	P21802
Fgfr2	4w	WT BAT	P	10	0.649904822016227	P21803	P21802
Fgfr2	4w	WT BAT	P	12	0.900583324069931	P21803	P21802
Fgfr2	4w	WT BAT	P	14	0.874802300912892	P21803	P21802
Fgfr2	4w	WT SCW	R	4	0.541785672376719	P21803	P21802
Fgfr2	4w	WT SCW	R	6	0.531873693529162	P21803	P21802
Fgfr2	4w	WT SCW	R	10	0.406872351764682	P21803	P21802
Fgfr2	4w	WT SCW	R	12	0.442874849481846	P21803	P21802
Fgfr2	4w	WT SCW	R	14	0.463644876808048	P21803	P21802
Fgfr2	4w	TG BAT	S	4	1.20857349925025	P21803	P21802
Fgfr2	4w	TG BAT	S	6	1.75752977649664	P21803	P21802
Fgfr2	4w	TG BAT	S	8	0.116837349640495	P21803	P21802
Fgfr2	4w	TG BAT	S	10	0.891492152147275	P21803	P21802
Fgfr2	4w	TG BAT	S	12	0.734568622283742	P21803	P21802
Fgfr2	4w	TG ScW	T	6	0.80227961927611	P21803	P21802
Fgfr2	4w	TG ScW	T	8	0.44623110008529	P21803	P21802
Fgfr2	4w	TG ScW	T	10	0.637644958755118	P21803	P21802
Fgfr2	4w	TG ScW	T	12	0.353593556914138	P21803	P21802
Ng2	4w	WT BAT	P	4	0.800817018014349	Q8VHY0	Q6UVK1
Ng2	4w	WT BAT	P	6	0.886596376767482	Q8VHY0	Q6UVK1
Ng2	4w	WT BAT	P	8	0.758860622566003	Q8VHY0	Q6UVK1
Ng2	4w	WT BAT	P	12	0.951152438915005	Q8VHY0	Q6UVK1
Ng2	4w	WT BAT	P	14	0.899118341019546	Q8VHY0	Q6UVK1
Ng2	4w	WT SCW	R	6	0.54790208985409	Q8VHY0	Q6UVK1
Ng2	4w	WT SCW	R	8	0.48526457088955	Q8VHY0	Q6UVK1
Ng2	4w	WT SCW	R	10	0.313807861199407	Q8VHY0	Q6UVK1
Ng2	4w	WT SCW	R	12	0.474418869005822	Q8VHY0	Q6UVK1
Ng2	4w	WT SCW	R	14	0.563923426121335	Q8VHY0	Q6UVK1
Ng2	4w	TG BAT	S	4	0.869298290437804	Q8VHY0	Q6UVK1
Ng2	4w	TG BAT	S	6	0.808115306273834	Q8VHY0	Q6UVK1
Ng2	4w	TG BAT	S	8	0.904201390996623	Q8VHY0	Q6UVK1
Ng2	4w	TG BAT	S	10	1.0035888117436	Q8VHY0	Q6UVK1
Ng2	4w	WT gWAT	S	215	0.656636844865449	Q8VHY0	Q6UVK1
Ng2	4w	WT gWAT	S	217	0.887280656423852	Q8VHY0	Q6UVK1
Ng2	4w	WT gWAT	S	219	0.787748828987891	Q8VHY0	Q6UVK1
Ng2	4w	WT gWAT	S	221	1.01556209764537	Q8VHY0	Q6UVK1
Ng2	4w	TG ScW	T	4	0.514301256120356	Q8VHY0	Q6UVK1
Ng2	4w	TG ScW	T	6	0.764266863507794	Q8VHY0	Q6UVK1
Ng2	4w	TG ScW	T	8	0.0412812146861694	Q8VHY0	Q6UVK1
Ng2	4w	TG ScW	T	10	0.967420767760243	Q8VHY0	Q6UVK1
Ng2	4w	TG ScW	T	12	0.445281704350397	Q8VHY0	Q6UVK1
Ng2	4w	TG gWAT	W	211	1.0733603299374	Q8VHY0	Q6UVK1
Ng2	4w	TG gWAT	W	213	0.903446617581704	Q8VHY0	Q6UVK1
Ng2	4w	TG gWAT	W	217	1.10655308145935	Q8VHY0	Q6UVK1
Ng2	4w	TG gWAT	W	219	0.766438804740762	Q8VHY0	Q6UVK1
Egfr	4w	WT BAT	P	4	0.402962890227037	Q01279	P00533
Egfr	4w	WT BAT	P	6	0.437154536686304	Q01279	P00533
Egfr	4w	WT BAT	P	10	0.37021832465216	Q01279	P00533
Egfr	4w	WT BAT	P	12	0.335421408970955	Q01279	P00533
Egfr	4w	WT BAT	P	14	0.315562430441248	Q01279	P00533
Egfr	4w	WT SCW	R	6	0.982943587237688	Q01279	P00533
Egfr	4w	WT SCW	R	8	0.952568113765336	Q01279	P00533
Egfr	4w	WT SCW	R	10	0.864018572065363	Q01279	P00533
Egfr	4w	WT SCW	R	12	0.751919543254753	Q01279	P00533
Egfr	4w	WT SCW	R	14	1.0308086488422	Q01279	P00533
