gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human
Betaact	4w	TG gWAT	W	89	144.912258192966	P60710	P60709
Betaact	4w	TG gWAT	W	91	70.0166131391154	P60710	P60709
Betaact	4w	TG gWAT	W	93	125.681257309996	P60710	P60709
Betaact	4w	TG gWAT	W	95	188.482129123816	P60710	P60709
Betaact	4w	TG SKM	X	87	0.150356419058361	P60710	P60709
Betaact	4w	TG SKM	X	89	0.201647482614372	P60710	P60709
Betaact	4w	TG SKM	X	91	0.116166293254013	P60710	P60709
Betaact	4w	TG SKM	X	93	0.102917121733691	P60710	P60709
B2m	4w	WT BAT	P	4	34.1160027208327	P01887	P61769
B2m	4w	WT BAT	P	6	43.1254874494465	P01887	P61769
B2m	4w	WT BAT	P	8	32.9909924971993	P01887	P61769
B2m	4w	WT BAT	P	10	34.2784044754147	P01887	P61769
B2m	4w	WT BAT	P	12	32.5334368843546	P01887	P61769
B2m	4w	WT BAT	P	14	29.3246179715771	P01887	P61769
B2m	4w	WT BAT	P	87	22.5582334689786	P01887	P61769
B2m	4w	WT BAT	P	89	30.7260649776653	P01887	P61769
B2m	4w	WT BAT	P	91	17.6188850657531	P01887	P61769
B2m	4w	WT BAT	P	93	28.6134569343576	P01887	P61769
B2m	4w	WT BAT	P	95	15.3771018680923	P01887	P61769
B2m	4w	WT BAT	P	97	29.3629632897488	P01887	P61769
B2m	4w	WT SCW	R	4	94.7284483017468	P01887	P61769
B2m	4w	WT SCW	R	6	153.732859297812	P01887	P61769
B2m	4w	WT SCW	R	8	114.487849382796	P01887	P61769
B2m	4w	WT SCW	R	10	82.7592131594272	P01887	P61769
B2m	4w	WT SCW	R	12	46.847917786323	P01887	P61769
B2m	4w	WT SCW	R	14	86.5341248824685	P01887	P61769
B2m	4w	WT SCW	R	87	109.585638067517	P01887	P61769
B2m	4w	WT SCW	R	89	68.0937308562641	P01887	P61769
B2m	4w	WT SCW	R	91	68.9581176466169	P01887	P61769
B2m	4w	WT SCW	R	93	60.9157969945172	P01887	P61769
B2m	4w	WT SCW	R	95	39.0735913432653	P01887	P61769
B2m	4w	WT SCW	R	97	68.9836511608038	P01887	P61769
B2m	4w	TG BAT	S	4	57.2775327930127	P01887	P61769
B2m	4w	TG BAT	S	6	27.0101056263225	P01887	P61769
B2m	4w	TG BAT	S	8	48.1253943057795	P01887	P61769
B2m	4w	TG BAT	S	10	20.8878985499829	P01887	P61769
B2m	4w	TG BAT	S	12	6.76501852516143	P01887	P61769
B2m	4w	WT gWAT	S	87	0.000955309780348954	P01887	P61769
B2m	4w	WT gWAT	S	89	181.346106351324	P01887	P61769
B2m	4w	WT gWAT	S	91	245.964857034575	P01887	P61769
B2m	4w	WT gWAT	S	93	297.204294204954	P01887	P61769
B2m	4w	WT gWAT	S	95	92.1604230642385	P01887	P61769
B2m	4w	WT gWAT	S	97	99.7420282277626	P01887	P61769
B2m	4w	TG ScW	T	4	119.071389505693	P01887	P61769
B2m	4w	TG ScW	T	6	156.484505488625	P01887	P61769
B2m	4w	TG ScW	T	8	128.303738078524	P01887	P61769
B2m	4w	TG ScW	T	10	73.2146166473382	P01887	P61769
B2m	4w	TG ScW	T	12	51.1017917721827	P01887	P61769
B2m	4w	WT SKM	T	87	18.3433965721897	P01887	P61769
B2m	4w	WT SKM	T	89	21.6089022906421	P01887	P61769
B2m	4w	WT SKM	T	91	11.1797779333067	P01887	P61769
B2m	4w	WT SKM	T	93	21.019168588286	P01887	P61769
B2m	4w	WT SKM	T	95	17.8713197899915	P01887	P61769
B2m	4w	WT SKM	T	97	18.5284831308312	P01887	P61769
B2m	4w	TG BAT	U	87	17.0685437695818	P01887	P61769
B2m	4w	TG BAT	U	89	15.2182882954036	P01887	P61769
B2m	4w	TG BAT	U	91	33.1310665051365	P01887	P61769
B2m	4w	TG BAT	U	93	15.5369855251526	P01887	P61769
B2m	4w	TG BAT	U	95	11.305080544444	P01887	P61769
B2m	4w	TG ScW	V	87	78.4137780600981	P01887	P61769
B2m	4w	TG ScW	V	89	75.4821419505253	P01887	P61769
B2m	4w	TG ScW	V	91	58.5115557190617	P01887	P61769
B2m	4w	TG ScW	V	93	55.3764369930467	P01887	P61769
B2m	4w	TG ScW	V	95	31.4037518601417	P01887	P61769
B2m	4w	TG gWAT	W	87	228.004713710099	P01887	P61769
B2m	4w	TG gWAT	W	89	124.040861690504	P01887	P61769
B2m	4w	TG gWAT	W	91	93.6187791074518	P01887	P61769
B2m	4w	TG gWAT	W	93	186.902428465813	P01887	P61769
B2m	4w	TG gWAT	W	95	141.099970434195	P01887	P61769
B2m	4w	TG SKM	X	87	16.1936892445719	P01887	P61769
B2m	4w	TG SKM	X	89	14.6178706876221	P01887	P61769
B2m	4w	TG SKM	X	91	30.2739866269039	P01887	P61769
B2m	4w	TG SKM	X	93	9.93498345831192	P01887	P61769
Bk	4w	WT BAT	P	4	42.5021391252281	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	5	58.4914486814255	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	6	70.2780053210758	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	7	44.2463249913261	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	8	55.8938747214225	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	9	71.5458767766242	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	57	37.1591969071977	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	58	56.3058163147933	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	59	44.3303751453315	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	60	50.0804572249796	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	61	49.8169826897662	Q920M7	Q9BSW7
Bk	4w	WT BAT	P	62	56.1014440414857	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	4	45.7739231351258	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	5	96.2022451264593	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	6	70.8029135699577	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	7	61.4675793999354	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	8	41.86069662461	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	9	51.3140132775397	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	57	54.5549643128543	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	58	48.6411860205011	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	59	48.2943750385703	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	60	61.1739737705602	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	61	48.6902851367365	Q920M7	Q9BSW7
Bk	4w	WT SCW	R	62	59.4443263219777	Q920M7	Q9BSW7
Bk	4w	TG BAT	S	4	63.4872829620271	Q920M7	Q9BSW7
Bk	4w	TG BAT	S	5	54.0781439684566	Q920M7	Q9BSW7
Bk	4w	TG BAT	S	6	66.8614671920069	Q920M7	Q9BSW7
Bk	4w	TG BAT	S	7	62.9106999542104	Q920M7	Q9BSW7
Bk	4w	TG BAT	S	8	29.3879203049112	Q920M7	Q9BSW7
Bk	4w	WT gWAT	S	57	0.0155433763229949	Q920M7	Q9BSW7
Bk	4w	WT gWAT	S	58	77.0408928474411	Q920M7	Q9BSW7
Bk	4w	WT gWAT	S	59	81.7619268665495	Q920M7	Q9BSW7
Bk	4w	WT gWAT	S	60	81.5297864077805	Q920M7	Q9BSW7
Bk	4w	WT gWAT	S	61	69.4690675979338	Q920M7	Q9BSW7
Bk	4w	WT gWAT	S	62	71.9022656735987	Q920M7	Q9BSW7
Bk	4w	TG ScW	T	4	49.7883749578076	Q920M7	Q9BSW7
Bk	4w	TG ScW	T	5	64.5693491989264	Q920M7	Q9BSW7
Bk	4w	TG ScW	T	6	62.2105091692326	Q920M7	Q9BSW7
Bk	4w	TG ScW	T	7	44.4614390988529	Q920M7	Q9BSW7
Bk	4w	TG ScW	T	8	55.6606563511932	Q920M7	Q9BSW7
Bk	4w	WT SKM	T	57	123.952386893087	Q920M7	Q9BSW7
Bk	4w	WT SKM	T	58	118.608683465074	Q920M7	Q9BSW7
Bk	4w	WT SKM	T	59	88.0174582984564	Q920M7	Q9BSW7
Bk	4w	WT SKM	T	60	103.868837286814	Q920M7	Q9BSW7
Bk	4w	WT SKM	T	61	113.587860172059	Q920M7	Q9BSW7
Bk	4w	WT SKM	T	62	98.1944413383571	Q920M7	Q9BSW7
Bk	4w	TG BAT	U	57	45.5711804085702	Q920M7	Q9BSW7
Bk	4w	TG BAT	U	58	48.3884312073225	Q920M7	Q9BSW7
Bk	4w	TG BAT	U	59	69.9700510152298	Q920M7	Q9BSW7
Bk	4w	TG BAT	U	60	57.7098041429609	Q920M7	Q9BSW7
Bk	4w	TG BAT	U	61	43.8894895503417	Q920M7	Q9BSW7
Bk	4w	TG ScW	V	57	59.0113010367915	Q920M7	Q9BSW7
Bk	4w	TG ScW	V	58	44.4636054759195	Q920M7	Q9BSW7
Bk	4w	TG ScW	V	59	49.7096829334785	Q920M7	Q9BSW7
Bk	4w	TG ScW	V	60	49.9301170273128	Q920M7	Q9BSW7
Bk	4w	TG ScW	V	61	44.5995572262462	Q920M7	Q9BSW7
Bk	4w	TG gWAT	W	57	83.2342061332501	Q920M7	Q9BSW7
Bk	4w	TG gWAT	W	58	88.715191617238	Q920M7	Q9BSW7
Bk	4w	TG gWAT	W	59	51.2505648020837	Q920M7	Q9BSW7
Bk	4w	TG gWAT	W	60	71.7617333155607	Q920M7	Q9BSW7
Bk	4w	TG gWAT	W	61	106.03363660111	Q920M7	Q9BSW7
Bk	4w	TG SKM	X	57	113.859231321957	Q920M7	Q9BSW7
Bk	4w	TG SKM	X	58	99.6046321276106	Q920M7	Q9BSW7
Bk	4w	TG SKM	X	59	141.951134161905	Q920M7	Q9BSW7
Bk	4w	TG SKM	X	60	88.9584740001261	Q920M7	Q9BSW7
Ucp1	4w	WT BAT	P	4	2.7974488326363	P12242	P25874
Ucp1	4w	WT BAT	P	6	2.46796854686828	P12242	P25874
Ucp1	4w	WT BAT	P	8	1.50461704827427	P12242	P25874
Ucp1	4w	WT BAT	P	12	2.04302340646628	P12242	P25874
Ucp1	4w	WT BAT	P	14	2.24039505202442	P12242	P25874
Ucp1	4w	WT SCW	R	4	0.0103804267248826	P12242	P25874
Ucp1	4w	WT SCW	R	6	0.00596339417810016	P12242	P25874
Ucp1	4w	WT SCW	R	8	0.014255007708117	P12242	P25874
Ucp1	4w	WT SCW	R	10	0.00708275431453717	P12242	P25874
Ucp1	4w	WT SCW	R	14	0.0778309069182712	P12242	P25874
Ucp1	4w	TG BAT	S	4	3.87926926613955	P12242	P25874
Ucp1	4w	TG BAT	S	6	3.78934412073156	P12242	P25874
Ucp1	4w	TG BAT	S	8	2.0233927527428	P12242	P25874
Ucp1	4w	TG BAT	S	10	2.11441763813102	P12242	P25874
Ucp1	4w	TG BAT	S	12	2.0343532472054	P12242	P25874
Ucp1	4w	WT gWAT	S	89	0.0728032313531879	P12242	P25874
Ucp1	4w	WT gWAT	S	91	0.00926050129337604	P12242	P25874
Ucp1	4w	WT gWAT	S	93	0.0429774485446014	P12242	P25874
Ucp1	4w	WT gWAT	S	95	0.240774320434863	P12242	P25874
Ucp1	4w	TG ScW	T	6	0.189339677747539	P12242	P25874
Ucp1	4w	TG ScW	T	8	0.166077983035398	P12242	P25874
Ucp1	4w	TG ScW	T	10	0.244825626414654	P12242	P25874
Ucp1	4w	TG ScW	T	12	0.265923965630423	P12242	P25874
Ucp1	4w	TG gWAT	W	87	0.00797140696261593	P12242	P25874
Ucp1	4w	TG gWAT	W	89	0.331348615409146	P12242	P25874
Ucp1	4w	TG gWAT	W	91	0.233526813576123	P12242	P25874
Ucp1	4w	TG gWAT	W	93	0.561651812943445	P12242	P25874
Ucp1	4w	TG gWAT	W	95	0.203779133238981	P12242	P25874
Pgc1a	4w	WT BAT	P	4	2.08545559584322	O70343	Q9UBK2
Pgc1a	4w	WT BAT	P	8	1.47997278453163	O70343	Q9UBK2
Pgc1a	4w	WT BAT	P	10	1.04937916263141	O70343	Q9UBK2
Pgc1a	4w	WT BAT	P	12	2.01195268589546	O70343	Q9UBK2
Pgc1a	4w	WT BAT	P	14	1.36471849932982	O70343	Q9UBK2
Pgc1a	4w	WT SCW	R	4	0.295055983873607	O70343	Q9UBK2
Pgc1a	4w	WT SCW	R	8	0.189408183757492	O70343	Q9UBK2
Pgc1a	4w	WT SCW	R	10	0.194308606802537	O70343	Q9UBK2
Pgc1a	4w	WT SCW	R	12	0.244707146031048	O70343	Q9UBK2
Pgc1a	4w	WT SCW	R	14	0.245858463762936	O70343	Q9UBK2
Pgc1a	4w	TG BAT	S	4	2.24043186191099	O70343	Q9UBK2
Pgc1a	4w	TG BAT	S	6	2.76564044738724	O70343	Q9UBK2
Pgc1a	4w	TG BAT	S	8	1.31321746383174	O70343	Q9UBK2
Pgc1a	4w	TG BAT	S	10	1.45891003516043	O70343	Q9UBK2
Pgc1a	4w	TG BAT	S	12	1.24840516692393	O70343	Q9UBK2
Pgc1a	4w	WT gWAT	S	213	0.266046432190492	O70343	Q9UBK2
Pgc1a	4w	WT gWAT	S	215	0.202003418682292	O70343	Q9UBK2
Pgc1a	4w	WT gWAT	S	217	0.293398688625859	O70343	Q9UBK2
Pgc1a	4w	WT gWAT	S	219	0.177103819722955	O70343	Q9UBK2
Pgc1a	4w	WT gWAT	S	221	0.326225019973754	O70343	Q9UBK2
Pgc1a	4w	TG ScW	T	6	0.280044331674754	O70343	Q9UBK2
Pgc1a	4w	TG ScW	T	8	0.260807257528787	O70343	Q9UBK2
Pgc1a	4w	TG ScW	T	10	0.24485057568296	O70343	Q9UBK2
Pgc1a	4w	TG ScW	T	12	0.229198313694458	O70343	Q9UBK2
Pgc1a	4w	WT SKM	T	87	1.27791010521761	O70343	Q9UBK2
Pgc1a	4w	WT SKM	T	89	0.785472228862264	O70343	Q9UBK2
Pgc1a	4w	WT SKM	T	91	1.15304697662294	O70343	Q9UBK2
Pgc1a	4w	WT SKM	T	93	0.644243350965285	O70343	Q9UBK2
Pgc1a	4w	WT SKM	T	95	0.737918203133704	O70343	Q9UBK2
Pgc1a	4w	WT SKM	T	97	0.959100609103675	O70343	Q9UBK2
Pgc1a	4w	TG gWAT	W	211	0.305283774085246	O70343	Q9UBK2
Pgc1a	4w	TG gWAT	W	213	0.199721956534661	O70343	Q9UBK2
Pgc1a	4w	TG gWAT	W	215	0.306864541512186	O70343	Q9UBK2
Pgc1a	4w	TG gWAT	W	217	0.410195624344639	O70343	Q9UBK2
Pgc1a	4w	TG gWAT	W	219	0.177543866801985	O70343	Q9UBK2
Pgc1a	4w	TG SKM	X	87	0.839185796561241	O70343	Q9UBK2
Pgc1a	4w	TG SKM	X	89	0.944885369286337	O70343	Q9UBK2
Pgc1a	4w	TG SKM	X	91	0.647857139476669	O70343	Q9UBK2
Pgc1a	4w	TG SKM	X	93	0.578482312278807	O70343	Q9UBK2
Ppara	4w	WT BAT	P	4	2.04966261170163	P23204	Q07869
Ppara	4w	WT BAT	P	6	1.59599898449845	P23204	Q07869
Ppara	4w	WT BAT	P	8	1.60187199570419	P23204	Q07869
Ppara	4w	WT BAT	P	12	1.35820304563282	P23204	Q07869
Ppara	4w	WT BAT	P	14	1.98556363954578	P23204	Q07869
Ppara	4w	WT SCW	R	4	0.116503342558608	P23204	Q07869
Ppara	4w	WT SCW	R	6	0.0465581792025351	P23204	Q07869
Ppara	4w	WT SCW	R	8	0.0437630340821792	P23204	Q07869
Ppara	4w	WT SCW	R	10	0.0453765375937966	P23204	Q07869
Ppara	4w	WT SCW	R	12	0.174339695852677	P23204	Q07869
Ppara	4w	WT SCW	R	14	0.127674499495166	P23204	Q07869
Ppara	4w	TG BAT	S	4	3.37476160960482	P23204	Q07869
Ppara	4w	TG BAT	S	6	3.34148359761343	P23204	Q07869
Ppara	4w	TG BAT	S	8	1.15528556940492	P23204	Q07869
Ppara	4w	TG BAT	S	10	1.24641265036237	P23204	Q07869
Ppara	4w	TG BAT	S	12	1.25984171924902	P23204	Q07869
Ppara	4w	TG ScW	T	4	0.22157269319432	P23204	Q07869
Ppara	4w	TG ScW	T	6	0.260923060709466	P23204	Q07869
Ppara	4w	TG ScW	T	8	0.191130265826735	P23204	Q07869
Ppara	4w	TG ScW	T	10	0.211988646355445	P23204	Q07869
Ppara	4w	TG ScW	T	12	0.171413991234595	P23204	Q07869
Pparg1	4w	WT BAT	P	4	1.78664194512603	P37238	P37231
Pparg1	4w	WT BAT	P	6	1.66035407984171	P37238	P37231
Pparg1	4w	WT BAT	P	8	1.34066121250378	P37238	P37231
Pparg1	4w	WT BAT	P	10	1.29379167263769	P37238	P37231
Pparg1	4w	WT BAT	P	12	1.80260542561519	P37238	P37231
Pparg1	4w	WT BAT	P	14	1.27841357384014	P37238	P37231
Pparg1	4w	WT SCW	R	4	0.588608749544879	P37238	P37231
Pparg1	4w	WT SCW	R	6	0.206297937694279	P37238	P37231
Pparg1	4w	WT SCW	R	8	0.352430423895869	P37238	P37231
Pparg1	4w	WT SCW	R	10	0.257154118464768	P37238	P37231
Pparg1	4w	WT SCW	R	12	0.3179308143646	P37238	P37231
Pparg1	4w	WT SCW	R	14	0.525228049154414	P37238	P37231
Pparg1	4w	TG BAT	S	4	1.87339674064011	P37238	P37231
Pparg1	4w	TG BAT	S	6	2.36389847463459	P37238	P37231
Pparg1	4w	TG BAT	S	8	2.44346422150265	P37238	P37231
Pparg1	4w	TG BAT	S	10	2.03415605085628	P37238	P37231
Pparg1	4w	TG ScW	T	4	0.366009787116792	P37238	P37231
Pparg1	4w	TG ScW	T	6	0.878489974924296	P37238	P37231
Pparg1	4w	TG ScW	T	8	0.64596193367818	P37238	P37231
Pparg1	4w	TG ScW	T	10	0.680963072795104	P37238	P37231
Pparg1	4w	TG ScW	T	12	0.380653370698442	P37238	P37231
Pparg2	4w	WT BAT	P	4	1.70063824818387	P37238	P37231
Pparg2	4w	WT BAT	P	8	1.24731962678833	P37238	P37231
Pparg2	4w	WT BAT	P	10	0.788685415691643	P37238	P37231
Pparg2	4w	WT BAT	P	12	1.01371547742474	P37238	P37231
Pparg2	4w	WT BAT	P	14	1.4184158520525	P37238	P37231
Pparg2	4w	WT SCW	R	6	0.434401172746829	P37238	P37231
Pparg2	4w	WT SCW	R	8	0.646579831498922	P37238	P37231
Pparg2	4w	WT SCW	R	10	0.384761608174091	P37238	P37231
Pparg2	4w	WT SCW	R	12	0.433188242433307	P37238	P37231
Pparg2	4w	WT SCW	R	14	0.737611039858543	P37238	P37231
Pparg2	4w	TG BAT	S	4	2.28677089121767	P37238	P37231
Pparg2	4w	TG BAT	S	6	2.7583808357967	P37238	P37231
Pparg2	4w	TG BAT	S	8	1.12037827018942	P37238	P37231
Pparg2	4w	TG BAT	S	10	0.908081211865144	P37238	P37231
Pparg2	4w	TG BAT	S	12	0.760573264839085	P37238	P37231
Pparg2	4w	TG ScW	T	4	0.706964718740979	P37238	P37231
Pparg2	4w	TG ScW	T	6	1.39021651416194	P37238	P37231
Pparg2	4w	TG ScW	T	8	1.13916517628213	P37238	P37231
Pparg2	4w	TG ScW	T	10	0.994567036086966	P37238	P37231
Pparg2	4w	TG ScW	T	12	0.224654305901546	P37238	P37231
Ap2	4w	WT BAT	P	4	1.2642208621493	P04117	P15090
Ap2	4w	WT BAT	P	6	1.30870082273044	P04117	P15090
Ap2	4w	WT BAT	P	8	0.996942313521516	P04117	P15090
Ap2	4w	WT BAT	P	10	0.902811149633996	P04117	P15090
Ap2	4w	WT BAT	P	12	0.969500829778294	P04117	P15090
Ap2	4w	WT BAT	P	14	1.21397119933704	P04117	P15090
Ap2	4w	WT SCW	R	6	0.494819721036811	P04117	P15090
Ap2	4w	WT SCW	R	8	0.690348867741736	P04117	P15090
Ap2	4w	WT SCW	R	10	0.560978390575218	P04117	P15090
Ap2	4w	WT SCW	R	12	0.488760466197092	P04117	P15090
Ap2	4w	WT SCW	R	14	0.678262794780405	P04117	P15090
Ap2	4w	TG BAT	S	4	1.68481591630071	P04117	P15090
Ap2	4w	TG BAT	S	6	1.47959179750359	P04117	P15090
Ap2	4w	TG BAT	S	8	1.66435235325052	P04117	P15090
Ap2	4w	TG BAT	S	10	1.00681534075461	P04117	P15090
Ap2	4w	TG BAT	S	12	0.799419366632241	P04117	P15090
Ap2	4w	WT gWAT	S	89	1.71727638852652	P04117	P15090
Ap2	4w	WT gWAT	S	91	1.85153909008194	P04117	P15090
Ap2	4w	WT gWAT	S	95	1.39806175172644	P04117	P15090
Ap2	4w	WT gWAT	S	97	1.55869680943927	P04117	P15090
Ap2	4w	TG ScW	T	4	0.669924499628174	P04117	P15090
Ap2	4w	TG ScW	T	6	1.11489703835667	P04117	P15090
Ap2	4w	TG ScW	T	8	1.1420740768551	P04117	P15090
Ap2	4w	TG ScW	T	10	0.895014520503254	P04117	P15090
Ap2	4w	TG ScW	T	12	0.571832276999675	P04117	P15090
Ap2	4w	WT SKM	T	87	0.0364767067941629	P04117	P15090
Ap2	4w	WT SKM	T	89	0.0612620555948976	P04117	P15090
Ap2	4w	WT SKM	T	91	0.0364546524994313	P04117	P15090
Ap2	4w	WT SKM	T	93	0.042126282066303	P04117	P15090
Ap2	4w	WT SKM	T	95	0.0415907248789764	P04117	P15090
Ap2	4w	WT SKM	T	97	0.0519297381398665	P04117	P15090
Ap2	4w	TG gWAT	W	87	1.83899955305161	P04117	P15090
Ap2	4w	TG gWAT	W	89	1.35333813411356	P04117	P15090
Ap2	4w	TG gWAT	W	91	1.12791309061365	P04117	P15090
Ap2	4w	TG gWAT	W	93	1.80044017528281	P04117	P15090
Ap2	4w	TG gWAT	W	95	1.03885083108114	P04117	P15090
Ap2	4w	TG SKM	X	87	0.032784179037207	P04117	P15090
Ap2	4w	TG SKM	X	89	0.0324634533490399	P04117	P15090
Ap2	4w	TG SKM	X	91	0.0377149188514669	P04117	P15090
Ap2	4w	TG SKM	X	93	0.027989421734847	P04117	P15090
Dio2	4w	WT BAT	P	4	2.86419196651515	Q9Z1Y9	Q92813
Dio2	4w	WT BAT	P	8	1.12303603226547	Q9Z1Y9	Q92813
Dio2	4w	WT BAT	P	10	0.445692251455735	Q9Z1Y9	Q92813
Dio2	4w	WT BAT	P	12	1.53440866540071	Q9Z1Y9	Q92813
Dio2	4w	WT BAT	P	14	1.35297161399182	Q9Z1Y9	Q92813
Dio2	4w	WT SCW	R	4	0.16678788355685	Q9Z1Y9	Q92813
Dio2	4w	WT SCW	R	8	0.126889033616002	Q9Z1Y9	Q92813
Dio2	4w	WT SCW	R	10	0.0882477501016456	Q9Z1Y9	Q92813
Dio2	4w	WT SCW	R	12	0.135515543577432	Q9Z1Y9	Q92813
Dio2	4w	WT SCW	R	14	0.0875259689763739	Q9Z1Y9	Q92813
Dio2	4w	TG BAT	S	4	2.84292267858964	Q9Z1Y9	Q92813
Dio2	4w	TG BAT	S	6	2.84986001980855	Q9Z1Y9	Q92813
Dio2	4w	TG BAT	S	8	1.60102955935074	Q9Z1Y9	Q92813
Dio2	4w	TG BAT	S	10	1.85557087169422	Q9Z1Y9	Q92813
Dio2	4w	TG BAT	S	12	2.63996064107183	Q9Z1Y9	Q92813
Dio2	4w	TG ScW	T	4	0.147807366606472	Q9Z1Y9	Q92813
Dio2	4w	TG ScW	T	6	0.261164696090194	Q9Z1Y9	Q92813
Dio2	4w	TG ScW	T	8	0.232877143835325	Q9Z1Y9	Q92813
Dio2	4w	TG ScW	T	10	0.205971859288734	Q9Z1Y9	Q92813
Dio2	4w	TG ScW	T	12	0.156882160689109	Q9Z1Y9	Q92813
Elovl6	4w	WT BAT	P	4	3.16338722159137	Q920L5	Q9H5J4
Elovl6	4w	WT BAT	P	6	2.2855332971719	Q920L5	Q9H5J4
